"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","13.852334118298932"
"Bell/Cudahy/Maywood Community of Schools","15.930542833247044"
"Boyle Heights Community of Schools","12.072434607645874"
"Canoga Park/Chatsworth Community of Schools","9.02182587876054"
"Carson Community of Schools","8.0482897384305847"
"Cleveland Community of Schools","10.741138560687432"
"Downtown Community of Schools","12.203058900097625"
"Eagle Rock/Highland Park Community of Schools","9.872642906506071"
"East Los Angeles Community of Schools","19.798600443761732"
"Fairfax Community of Schools","3.1985329395583895"
"Fremont Community of Schools","8.7723145752006655"
"Gardena Community of Schools","4.4997918846253357"
"Glassell Park/Los Feliz Community of Schools","16.870937329429861"
"H.E.E.T. (C/D) Community of Schools","11.071336310292653"
"H.E.E.T. (W) Community of Schools","11.258936781069975"
"Hamilton Community of Schools","9.7621691539860169"
"Harbor City/Lomita Community of Schools","12.512669077440908"
"Historic Central Avenue Community of Schools","15.063360259089796"
"Hollywood Community of Schools","4.8561133611103022"
"Huntington Park/Vernon Community of Schools","8.635646378131403"
"Kennedy/NAHS/VAAS Community of Schools","9.3672090040495153"
"Kreatwn/PcoUnion Community of Schools","10.332907492297286"
"LA Mid-City Community of Schools","9.863270413887486"
"Lincoln Heights/El Sereno Community of Schools","11.45475372279496"
"MacArthur Park Community of Schools","6.5942181894914542"
"Manual Arts/Vermont Square Community of Schools","18.715339683415255"
"Monroe Community of Schools","12.129298320092184"
"North Hollywood/Valley Village Community of Schools","4.0632898019552552"
"Panorama City Community of Schools","7.11227436309583"
"Reseda Community of Schools","14.400014400014399"
"Rivera Community of Schools","12.031974973492055"
"San Fernando Valley/Sylmar Community of Schools","9.1185410334346511"
"San Pedro Community of Schools","16.565674179345219"
"SO Los Angeles Community of Schools","5.5448355401778784"
"South Gate Community of Schools","11.425684939744546"
"South Mid-City Community of Schools","5.8614070307577331"
"Sun Valley Community of Schools","11.790541038451902"
"Sunland/Tujunga Community of Schools","17.421602787456447"
"Taft Community of Schools","13.302786194664105"
"Van Nuys/Valley Glen Community of Schools","10.659654982500399"
"Venice Community of Schools","12.515775091521606"
"West LA Community of Schools","4.796761226819652"
"Westchester Community of Schools","18.793459875963162"
"Wilmington Community of Schools","13.547381968434602"
"District Wide","11.010906481823794"
