"School name","Cases among staff and students"
"Unassigned",173
"102ND ST EEC",0
"107TH ST EL",0
"109TH ST EL",1
"10TH ST EL",2
"112TH ST EEC",0
"112TH ST EL",1
"116TH ST EL",0
"118TH ST EL",0
"122ND ST EL",2
"135TH ST EL",3
"153RD ST EL",1
"156TH ST EL",2
"15TH ST EL",1
"186TH ST EL",2
"1ST ST EL",1
"20TH ST EL",3
"232ND PL EL",0
"24TH ST EEC",0
"24TH ST EL",5
"28TH ST EEC",0
"28TH ST EL",0
"2ND ST EL",0
"32ND ST USC PA MAG",9
"36TH ST EEC",1
"37TH ST EEC",0
"3RD ST EL",6
"42ND ST EL",7
"49TH ST EL",0
"4TH ST EEC",0
"4TH ST EL",6
"4TH ST PC",1
"52ND ST EL",2
"54TH ST EL",1
"59TH ST EL",1
"61ST ST EL",3
"66TH ST EEC",1
"66TH ST EL",2
"6TH AVE EL",1
"74TH ST EL",4
"75TH ST EEC",0
"75TH ST EL",7
"7TH ST EL AI MAG",1
"92ND ST EL",1
"93RD ST EL",3
"95TH ST EEC",0
"95TH ST EL",0
"96TH ST EL",2
"97TH ST EEC",0
"99TH ST EL",2
"9TH ST EL",2
"ACAD ENRICH SCI MAG",0
"ADAMS MS",2
"ADDAMS HS",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",1
"ALEXANDER SCS",1
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",3
"ALLESANDRO EL",2
"ALTA CALIFORNIA EL",1
"ALTA LOMA EL",0
"AMANECER PC",0
"AMBLER AVE EL",0
"AMESTOY EL",1
"ANATOLA AVE EL",0
"ANDASOL AVE EL",3
"ANGELES MESA EL",1
"ANGELOU COMMUNITY SH",2
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",0
"ANNANDALE EL",5
"ANTON EEC",0
"ANTON EL",0
"APPERSON ST EL",1
"ARAGON AVE EL",0
"ARLETA SH",7
"ARLINGTON HTS EL",1
"ARMINTA ST EEC",2
"ARMINTA ST EL",1
"ARMSTRONG MS",20
"ARROYO SECO MUS/S MAG",1
"ASCOT AVE EL",0
"ATWATER AVE EL",1
"AUDUBON MS",0
"AURORA EL",0
"AVALON GARDENS EL",3
"BACA ARTS ACAD",1
"BAKEWELL PC",1
"BALA",0
"BALBOA EL G/HG/HA MAG",4
"BALDWIN HILLS EL",0
"BANCROFT MS",2
"BANDINI ST EL",0
"BANNEKER CTC",3
"BANNING SH",12
"BARRETT EL",1
"BARTON HILL EL",0
"BASSETT ST EL",0
"BEACHY AVE EL",0
"BECKFORD CES",6
"BEETHOVEN ST EL",4
"BELL SH",16
"BELLINGHAM EL",0
"BELMONT SH",1
"BELVEDERE EL",4
"BELVEDERE MS",4
"BERENDO MS",2
"BERNSTEIN SH",3
"BERNSTEIN SH STEM",0
"BERTRAND AVE EL",4
"BETHUNE MS",2
"BLYTHE ST EL",5
"BONITA ST EL",2
"BOYLE HEIGHTS HS",1
"BOYLE HTS STEM MAG",0
"BRADDOCK DR EL",5
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",0
"BRAINARD EL",1
"BRAVO SH MEDICAL MAG",12
"BREED ST EL",0
"BRENTWOOD EL SCI MAG",0
"BRIDGE ST EL",0
"BRIDGES SCHOOL",0
"BRIGHT EL",1
"BROAD AVE EL",2
"BROADACRES AV EL",0
"BROADOUS EEC",0
"BROADOUS EL",1
"BROADWAY EL",13
"BROCKTON AVE EL",2
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",0
"BRYSON AVE EL",0
"BUCHANAN ST EL",4
"BUDLONG AVE EL",0
"BURBANK BLVD EL",3
"BURBANK MS A/T/C MAG",5
"BURKE HS",0
"BURROUGHS MS",11
"BURTON ST EL",0
"BUSHNELL WAY EL",1
"BYRD MS",1
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",0
"CAHUENGA EL",1
"CALABASH CA",0
"CALAHAN ST EL",2
"CALVERT CES",3
"CAMELLIA AVE EL",3
"CANFIELD AVE EL",2
"CANOGA PARK EEC",0
"CANOGA PARK EL",6
"CANOGA PRK SH",4
"CANTARA ST EL",1
"CANTERBURY AVE EL",4
"CANYON CEL",1
"CAPISTRANO AVE EL",3
"CARDENAS EL",0
"CARLSON HOSPITAL",0
"CARNEGIE MS",2
"CAROLDALE LC",3
"CARPENTER COMM CHTR",3
"CARSON ACAD ED & EMP",1
"CARSON ACAD MED ARTS",2
"CARSON SH",4
"CARSON ST EL",2
"CARSON-GORE ACADEMY",4
"CARTHAY EL ES MAG",4
"CARVER MS",0
"CASTELAR ST EEC",0
"CASTELAR ST EL",1
"CASTLE HTS EL",7
"CASTLEBAY LN CHTR",5
"CASTRO MS",2
"CATSKILL AVE EL",7
"CDS AGGELER",0
"CDS ALONZO",0
"CDS JOHNSON",1
"CDS JOHNSTON",0
"CDS LONDON",0
"CDS TRI-C",0
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",0
"CENTURY PARK EL",1
"CHANDLER EL",2
"CHAPMAN EL",0
"CHARNOCK ROAD EL",9
"CHASE ST EEC",0
"CHASE ST EL",6
"CHATSWORTH CHS",29
"CHATSWORTH UP/CD MAG",7
"CHAVEZ EL",0
"CHAVEZ LA ARTES MAG",0
"CHAVEZ LA ASE",1
"CHAVEZ LA SJ HUM AC",3
"CHAVEZ LA TECH PREP",3
"CHEREMOYA AVE EL",0
"CHEVIOT HILLS HS",0
"CIENEGA EL",1
"CIMARRON AVE EL",0
"CITY OF ANGELS",1
"CITY TERRACE EL",2
"CLEVELAND CHS",8
"CLEVELAND EEC",0
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",0
"CLINTON MS",1
"CLOVER AVE EL",0
"COCHRAN MS",4
"COEUR D ALENE AVE EL",6
"COHASSET ST EL",2
"COLDWATER CYN EL",3
"COLFAX CEL",9
"COLISEUM ST EL",0
"COLLINS EEC",1
"COLUMBUS AVE EL",1
"COLUMBUS MS",2
"COMMONWLTH AVE EL",6
"COMMUNITY EL MAG CS",18
"COMPTON AVE EL",4
"CONTRERAS LC ALC",1
"CONTRERAS LC BUS TR",3
"CONTRERAS LC GLBL ST",2
"CONTRERAS LC SOC JUS",1
"CORONA AVE EL",1
"CORTINES SCH OF VAPA",3
"COUGHLIN EL",0
