"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","14.218683349921799"
"Bell/Cudahy/Maywood Community of Schools","13.200352009386917"
"Boyle Heights Community of Schools","5.4442508710801389"
"Canoga Park/Chatsworth Community of Schools","13.879554685445459"
"Carson Community of Schools","12.222869929859531"
"Cleveland Community of Schools","19.074323099958992"
"Downtown Community of Schools","5.739539688916949"
"Eagle Rock/Highland Park Community of Schools","8.031322156409999"
"East Los Angeles Community of Schools","18.390663673075302"
"Fairfax Community of Schools","16.543965588551576"
"Fremont Community of Schools","16.875306823760432"
"Gardena Community of Schools","19.747694166298817"
"Glassell Park/Los Feliz Community of Schools","9.2371167879465883"
"H.E.E.T. (C/D) Community of Schools","4.400343226771688"
"H.E.E.T. (W) Community of Schools","4.1540314875586759"
"Hamilton Community of Schools","11.429587391895152"
"Harbor City/Lomita Community of Schools","19.179133103183737"
"Historic Central Avenue Community of Schools","10.966005383311733"
"Hollywood Community of Schools","12.060543930531267"
"Huntington Park/Vernon Community of Schools","1.6154827870309043"
"Kennedy/NAHS/VAAS Community of Schools","12.593712033662252"
"Kreatwn/PcoUnion Community of Schools","16.947462865118133"
"LA Mid-City Community of Schools","20.932471845825368"
"Lincoln Heights/El Sereno Community of Schools","6.6662222518498764"
"MacArthur Park Community of Schools","14.37628488046119"
"Manual Arts/Vermont Square Community of Schools","8.41511775905414"
"Monroe Community of Schools","12.395413696932135"
"North Hollywood/Valley Village Community of Schools","12.514495957817806"
"Panorama City Community of Schools","1.4977683251954588"
"Reseda Community of Schools","15.292127421651742"
"Rivera Community of Schools","7.0608725669409944"
"San Fernando Valley/Sylmar Community of Schools","12.877553779883973"
"San Pedro Community of Schools","19.498245157935788"
"South Gate Community of Schools","10.61641563267202"
"South Mid-City Community of Schools","18.102277869965302"
"Sun Valley Community of Schools","20.822407995804671"
"Sunland/Tujunga Community of Schools","30.37359522122102"
"Taft Community of Schools","18.617674875820111"
"Van Nuys/Valley Glen Community of Schools","12.896569512509672"
"Venice Community of Schools","13.669449918552861"
"West LA Community of Schools","16.446354048886786"
"Westchester Community of Schools","13.027279122482479"
"Wilmington Community of Schools","16.493485073396009"
"District Wide","13.049535899941876"
