"School name","Cases among staff and students"
"Unassigned",164
"102ND ST EEC",1
"107TH ST EL",3
"109TH ST EL",0
"10TH ST EL",1
"112TH ST EEC",0
"112TH ST EL",4
"116TH ST EL",4
"118TH ST EL",8
"122ND ST EL",2
"135TH ST EL",5
"153RD ST EL",6
"156TH ST EL",2
"15TH ST EL",3
"186TH ST EL",7
"1ST ST EL",1
"20TH ST EL",4
"232ND PL EL",4
"24TH ST EEC",1
"24TH ST EL",5
"28TH ST EEC",0
"28TH ST EL",3
"2ND ST EL",4
"32ND ST USC PA MAG",7
"36TH ST EEC",1
"37TH ST EEC",0
"3RD ST EL",4
"42ND ST EL",1
"49TH ST EL",3
"4TH ST EEC",1
"4TH ST EL",3
"4TH ST PC",3
"52ND ST EL",13
"54TH ST EL",2
"59TH ST EL",1
"61ST ST EL",7
"66TH ST EEC",3
"66TH ST EL",6
"6TH AVE EL",1
"74TH ST EL",2
"75TH ST EEC",0
"75TH ST EL",7
"7TH ST EL AI MAG",1
"92ND ST EL",8
"93RD ST EL",5
"95TH ST EEC",1
"95TH ST EL",7
"96TH ST EL",3
"97TH ST EEC",0
"99TH ST EL",8
"9TH ST EL",3
"ACAD ENRICH SCI MAG",0
"ADAMS MS",3
"ADDAMS HS",2
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",4
"ALEXANDER SCS",2
"ALEXANDRIA AVE EEC",1
"ALEXANDRIA AVE EL",7
"ALLESANDRO EL",2
"ALTA CALIFORNIA EL",4
"ALTA LOMA EL",8
"AMANECER PC",1
"AMBLER AVE EL",1
"AMESTOY EL",1
"ANATOLA AVE EL",0
"ANDASOL AVE EL",1
"ANGELES MESA EL",4
"ANGELOU COMMUNITY SH",11
"ANGEL'S GATE HS",1
"ANN ST EL",0
"ANNALEE AVE EL",0
"ANNANDALE EL",0
"ANTON EEC",1
"ANTON EL",7
"APPERSON ST EL",9
"ARAGON AVE EL",1
"ARLETA SH",10
"ARLINGTON HTS EL",2
"ARMINTA ST EEC",1
"ARMINTA ST EL",4
"ARROYO SECO MUS/S MAG",2
"ASCOT AVE EL",2
"ATWATER AVE EL",1
"AUDUBON MS",4
"AURORA EL",4
"AVALON GARDENS EL",1
"BACA ARTS ACAD",3
"BAKEWELL PC",3
"BALA",0
"BALBOA EL G/HG/HA MAG",3
"BALDWIN HILLS EL",3
"BANCROFT MS",1
"BANDINI ST EL",9
"BANNEKER CTC",1
"BANNING SH",21
"BARRETT EL",7
"BARTON HILL EL",4
"BASSETT ST EL",4
"BEACHY AVE EL",6
"BECKFORD CES",2
"BEETHOVEN ST EL",3
"BELL SH",17
"BELLINGHAM EL",2
"BELMONT SH",3
"BELVEDERE EL",2
"BELVEDERE MS",7
"BERENDO MS",0
"BERNSTEIN SH",6
"BERNSTEIN SH STEM",6
"BERTRAND AVE EL",10
"BETHUNE MS",2
"BLYTHE ST EL",1
"BONITA ST EL",8
"BOYLE HEIGHTS HS",1
"BOYLE HTS STEM MAG",0
"BRADDOCK DR EL",2
"BRADLEY EEC",1
"BRADLEY GLBL AWR MAG",1
"BRAINARD EL",0
"BRAVO SH MEDICAL MAG",18
"BREED ST EL",1
"BRENTWOOD EL SCI MAG",1
"BRIDGE ST EL",2
"BRIDGES SCHOOL",4
"BRIGHT EL",2
"BROAD AVE EL",1
"BROADACRES AV EL",1
"BROADOUS EEC",0
"BROADOUS EL",3
"BROADWAY EL",1
"BROCKTON AVE EL",1
"BROOKLYN AVE EEC",2
"BROOKLYN AVE EL",0
"BRYSON AVE EL",1
"BUCHANAN ST EL",0
"BUDLONG AVE EL",3
"BURBANK BLVD EL",3
"BURBANK MS A/T/C MAG",1
"BURKE HS",4
"BURROUGHS MS",8
"BURTON ST EL",1
"BUSHNELL WAY EL",3
"BYRD MS",9
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",2
"CAHUENGA EL",2
"CALABASH CA",3
"CALAHAN ST EL",0
"CALVERT CES",2
"CAMELLIA AVE EL",7
"CANFIELD AVE EL",2
"CANOGA PARK EEC",0
"CANOGA PARK EL",0
"CANOGA PRK SH",8
"CANTARA ST EL",2
"CANTERBURY AVE EL",6
"CANYON CEL",3
"CAPISTRANO AVE EL",0
"CARDENAS EL",2
"CARLSON HOSPITAL",0
"CARNEGIE MS",5
"CAROLDALE LC",7
"CARPENTER COMM CHTR",3
"CARSON ACAD ED & EMP",6
"CARSON ACAD MED ARTS",2
"CARSON SH",8
"CARSON ST EL",6
"CARSON-GORE ACADEMY",4
"CARTHAY EL ES MAG",1
"CARVER MS",4
"CASTELAR ST EEC",2
"CASTELAR ST EL",2
"CASTLE HTS EL",0
"CASTLEBAY LN CHTR",1
"CASTRO MS",3
"CATSKILL AVE EL",1
"CDS AGGELER",0
"CDS ALONZO",0
"CDS JOHNSON",0
"CDS JOHNSTON",0
"CDS LONDON",0
"CDS TRI-C",1
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",2
"CENTURY PARK EL",2
"CHANDLER EL",3
"CHAPMAN EL",0
"CHARNOCK ROAD EL",5
"CHASE ST EEC",1
"CHASE ST EL",3
"CHATSWORTH CHS",16
"CHATSWORTH UP/CD MAG",2
"CHAVEZ EL",1
"CHAVEZ LA ARTES MAG",2
"CHAVEZ LA ASE",6
"CHAVEZ LA SJ HUM AC",1
"CHAVEZ LA TECH PREP",2
"CHEREMOYA AVE EL",0
"CHEVIOT HILLS HS",0
"CIENEGA EL",3
"CIMARRON AVE EL",2
"CITY OF ANGELS",11
"CITY TERRACE EL",2
"CLEVELAND CHS",12
"CLEVELAND EEC",0
"CLEVELAND INFANT CTR",1
"CLIFFORD ST M/T MAG",0
"CLINTON MS",4
"CLOVER AVE EL",2
"COCHRAN MS",5
"COEUR D ALENE AVE EL",3
"COHASSET ST EL",1
"COLDWATER CYN EL",6
"COLFAX CEL",1
"COLISEUM ST EL",0
"COLLINS EEC",0
"COLUMBUS AVE EL",4
"COLUMBUS MS",4
"COMMONWLTH AVE EL",1
"COMMUNITY EL MAG CS",1
"COMPTON AVE EL",2
"CONTRERAS LC ALC",6
"CONTRERAS LC BUS TR",1
"CONTRERAS LC GLBL ST",2
"CONTRERAS LC SOC JUS",1
"CORONA AVE EL",2
"CORTINES SCH OF VAPA",8
"COUGHLIN EL",1
"COWAN AVE EL",0
"CRENSHAW ARTS TECH",4
"CRENSHAW MAG STEMM",5
"CRESCENT HTS BL EEC",0
"CRESCENT HTS BL EL MG",1
"CRESTWOOD ST STEAM MG",0
"CRUZ EEC",0
"CURTISS MS",2
"DACOTAH EEC",0
"DAHLIA HTS EL",3
"DANA MS",8
"DANUBE AVE EL",3
"DARBY AVE EL",5
"DAYTON EEC",1
"DAYTON HEIGHTS EL",1
"DBM",4
"DE LA TORRE JR EL",8
"DEARBORN EL CA",1
"DEL AMO EL",1
"DEL OLMO EL",10
"DELEVAN DRIVE EL",4
"DENA EL",5
"DENKER AVE EL",9
"DIXIE CYN CC",5
"DODSON MS",7
"DOLORES ST EEC",0
"DOLORES ST EL",6
"DOMINGUEZ EL",4
"DORRIS PLACE EL",0
"DORSEY SH",4
"DREW MS",6
"DREW MS UP PBLC SRVC",1
"DYER ST EL",2
"DYMALLY SH",7
"EAGLE ROCK EL",3
"EAGLE ROCK HS",12
"EAGLE TREE CONTN HS",0
"EARHART HS",0
"EARLY COLLEGE ACAD",3
"EAST VALLEY SH",2
"EAST VALLEY SKLS CTR",0
"EASTMAN AVE EEC",3
"EASTMAN AVE EL",3
