"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","13.989927252378289"
"Bell/Cudahy/Maywood Community of Schools","24.511973418126605"
"Boyle Heights Community of Schools","16.04055051169356"
"Canoga Park/Chatsworth Community of Schools","112.92503729314502"
"Carson Community of Schools","41.691590987365636"
"Cleveland Community of Schools","36.343482250751855"
"Downtown Community of Schools","28.105212690330152"
"Eagle Rock/Highland Park Community of Schools","58.928571428571431"
"East Los Angeles Community of Schools","29.066950876853017"
"Fairfax Community of Schools","60.537268255769959"
"Fremont Community of Schools","36.12903225806452"
"Gardena Community of Schools","55.890900961323496"
"Glassell Park/Los Feliz Community of Schools","59.929067562655348"
"H.E.E.T. (C/D) Community of Schools","36.041504637972572"
"H.E.E.T. (W) Community of Schools","21.734835012843313"
"Hamilton Community of Schools","74.744622539656163"
"Harbor City/Lomita Community of Schools","29.247946285510825"
"Historic Central Avenue Community of Schools","15.433587344458378"
"Hollywood Community of Schools","35.266308284723017"
"Huntington Park/Vernon Community of Schools","26.838008935478268"
"Kennedy/NAHS/VAAS Community of Schools","76.3903762404512"
"Kreatwn/PcoUnion Community of Schools","29.905983065737086"
"LA Mid-City Community of Schools","70.461329541232686"
"Lincoln Heights/El Sereno Community of Schools","30.230244535196249"
"MacArthur Park Community of Schools","16.964856646961334"
"Manual Arts/Vermont Square Community of Schools","38.126521394844126"
"Monroe Community of Schools","37.765646994197823"
"North Hollywood/Valley Village Community of Schools","58.177117000646412"
"Panorama City Community of Schools","24.4963831810715"
"Reseda Community of Schools","44.25058473986978"
"Rivera Community of Schools","20.64851636586112"
"San Fernando Valley/Sylmar Community of Schools","43.994175419029034"
"San Pedro Community of Schools","47.110141766630313"
"South Gate Community of Schools","23.844169183551195"
"South Mid-City Community of Schools","7.2303443089959947"
"Sun Valley Community of Schools","43.537986893564629"
"Sunland/Tujunga Community of Schools","49.950049950049952"
"Taft Community of Schools","93.408251541236154"
"Van Nuys/Valley Glen Community of Schools","59.271903932098105"
"Venice Community of Schools","49.091801669121253"
"West LA Community of Schools","181.49720315785297"
"Westchester Community of Schools","68.231785903818448"
"Wilmington Community of Schools","35.234079310775947"
"District Wide","46.323233516972891"
