"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","47.023417661995673"
"Bell/Cudahy/Maywood Community of Schools","62.3746936957006"
"Boyle Heights Community of Schools","60.100725773321365"
"Canoga Park/Chatsworth Community of Schools","49.9721674004352"
"Carson Community of Schools","43.877077952182262"
"Cleveland Community of Schools","82.178915238318851"
"Downtown Community of Schools","80.10105055608615"
"Eagle Rock/Highland Park Community of Schools","76.804915514592935"
"East Los Angeles Community of Schools","64.451677354903168"
"Fairfax Community of Schools","44.970769000149907"
"Fremont Community of Schools","41.504504259314693"
"Gardena Community of Schools","43.940322910279988"
"Glassell Park/Los Feliz Community of Schools","63.751115644523779"
"H.E.E.T. (C/D) Community of Schools","20.893183598850875"
"H.E.E.T. (W) Community of Schools","12.675877804537963"
"Hamilton Community of Schools","54.705193711090935"
"Harbor City/Lomita Community of Schools","44.529336630066673"
"Historic Central Avenue Community of Schools","46.588720154101154"
"Hollywood Community of Schools","35.532069970845484"
"Huntington Park/Vernon Community of Schools","73.73271889400921"
"Kennedy/NAHS/VAAS Community of Schools","68.826666152074765"
"Kreatwn/PcoUnion Community of Schools","43.279337207864479"
"LA Mid-City Community of Schools","28.950193604419727"
"Lincoln Heights/El Sereno Community of Schools","41.239293644919108"
"MacArthur Park Community of Schools","33.986631924776255"
"Manual Arts/Vermont Square Community of Schools","62.61683939234441"
"Monroe Community of Schools","62.950669566212653"
"North Hollywood/Valley Village Community of Schools","67.6229046291635"
"Panorama City Community of Schools","52.372895012488918"
"Reseda Community of Schools","59.259506560277771"
"Rivera Community of Schools","50.67353574595667"
"San Fernando Valley/Sylmar Community of Schools","74.992128688782671"
"San Pedro Community of Schools","26.831449711358648"
"SO Los Angeles Community of Schools","27.396426288393048"
"South Gate Community of Schools","65.654355072219786"
"South Mid-City Community of Schools","30.075187969924809"
"Sun Valley Community of Schools","60.562184136884461"
"Sunland/Tujunga Community of Schools","127.12537740346417"
"Taft Community of Schools","51.712992889463479"
"Van Nuys/Valley Glen Community of Schools","58.47566088529944"
"Venice Community of Schools","35.704889690682904"
"West LA Community of Schools","33.580177091249716"
"Westchester Community of Schools","45.108033740809233"
"Wilmington Community of Schools","43.411968997501162"
"District Wide","53.809049254497587"
