"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","10.009609224855861"
"Bell/Cudahy/Maywood Community of Schools","7.3093100675778944"
"Boyle Heights Community of Schools","7.2577718640377409"
"Canoga Park/Chatsworth Community of Schools","7.6442504812403138"
"Carson Community of Schools","7.144196679734593"
"Cleveland Community of Schools","19.677292404565129"
"Downtown Community of Schools","4.0547554171532374"
"Eagle Rock/Highland Park Community of Schools","13.454242122541237"
"East Los Angeles Community of Schools","14.302741358760429"
"Fairfax Community of Schools",0
"Fremont Community of Schools","4.3696108133302261"
"Gardena Community of Schools","8.9917949870742948"
"Glassell Park/Los Feliz Community of Schools","8.9063056644104019"
"H.E.E.T. (C/D) Community of Schools","3.6933077263997633"
"H.E.E.T. (W) Community of Schools","3.7216918811291611"
"Hamilton Community of Schools","4.904545287345047"
"Harbor City/Lomita Community of Schools","6.2640157352075274"
"Historic Central Avenue Community of Schools","6.5889174408644653"
"Hollywood Community of Schools","3.8751428958942862"
"Huntington Park/Vernon Community of Schools","6.2915339546223112"
"Kennedy/NAHS/VAAS Community of Schools","4.3445833906576974"
"Kreatwn/PcoUnion Community of Schools","3.7740477605744105"
"LA Mid-City Community of Schools","4.9024414158250806"
"Lincoln Heights/El Sereno Community of Schools","10.911372377860825"
"MacArthur Park Community of Schools","6.5917840004218746"
"Manual Arts/Vermont Square Community of Schools","4.9240708278347878"
"Monroe Community of Schools","19.91221311262521"
"North Hollywood/Valley Village Community of Schools","11.374623215605983"
"Panorama City Community of Schools","18.409425625920473"
"Reseda Community of Schools","13.525576865853328"
"Rivera Community of Schools","6.7523464403880356"
"San Fernando Valley/Sylmar Community of Schools","13.369877665619359"
"San Pedro Community of Schools","8.74118233232227"
"SO Los Angeles Community of Schools","9.9892338257655648"
"South Gate Community of Schools","11.441096418334658"
"South Mid-City Community of Schools","4.4328861043796914"
"Sun Valley Community of Schools","20.70822116380203"
"Sunland/Tujunga Community of Schools","17.349063150589867"
"Taft Community of Schools","9.6225018504811253"
"Van Nuys/Valley Glen Community of Schools","6.5454372352073111"
"Venice Community of Schools","10.365487074237619"
"West LA Community of Schools","3.8557933294775397"
"Westchester Community of Schools","8.0362165492486142"
"Wilmington Community of Schools","11.297520194317347"
"District Wide","9.0355393669393624"
