"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","9.9984002559590461"
"Bell/Cudahy/Maywood Community of Schools","31.31936217438076"
"Boyle Heights Community of Schools","20.87967684684757"
"Canoga Park/Chatsworth Community of Schools","113.60547536573297"
"Carson Community of Schools","50.767863942124634"
"Cleveland Community of Schools","55.430861359237419"
"Downtown Community of Schools","29.732653887131541"
"Eagle Rock/Highland Park Community of Schools","48.238404916744081"
"East Los Angeles Community of Schools","23.533809085434651"
"Fairfax Community of Schools","46.508609500735481"
"Fremont Community of Schools","32.413955681282417"
"Gardena Community of Schools","60.343286250670481"
"Glassell Park/Los Feliz Community of Schools","61.847168774051674"
"H.E.E.T. (C/D) Community of Schools","43.6407794622697"
"H.E.E.T. (W) Community of Schools","33.576267504098283"
"Hamilton Community of Schools","67.687923049519057"
"Harbor City/Lomita Community of Schools","45.775319473583821"
"Historic Central Avenue Community of Schools","15.41589185751862"
"Hollywood Community of Schools","35.266308284723017"
"Huntington Park/Vernon Community of Schools","32.340250991899161"
"Kennedy/NAHS/VAAS Community of Schools","77.131287449739688"
"Kreatwn/PcoUnion Community of Schools","37.360481950217157"
"LA Mid-City Community of Schools","89.613764674253957"
"Lincoln Heights/El Sereno Community of Schools","36.80469342239703"
"MacArthur Park Community of Schools","28.680937605923919"
"Manual Arts/Vermont Square Community of Schools","30.303622749222857"
"Monroe Community of Schools","60.910744312137538"
"North Hollywood/Valley Village Community of Schools","34.721100739640193"
"Panorama City Community of Schools","28.816367696851813"
"Reseda Community of Schools","46.05964272167332"
"Rivera Community of Schools","30.587119763867435"
"San Fernando Valley/Sylmar Community of Schools","56.374674761491761"
"San Pedro Community of Schools","63.67037931846528"
"South Gate Community of Schools","15.277531639768027"
"South Mid-City Community of Schools","33.259583821381575"
"Sun Valley Community of Schools","57.034791222645815"
"Sunland/Tujunga Community of Schools","77.3279453216593"
"Taft Community of Schools","70.440251572327043"
"Van Nuys/Valley Glen Community of Schools","44.433648713497753"
"Venice Community of Schools","97.153902007506417"
"West LA Community of Schools","112.96971618836213"
"Westchester Community of Schools","55.62579013906447"
"Wilmington Community of Schools","51.117775354416572"
"District Wide","48.362269839904286"
