"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","60.601163542340018"
"Bell/Cudahy/Maywood Community of Schools","62.546314866307249"
"Boyle Heights Community of Schools","70.4626785318428"
"Canoga Park/Chatsworth Community of Schools","49.287415048627942"
"Carson Community of Schools","75.52320291173794"
"Cleveland Community of Schools","44.662795891022775"
"Downtown Community of Schools","50.0054172535358"
"Eagle Rock/Highland Park Community of Schools","47.719199024407487"
"East Los Angeles Community of Schools","52.996723838889963"
"Fairfax Community of Schools","63.770684940390616"
"Fremont Community of Schools","74.8835967851953"
"Gardena Community of Schools","69.93401387400597"
"Glassell Park/Los Feliz Community of Schools","56.126669029894842"
"H.E.E.T. (C/D) Community of Schools","38.7409200968523"
"H.E.E.T. (W) Community of Schools","56.100981767180926"
"Hamilton Community of Schools","53.437833986462415"
"Harbor City/Lomita Community of Schools","48.29689883070666"
"Historic Central Avenue Community of Schools","80.540299260581833"
"Hollywood Community of Schools","38.405038741082826"
"Huntington Park/Vernon Community of Schools","73.532862931614432"
"Kennedy/NAHS/VAAS Community of Schools","66.157326390370912"
"Kreatwn/PcoUnion Community of Schools","63.775510204081634"
"LA Mid-City Community of Schools","52.60119314901533"
"Lincoln Heights/El Sereno Community of Schools","51.535370259705367"
"MacArthur Park Community of Schools","34.236203468390769"
"Manual Arts/Vermont Square Community of Schools","67.222238698261123"
"Monroe Community of Schools","50.753124758062434"
"North Hollywood/Valley Village Community of Schools","52.73576945544233"
"Panorama City Community of Schools","64.369394498562414"
"Reseda Community of Schools","52.20991988477811"
"Rivera Community of Schools","75.61407796651595"
"San Fernando Valley/Sylmar Community of Schools","69.227027229297377"
"San Pedro Community of Schools","79.726157979115214"
"South Gate Community of Schools","67.17613706397141"
"South Mid-City Community of Schools","88.9575920200665"
"Sun Valley Community of Schools","77.635655116792677"
"Sunland/Tujunga Community of Schools","60.234916173074986"
"Taft Community of Schools","80.847684393535047"
"Van Nuys/Valley Glen Community of Schools","69.2820133234641"
"Venice Community of Schools","43.252595155709344"
"West LA Community of Schools","39.895871774668116"
"Westchester Community of Schools","71.237756010685658"
"Wilmington Community of Schools","72.712399736417552"
"District Wide","61.590689699108317"
