"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","151.69596084221598"
"Bell/Cudahy/Maywood Community of Schools","126.42225031605562"
"Boyle Heights Community of Schools","136.65569158968131"
"Canoga Park/Chatsworth Community of Schools","91.999526063047554"
"Carson Community of Schools","125.785016999207"
"Cleveland Community of Schools","122.61630247794736"
"Downtown Community of Schools","104.37974022913036"
"Eagle Rock/Highland Park Community of Schools","76.8818165564098"
"East Los Angeles Community of Schools","118.65441727497294"
"Fairfax Community of Schools","92.43249709109493"
"Fremont Community of Schools","123.44760913214843"
"Gardena Community of Schools","122.28399325173518"
"Glassell Park/Los Feliz Community of Schools","116.60194270694375"
"H.E.E.T. (C/D) Community of Schools","82.180523215997809"
"H.E.E.T. (W) Community of Schools","150.75679913164086"
"Hamilton Community of Schools","107.5011944577162"
"Harbor City/Lomita Community of Schools","106.07570994044424"
"Historic Central Avenue Community of Schools","143.04202710986991"
"Hollywood Community of Schools","79.8302147627485"
"Huntington Park/Vernon Community of Schools","124.6873015001686"
"Kennedy/NAHS/VAAS Community of Schools","91.392014622722328"
"Kreatwn/PcoUnion Community of Schools","92.226613965744392"
"LA Mid-City Community of Schools","104.61466930140648"
"Lincoln Heights/El Sereno Community of Schools","92.8076824754643"
"MacArthur Park Community of Schools","121.74948719645339"
"Manual Arts/Vermont Square Community of Schools","115.948982447723"
"Monroe Community of Schools","120.69277653732424"
"North Hollywood/Valley Village Community of Schools","117.89576388324255"
"Panorama City Community of Schools","130.5876443997991"
"Reseda Community of Schools","105.7866184448463"
"Rivera Community of Schools","145.37441563310557"
"San Fernando Valley/Sylmar Community of Schools","120.70496704066444"
"San Pedro Community of Schools","121.98841110094541"
"South Gate Community of Schools","118.94952698977158"
"South Mid-City Community of Schools","169.73705389151459"
"Sun Valley Community of Schools","120.86052695189751"
"Sunland/Tujunga Community of Schools","150.87886941433854"
"Taft Community of Schools","99.729510607919536"
"Van Nuys/Valley Glen Community of Schools","114.66595371773164"
"Venice Community of Schools","65.331010452961678"
"West LA Community of Schools","62.963481180915075"
"Westchester Community of Schools","94.320383399612524"
"Wilmington Community of Schools","108.17335064106943"
"District Wide","112.58985536533964"
