"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","5.9474247650767209"
"Bell/Cudahy/Maywood Community of Schools","9.95844010994118"
"Boyle Heights Community of Schools","13.691348678382166"
"Canoga Park/Chatsworth Community of Schools","4.8593226104281069"
"Carson Community of Schools","13.428947439099725"
"Cleveland Community of Schools","19.727933857618122"
"Downtown Community of Schools","9.7319654515226457"
"Eagle Rock/Highland Park Community of Schools","8.9790787465206066"
"East Los Angeles Community of Schools","16.3826998689384"
"Fairfax Community of Schools","5.33965548542808"
"Fremont Community of Schools","7.3068969800594781"
"Gardena Community of Schools","12.365663923737577"
"Glassell Park/Los Feliz Community of Schools","11.894849530153442"
"H.E.E.T. (C/D) Community of Schools","3.6747818098300411"
"H.E.E.T. (W) Community of Schools","3.7455989212675109"
"Hamilton Community of Schools","6.1243737827807108"
"Harbor City/Lomita Community of Schools","8.7619381407167261"
"Historic Central Avenue Community of Schools","12.243821579264617"
"Hollywood Community of Schools","1.9400712006130625"
"Huntington Park/Vernon Community of Schools","10.231064660328654"
"Kennedy/NAHS/VAAS Community of Schools","10.116849613030501"
"Kreatwn/PcoUnion Community of Schools","4.7288031399252848"
"LA Mid-City Community of Schools","9.871790125741926"
"Lincoln Heights/El Sereno Community of Schools","15.270089711777057"
"MacArthur Park Community of Schools","2.6311288858484732"
"Manual Arts/Vermont Square Community of Schools","3.9397998581672051"
"Monroe Community of Schools","21.701577270636029"
"North Hollywood/Valley Village Community of Schools","8.9336473645740266"
"Panorama City Community of Schools","14.173741726078267"
"Reseda Community of Schools","13.499163051890784"
"Rivera Community of Schools","10.513588813541503"
"San Fernando Valley/Sylmar Community of Schools","15.785990540548747"
"San Pedro Community of Schools","8.7187758838659057"
"SO Los Angeles Community of Schools","13.298314438644903"
"South Gate Community of Schools","11.445921035193194"
"South Mid-City Community of Schools","5.8825259566457841"
"Sun Valley Community of Schools","16.997125268813232"
"Sunland/Tujunga Community of Schools","29.813664596273291"
"Taft Community of Schools","11.088523378303455"
"Van Nuys/Valley Glen Community of Schools","8.9170535677131326"
"Venice Community of Schools","11.373976342129209"
"West LA Community of Schools","4.8301711812666639"
"Westchester Community of Schools","13.431472626658786"
"Wilmington Community of Schools","10.158128195577829"
"District Wide","10.721073270005281"
