"School name","Cases among staff and students"
"Unassigned",142
"102ND ST EEC",0
"107TH ST EL",5
"109TH ST EL",1
"10TH ST EL",0
"112TH ST EEC",0
"112TH ST EL",0
"116TH ST EL",0
"118TH ST EL",0
"122ND ST EL",5
"135TH ST EL",0
"153RD ST EL",1
"156TH ST EL",5
"15TH ST EL",1
"186TH ST EL",0
"1ST ST EL",0
"20TH ST EL",3
"232ND PL EL",3
"24TH ST EEC",0
"24TH ST EL",3
"28TH ST EEC",0
"28TH ST EL",2
"2ND ST EL",0
"32ND ST USC PA MAG",3
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",5
"42ND ST EL",1
"49TH ST EL",0
"4TH ST EEC",0
"4TH ST EL",2
"4TH ST PC",1
"52ND ST EL",0
"54TH ST EL",0
"59TH ST EL",1
"61ST ST EL",3
"66TH ST EEC",0
"66TH ST EL",1
"6TH AVE EL",2
"74TH ST EL",1
"75TH ST EEC",0
"75TH ST EL",5
"7TH ST EL AI MAG",0
"92ND ST EL",0
"93RD ST EL",6
"95TH ST EEC",0
"95TH ST EL",0
"96TH ST EL",0
"97TH ST EEC",0
"99TH ST EL",3
"9TH ST EL",1
"ACAD ENRICH SCI MAG",2
"ADAMS MS",2
"ADDAMS HS",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",1
"ALEXANDER SCS",1
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",3
"ALLESANDRO EL",1
"ALTA CALIFORNIA EL",0
"ALTA LOMA EL",1
"AMANECER PC",0
"AMBLER AVE EL",2
"AMESTOY EL",11
"ANATOLA AVE EL",0
"ANDASOL AVE EL",3
"ANGELES MESA EL",2
"ANGELOU COMMUNITY SH",2
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",0
"ANNANDALE EL",2
"ANTON EEC",0
"ANTON EL",1
"APPERSON ST EL",1
"ARAGON AVE EL",0
"ARLETA SH",5
"ARLINGTON HTS EL",1
"ARMINTA ST EEC",0
"ARMINTA ST EL",0
"ARMSTRONG MS",18
"ARROYO SECO MUS/S MAG",2
"ASCOT AVE EL",1
"ATWATER AVE EL",4
"AUDUBON MS",0
"AURORA EL",0
"AVALON GARDENS EL",2
"BACA ARTS ACAD",1
"BAKEWELL PC",0
"BALA",0
"BALBOA EL G/HG/HA MAG",10
"BALDWIN HILLS EL",1
"BANCROFT MS",2
"BANDINI ST EL",0
"BANNEKER CTC",1
"BANNING SH",6
"BARRETT EL",3
"BARTON HILL EL",0
"BASSETT ST EL",2
"BEACHY AVE EL",1
"BECKFORD CES",7
"BEETHOVEN ST EL",1
"BELL SH",15
"BELLINGHAM EL",1
"BELMONT SH",2
"BELVEDERE EL",0
"BELVEDERE MS",2
"BERENDO MS",0
"BERNSTEIN SH",3
"BERNSTEIN SH STEM",1
"BERTRAND AVE EL",2
"BETHUNE MS",2
"BLYTHE ST EL",4
"BONITA ST EL",2
"BOYLE HEIGHTS HS",1
"BOYLE HTS STEM MAG",0
"BRADDOCK DR EL",5
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",5
"BRAINARD EL",2
"BRAVO SH MEDICAL MAG",9
"BREED ST EL",0
"BRENTWOOD EL SCI MAG",1
"BRIDGE ST EL",1
"BRIDGES SCHOOL",5
"BRIGHT EL",0
"BROAD AVE EL",4
"BROADACRES AV EL",0
"BROADOUS EEC",1
"BROADOUS EL",0
"BROADWAY EL",3
"BROCKTON AVE EL",0
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",1
"BRYSON AVE EL",1
"BUCHANAN ST EL",1
"BUDLONG AVE EL",2
"BURBANK BLVD EL",2
"BURBANK MS A/T/C MAG",5
"BURKE HS",0
"BURROUGHS MS",6
"BURTON ST EL",2
"BUSHNELL WAY EL",0
"BYRD MS",14
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",0
"CAHUENGA EL",1
"CALABASH CA",3
"CALAHAN ST EL",0
"CALVERT CES",1
"CAMELLIA AVE EL",2
"CANFIELD AVE EL",0
"CANOGA PARK EEC",0
"CANOGA PARK EL",3
"CANOGA PRK SH",6
