"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","20.002400288034561"
"Bell/Cudahy/Maywood Community of Schools","6.6899476846091064"
"Boyle Heights Community of Schools","17.810592445070515"
"Canoga Park/Chatsworth Community of Schools","10.663633455372693"
"Carson Community of Schools","8.9790787465206066"
"Cleveland Community of Schools","17.911998352096152"
"Downtown Community of Schools","15.753254290688998"
"Eagle Rock/Highland Park Community of Schools","10.766097558787379"
"East Los Angeles Community of Schools","14.439043172739087"
"Fairfax Community of Schools","5.386770092652446"
"Fremont Community of Schools","6.5370870739998264"
"Gardena Community of Schools","12.212859030298992"
"Glassell Park/Los Feliz Community of Schools","16.742995026345593"
"H.E.E.T. (C/D) Community of Schools","9.418324291742012"
"H.E.E.T. (W) Community of Schools","9.3984962406015029"
"Hamilton Community of Schools","6.0712767895088344"
"Harbor City/Lomita Community of Schools","16.461113784283434"
"Historic Central Avenue Community of Schools","21.893085592445935"
"Hollywood Community of Schools","8.6446196847595349"
"Huntington Park/Vernon Community of Schools","14.853265373129661"
"Kennedy/NAHS/VAAS Community of Schools","11.038827234994555"
"Kreatwn/PcoUnion Community of Schools","12.108905634366936"
"LA Mid-City Community of Schools","15.866235430524197"
"Lincoln Heights/El Sereno Community of Schools","16.457564170785627"
"MacArthur Park Community of Schools","9.09090909090909"
"Manual Arts/Vermont Square Community of Schools","14.640002342400376"
"Monroe Community of Schools","13.5297400598691"
"North Hollywood/Valley Village Community of Schools","12.189869405865766"
"Panorama City Community of Schools","11.613221652851772"
"Reseda Community of Schools","11.852338101620123"
"Rivera Community of Schools","14.540556673732867"
"San Fernando Valley/Sylmar Community of Schools","11.036647802174219"
"San Pedro Community of Schools","17.404622667780561"
"SO Los Angeles Community of Schools","8.7939146110891269"
"South Gate Community of Schools","7.3004246413666394"
"South Mid-City Community of Schools","2.9491565412292085"
"Sun Valley Community of Schools","13.297282921856302"
"Sunland/Tujunga Community of Schools","9.9396168277712889"
"Taft Community of Schools","9.59317556249216"
"Van Nuys/Valley Glen Community of Schools","13.039277861084274"
"Venice Community of Schools","9.4302059976110133"
"West LA Community of Schools","8.8104864367456024"
"Westchester Community of Schools","7.86802696110572"
"Wilmington Community of Schools","13.705514185207182"
"District Wide","12.128239867003497"
