"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","40.366528074920275"
"Bell/Cudahy/Maywood Community of Schools","30.435429545362318"
"Boyle Heights Community of Schools","37.604293156802065"
"Canoga Park/Chatsworth Community of Schools","31.116028211865576"
"Carson Community of Schools","35.4123725381591"
"Cleveland Community of Schools","38.126707758785031"
"Downtown Community of Schools","23.891909705058492"
"Eagle Rock/Highland Park Community of Schools","34.849580498174753"
"East Los Angeles Community of Schools","38.845802608802323"
"Fairfax Community of Schools","37.593984962406012"
"Fremont Community of Schools","36.99045646223275"
"Gardena Community of Schools","34.895370172338104"
"Glassell Park/Los Feliz Community of Schools","30.407658806450346"
"H.E.E.T. (C/D) Community of Schools","32.532771983542247"
"H.E.E.T. (W) Community of Schools","61.929400483448873"
"Hamilton Community of Schools","42.4889056746294"
"Harbor City/Lomita Community of Schools","39.194366125952989"
"Historic Central Avenue Community of Schools","30.965444499279084"
"Hollywood Community of Schools","18.908953389429893"
"Huntington Park/Vernon Community of Schools","45.262287150192755"
"Kennedy/NAHS/VAAS Community of Schools","35.4924578527063"
"Kreatwn/PcoUnion Community of Schools","22.419220745252261"
"LA Mid-City Community of Schools","31.924810685872632"
"Lincoln Heights/El Sereno Community of Schools","31.298735639006857"
"MacArthur Park Community of Schools","32.74136937503274"
"Manual Arts/Vermont Square Community of Schools","36.443148688046648"
"Monroe Community of Schools","26.634819441699818"
"North Hollywood/Valley Village Community of Schools","31.600184739541554"
"Panorama City Community of Schools","44.250314034486692"
"Reseda Community of Schools","22.401232963862331"
"Rivera Community of Schools","30.4843196280913"
"San Fernando Valley/Sylmar Community of Schools","45.444358674269779"
"San Pedro Community of Schools","55.167182422356504"
"South Gate Community of Schools","32.450833925203888"
"South Mid-City Community of Schools","40.77887654195127"
"Sun Valley Community of Schools","24.83032610494951"
"Sunland/Tujunga Community of Schools","45.128616557187982"
"Taft Community of Schools","40.655335477842847"
"Van Nuys/Valley Glen Community of Schools","37.203918812781616"
"Venice Community of Schools","32.671730784938333"
"West LA Community of Schools","30.839633903700758"
"Westchester Community of Schools","25.39231120816617"
"Wilmington Community of Schools","40.81308739669187"
"District Wide","34.805685444262345"
