"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","37.935509633622836"
"Bell/Cudahy/Maywood Community of Schools","40.874718986306966"
"Boyle Heights Community of Schools","29.824038174768866"
"Canoga Park/Chatsworth Community of Schools","106.18751877493136"
"Carson Community of Schools","71.591691738862508"
"Cleveland Community of Schools","79.96583278053923"
"Downtown Community of Schools","74.890161097057657"
"Eagle Rock/Highland Park Community of Schools","78.334623903765461"
"East Los Angeles Community of Schools","53.452548714709167"
"Fairfax Community of Schools","79.310756928826748"
"Fremont Community of Schools","58.161792855670406"
"Gardena Community of Schools","80.31322156409999"
"Glassell Park/Los Feliz Community of Schools","79.222039571408772"
"H.E.E.T. (C/D) Community of Schools","74.39482669820498"
"H.E.E.T. (W) Community of Schools","37.609612225103426"
"Hamilton Community of Schools","96.565372372766177"
"Harbor City/Lomita Community of Schools","68.601918312900963"
"Historic Central Avenue Community of Schools","29.900556536165205"
"Hollywood Community of Schools","66.818121074435382"
"Huntington Park/Vernon Community of Schools","49.850448654037891"
"Kennedy/NAHS/VAAS Community of Schools","83.277695217993724"
"Kreatwn/PcoUnion Community of Schools","71.022063564746887"
"LA Mid-City Community of Schools","69.391793777869154"
"Lincoln Heights/El Sereno Community of Schools","40.202665491794257"
"MacArthur Park Community of Schools","54.829571415516774"
"Manual Arts/Vermont Square Community of Schools","71.511838637944379"
"Monroe Community of Schools","82.303821126362081"
"North Hollywood/Valley Village Community of Schools","87.112932237431124"
"Panorama City Community of Schools","43.474480479958267"
"Reseda Community of Schools","112.47165532879819"
"Rivera Community of Schools","36.714369851383296"
"San Fernando Valley/Sylmar Community of Schools","67.59899531768427"
"San Pedro Community of Schools","102.98211776616077"
"South Gate Community of Schools","28.293415015192334"
"South Mid-City Community of Schools","57.801797635906482"
"Sun Valley Community of Schools","63.866076594209979"
"Sunland/Tujunga Community of Schools",74.76821852258
"Taft Community of Schools","128.75196904198464"
"Van Nuys/Valley Glen Community of Schools","61.670926309172955"
"Venice Community of Schools","102.18089114122638"
"West LA Community of Schools","141.22608107570514"
"Westchester Community of Schools","126.53422750854106"
"Wilmington Community of Schools","59.111732542145532"
"District Wide","70.109798341397536"
