"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","5.4727548023423385"
"Bell/Cudahy/Maywood Community of Schools","9.44405968645722"
"Boyle Heights Community of Schools","9.02018265869884"
"Canoga Park/Chatsworth Community of Schools","7.4931624892285793"
"Carson Community of Schools","9.7931203329660921"
"Cleveland Community of Schools","18.990372706706076"
"Downtown Community of Schools","7.5493918964827387"
"Eagle Rock/Highland Park Community of Schools","12.592449567239484"
"East Los Angeles Community of Schools","10.180901900647124"
"Fairfax Community of Schools","2.972474882587242"
"Fremont Community of Schools","6.6214202946532037"
"Gardena Community of Schools","7.9920079920079923"
"Glassell Park/Los Feliz Community of Schools","15.319317659568716"
"H.E.E.T. (C/D) Community of Schools","5.0736525224509128"
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","7.5614366729678641"
"Harbor City/Lomita Community of Schools","3.4688096201653464"
"Historic Central Avenue Community of Schools","12.38543472875898"
"Hollywood Community of Schools","3.6036360687934126"
"Huntington Park/Vernon Community of Schools","6.563785407975729"
"Kennedy/NAHS/VAAS Community of Schools","17.890687896949636"
"Kreatwn/PcoUnion Community of Schools","6.9643945329502923"
"LA Mid-City Community of Schools",0
"Lincoln Heights/El Sereno Community of Schools","6.730485475094615"
"MacArthur Park Community of Schools","4.9401622843310395"
"Manual Arts/Vermont Square Community of Schools","7.1241562327461834"
"Monroe Community of Schools","3.2113553525265339"
"North Hollywood/Valley Village Community of Schools","9.57833233866036"
"Panorama City Community of Schools","15.905415794077884"
"Reseda Community of Schools","6.5802461012041844"
"Rivera Community of Schools","6.9418894434687237"
"San Fernando Valley/Sylmar Community of Schools","4.514545300640501"
"San Pedro Community of Schools","11.235955056179776"
"SO Los Angeles Community of Schools","4.9880287310454907"
"South Gate Community of Schools","7.76910228023152"
"South Mid-City Community of Schools","5.1189516387043934"
"Sun Valley Community of Schools",9.6237128284092
"Sunland/Tujunga Community of Schools","8.9369498190267667"
"Taft Community of Schools","4.4957964303376343"
"Van Nuys/Valley Glen Community of Schools","5.9759224651223439"
"Venice Community of Schools","9.3224447179028225"
"West LA Community of Schools","15.81152660289351"
"Westchester Community of Schools","2.2352862284015469"
"Wilmington Community of Schools","5.2374667420861885"
"District Wide","8.0983460046355784"
