"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","29.91981489607851"
"Bell/Cudahy/Maywood Community of Schools","55.8168662233083"
"Boyle Heights Community of Schools","53.082825293161967"
"Canoga Park/Chatsworth Community of Schools","100.34843205574914"
"Carson Community of Schools","99.602495495250764"
"Cleveland Community of Schools","78.961699037937919"
"Downtown Community of Schools","60.197249068179573"
"Eagle Rock/Highland Park Community of Schools","66.170684598326062"
"East Los Angeles Community of Schools","89.92556929802717"
"Fairfax Community of Schools","78.998344281277383"
"Fremont Community of Schools","54.430174912102622"
"Gardena Community of Schools","77.990953049446262"
"Glassell Park/Los Feliz Community of Schools","88.165280512534167"
"H.E.E.T. (C/D) Community of Schools","81.481060390730107"
"H.E.E.T. (W) Community of Schools","43.361715547146005"
"Hamilton Community of Schools","74.694995435305827"
"Harbor City/Lomita Community of Schools","105.35000317319286"
"Historic Central Avenue Community of Schools","43.228911496008536"
"Hollywood Community of Schools","65.780065780065783"
"Huntington Park/Vernon Community of Schools","59.10677836534294"
"Kennedy/NAHS/VAAS Community of Schools","123.43564935713572"
"Kreatwn/PcoUnion Community of Schools","56.859491806640442"
"LA Mid-City Community of Schools","61.44943863377415"
"Lincoln Heights/El Sereno Community of Schools","48.95570333943904"
"MacArthur Park Community of Schools","70.34089280829501"
"Manual Arts/Vermont Square Community of Schools","74.10007410007411"
"Monroe Community of Schools","93.331506661643317"
"North Hollywood/Valley Village Community of Schools","123.09722266919835"
"Panorama City Community of Schools","50.362610797743756"
"Reseda Community of Schools","79.410198796213578"
"Rivera Community of Schools","43.46102232524094"
"San Fernando Valley/Sylmar Community of Schools","68.639697243281347"
"San Pedro Community of Schools","93.302290702034341"
"SO Los Angeles Community of Schools","62.04081632653061"
"South Gate Community of Schools","62.916516501841684"
"South Mid-City Community of Schools","69.264069264069263"
"Sun Valley Community of Schools","61.447155446316167"
"Sunland/Tujunga Community of Schools","59.75202907932082"
"Taft Community of Schools","139.53421465253103"
"Van Nuys/Valley Glen Community of Schools","58.533470502678355"
"Venice Community of Schools","81.749437972613933"
"West LA Community of Schools","114.91178539233458"
"Westchester Community of Schools","209.56420744331666"
"Wilmington Community of Schools","43.162689262713116"
"District Wide","75.465545110252975"
