"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","12.237904870686139"
"Bell/Cudahy/Maywood Community of Schools","14.362059972938855"
"Boyle Heights Community of Schools","11.499099237226417"
"Canoga Park/Chatsworth Community of Schools","5.9461870075813881"
"Carson Community of Schools","10.492979242979244"
"Cleveland Community of Schools","9.6642634864796957"
"Downtown Community of Schools","7.06713780918728"
"Eagle Rock/Highland Park Community of Schools","8.3371545291591982"
"East Los Angeles Community of Schools","7.1388910922503372"
"Fairfax Community of Schools","10.991829406807607"
"Fremont Community of Schools","9.3635881269702548"
"Gardena Community of Schools","15.258753242485065"
"Glassell Park/Los Feliz Community of Schools","6.24785230077161"
"H.E.E.T. (C/D) Community of Schools","9.2076792044565163"
"H.E.E.T. (W) Community of Schools","8.4244224005391626"
"Hamilton Community of Schools","6.5675405874008295"
"Harbor City/Lomita Community of Schools","19.745285813012142"
"Historic Central Avenue Community of Schools","3.0202355783751136"
"Hollywood Community of Schools",6.6260270341903
"Huntington Park/Vernon Community of Schools","15.522622179376155"
"Kennedy/NAHS/VAAS Community of Schools","9.7411112359971526"
"Kreatwn/PcoUnion Community of Schools","5.1016764108686115"
"LA Mid-City Community of Schools","2.8819274330672355"
"Lincoln Heights/El Sereno Community of Schools","8.62099931750422"
"MacArthur Park Community of Schools","5.9604523983370337"
"Manual Arts/Vermont Square Community of Schools","3.2250088687743892"
"Monroe Community of Schools","12.536041118214868"
"North Hollywood/Valley Village Community of Schools","4.220798406226522"
"Panorama City Community of Schools","10.671219720414044"
"Reseda Community of Schools","4.8640498078700327"
"Rivera Community of Schools","13.559105737096916"
"San Fernando Valley/Sylmar Community of Schools","14.307175048286714"
"San Pedro Community of Schools","9.55885867227453"
"South Gate Community of Schools","8.2023239917976749"
"South Mid-City Community of Schools","19.934981291786787"
"Sun Valley Community of Schools","3.1079548103370578"
"Sunland/Tujunga Community of Schools","5.0802682381629749"
"Taft Community of Schools","12.069459740808352"
"Van Nuys/Valley Glen Community of Schools","15.545523511049756"
"Venice Community of Schools","7.1037863181075513"
"West LA Community of Schools","19.769014670689835"
"Westchester Community of Schools","2.6406126221283337"
"Wilmington Community of Schools","13.172075200574781"
"District Wide","9.7321049149255767"
