"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","7.3325878535682207"
"Bell/Cudahy/Maywood Community of Schools","9.4523914550381249"
"Boyle Heights Community of Schools","5.2637119696810188"
"Canoga Park/Chatsworth Community of Schools","9.3816257732023249"
"Carson Community of Schools","11.4501631648251"
"Cleveland Community of Schools","14.066443258450208"
"Downtown Community of Schools","3.7820910424955749"
"Eagle Rock/Highland Park Community of Schools","5.8699225170227747"
"East Los Angeles Community of Schools","9.5365248903299626"
"Fairfax Community of Schools","12.89234888679526"
"Fremont Community of Schools","3.9885661104832812"
"Gardena Community of Schools","10.011012113324657"
"Glassell Park/Los Feliz Community of Schools","6.3103426516059828"
"H.E.E.T. (C/D) Community of Schools",0
"H.E.E.T. (W) Community of Schools","1.7517736708417273"
"Hamilton Community of Schools","10.80205238995409"
"Harbor City/Lomita Community of Schools","5.7958918718412393"
"Historic Central Avenue Community of Schools","3.541107835586363"
"Hollywood Community of Schools","6.31352989456405"
"Huntington Park/Vernon Community of Schools","6.5544162199953391"
"Kennedy/NAHS/VAAS Community of Schools","12.138480901058603"
"Kreatwn/PcoUnion Community of Schools","4.3617837951008447"
"LA Mid-City Community of Schools","10.725905445184665"
"Lincoln Heights/El Sereno Community of Schools","8.81002477171671"
"MacArthur Park Community of Schools","4.9371744550593695"
"Manual Arts/Vermont Square Community of Schools","7.1348304585912272"
"Monroe Community of Schools","4.0180329317979089"
"North Hollywood/Valley Village Community of Schools","15.519917227108122"
"Panorama City Community of Schools","7.9689741273973329"
"Reseda Community of Schools","2.4678764745561934"
"Rivera Community of Schools","9.7276264591439681"
"San Fernando Valley/Sylmar Community of Schools","11.311385475049912"
"San Pedro Community of Schools","7.2312389522738227"
"SO Los Angeles Community of Schools","6.9930069930069934"
"South Gate Community of Schools","9.9880698055100847"
"South Mid-City Community of Schools",0
"Sun Valley Community of Schools","5.504827045215273"
"Sunland/Tujunga Community of Schools","4.4768769306531757"
"Taft Community of Schools","8.991997122560921"
"Van Nuys/Valley Glen Community of Schools","5.4461188234204894"
"Venice Community of Schools",8.3678118172098
"West LA Community of Schools","11.432088994415864"
"Westchester Community of Schools","8.9369498190267667"
"Wilmington Community of Schools","6.2941904622033862"
"District Wide","7.7787401227415529"
