"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","2.0387775489816304"
"Bell/Cudahy/Maywood Community of Schools",0
"Boyle Heights Community of Schools",0
"Canoga Park/Chatsworth Community of Schools","2.9663028001898435"
"Carson Community of Schools",0
"Cleveland Community of Schools","1.9294589797020916"
"Downtown Community of Schools","1.0016627601819019"
"Eagle Rock/Highland Park Community of Schools","2.0735487750510613"
"East Los Angeles Community of Schools","0.789309590900839"
"Fairfax Community of Schools","2.4311971214626085"
"Fremont Community of Schools","0.778810133877462"
"Gardena Community of Schools","1.172882946281961"
"Glassell Park/Los Feliz Community of Schools",0
"H.E.E.T. (C/D) Community of Schools",0
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","1.3072578958376908"
"Harbor City/Lomita Community of Schools","2.809935933460717"
"Historic Central Avenue Community of Schools","2.0105149934155633"
"Hollywood Community of Schools","1.3057046235000718"
"Huntington Park/Vernon Community of Schools","0.81567399141910968"
"Kennedy/NAHS/VAAS Community of Schools","0.7483349547257353"
"Kreatwn/PcoUnion Community of Schools",0
"LA Mid-City Community of Schools","2.8706348408950642"
"Lincoln Heights/El Sereno Community of Schools","2.1292300704065412"
"MacArthur Park Community of Schools",0
"Manual Arts/Vermont Square Community of Schools","1.071937741855953"
"Monroe Community of Schools","1.7878373425585738"
"North Hollywood/Valley Village Community of Schools",0
"Panorama City Community of Schools",0
"Reseda Community of Schools",0
"Rivera Community of Schools",0
"San Fernando Valley/Sylmar Community of Schools","0.64961640151490552"
"San Pedro Community of Schools","0.951556270280043"
"South Gate Community of Schools","2.0415940766550524"
"South Mid-City Community of Schools","4.59150876978175"
"Sun Valley Community of Schools",0
"Sunland/Tujunga Community of Schools",0
"Taft Community of Schools","2.2590871781742057"
"Van Nuys/Valley Glen Community of Schools","0.62101001068137218"
"Venice Community of Schools","1.1776205000176643"
"West LA Community of Schools",0
"Westchester Community of Schools",0
"Wilmington Community of Schools",0
"District Wide","1.035891034622068"
