"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","20.6549496770317"
"Bell/Cudahy/Maywood Community of Schools","46.42555058795098"
"Boyle Heights Community of Schools","41.039983584006563"
"Canoga Park/Chatsworth Community of Schools","33.488560181470085"
"Carson Community of Schools","33.891580008927541"
"Cleveland Community of Schools","40.229644219083937"
"Downtown Community of Schools","52.272307976139231"
"Eagle Rock/Highland Park Community of Schools","43.011478161132807"
"East Los Angeles Community of Schools","46.311185437705028"
"Fairfax Community of Schools","27.956388034665924"
"Fremont Community of Schools","23.7034227742486"
"Gardena Community of Schools","33.63262976589651"
"Glassell Park/Los Feliz Community of Schools","39.114021922044849"
"H.E.E.T. (C/D) Community of Schools","13.878046664931912"
"H.E.E.T. (W) Community of Schools","16.215339711366955"
"Hamilton Community of Schools","42.572236352323458"
"Harbor City/Lomita Community of Schools","29.228484912256086"
"Historic Central Avenue Community of Schools","37.518759379689847"
"Hollywood Community of Schools","24.566224171344864"
"Huntington Park/Vernon Community of Schools","50.815253413459409"
"Kennedy/NAHS/VAAS Community of Schools",39.834238170195
"Kreatwn/PcoUnion Community of Schools","29.078989108596804"
"LA Mid-City Community of Schools","36.151111646683134"
"Lincoln Heights/El Sereno Community of Schools","24.788768050969928"
"MacArthur Park Community of Schools","28.862563999598432"
"Manual Arts/Vermont Square Community of Schools","39.843523616343084"
"Monroe Community of Schools","38.321361305209258"
"North Hollywood/Valley Village Community of Schools","42.78508376869032"
"Panorama City Community of Schools","34.866100763031206"
"Reseda Community of Schools","22.49456381374501"
"Rivera Community of Schools","40.80225678689262"
"San Fernando Valley/Sylmar Community of Schools","38.305633214986081"
"San Pedro Community of Schools","44.62764317359342"
"SO Los Angeles Community of Schools","24.324735215121876"
"South Gate Community of Schools","39.746295477319414"
"South Mid-City Community of Schools","30.075187969924809"
"Sun Valley Community of Schools","37.584826866191058"
"Sunland/Tujunga Community of Schools","70.4177361833587"
"Taft Community of Schools","31.662746517097883"
"Van Nuys/Valley Glen Community of Schools","34.698126301179734"
"Venice Community of Schools","31.89194259450333"
"West LA Community of Schools","13.242226812860851"
"Westchester Community of Schools","31.550717778829469"
"Wilmington Community of Schools","34.943930874551292"
"District Wide","35.5545252922676"
