"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","310.69144075540669"
"Bell/Cudahy/Maywood Community of Schools","220.17310161092169"
"Boyle Heights Community of Schools","198.14090019569471"
"Canoga Park/Chatsworth Community of Schools","156.05120166454614"
"Carson Community of Schools","144.6515545464533"
"Cleveland Community of Schools","202.038839429863"
"Downtown Community of Schools","188.35469166594996"
"Eagle Rock/Highland Park Community of Schools","151.24432833768734"
"East Los Angeles Community of Schools","219.68272744555458"
"Fairfax Community of Schools","140.68098388763107"
"Fremont Community of Schools","231.92309131036546"
"Gardena Community of Schools","168.33484986351229"
"Glassell Park/Los Feliz Community of Schools","182.98443637810152"
"H.E.E.T. (C/D) Community of Schools","119.77960552583247"
"H.E.E.T. (W) Community of Schools","164.0174141945935"
"Hamilton Community of Schools","170.02496111131208"
"Harbor City/Lomita Community of Schools","188.36036175510571"
"Historic Central Avenue Community of Schools","213.24881637124858"
"Hollywood Community of Schools","150.17570557552335"
"Huntington Park/Vernon Community of Schools","228.83656334827347"
"Kennedy/NAHS/VAAS Community of Schools","168.02498833159802"
"Kreatwn/PcoUnion Community of Schools","214.67992742678558"
"LA Mid-City Community of Schools","244.5915190833704"
"Lincoln Heights/El Sereno Community of Schools","138.69071400034244"
"MacArthur Park Community of Schools","242.74448795665469"
"Manual Arts/Vermont Square Community of Schools","224.50417799255007"
"Monroe Community of Schools","241.51452982574597"
"North Hollywood/Valley Village Community of Schools","175.77135008747692"
"Panorama City Community of Schools","228.36329999421864"
"Reseda Community of Schools","189.94046097088795"
"Rivera Community of Schools","220.63176021094549"
"San Fernando Valley/Sylmar Community of Schools","276.51391367738364"
"San Pedro Community of Schools","166.42011834319527"
"South Gate Community of Schools","183.24673042648791"
"South Mid-City Community of Schools","269.23642783580993"
"Sun Valley Community of Schools","242.45179376444293"
"Sunland/Tujunga Community of Schools","309.51961549107926"
"Taft Community of Schools","146.53865588681151"
"Van Nuys/Valley Glen Community of Schools","230.63640111613677"
"Venice Community of Schools","157.69056905270017"
"West LA Community of Schools","129.40503776821453"
"Westchester Community of Schools","112.56651657797791"
"Wilmington Community of Schools","218.54797185193661"
"District Wide","196.35839254009102"
