"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","3.8454143433955008"
"Bell/Cudahy/Maywood Community of Schools","8.4719805535461763"
"Boyle Heights Community of Schools","3.1239261503858051"
"Canoga Park/Chatsworth Community of Schools","0.64784881799983152"
"Carson Community of Schools","5.1769212849118631"
"Cleveland Community of Schools","6.0834651417447381"
"Downtown Community of Schools","5.4833580084443714"
"Eagle Rock/Highland Park Community of Schools","11.201102877821816"
"East Los Angeles Community of Schools","5.98201407767313"
"Fairfax Community of Schools","5.1372677954956441"
"Fremont Community of Schools","4.2925824175824179"
"Gardena Community of Schools","3.2364554340086733"
"Glassell Park/Los Feliz Community of Schools","11.293798763329036"
"H.E.E.T. (C/D) Community of Schools","3.6443148688046647"
"H.E.E.T. (W) Community of Schools","1.8979293590692554"
"Hamilton Community of Schools",0
"Harbor City/Lomita Community of Schools","8.3920778784827128"
"Historic Central Avenue Community of Schools","10.120619381906172"
"Hollywood Community of Schools","4.7313089639379626"
"Huntington Park/Vernon Community of Schools","2.2862020088094988"
"Kennedy/NAHS/VAAS Community of Schools","3.9653166966268372"
"Kreatwn/PcoUnion Community of Schools","5.4263285461057054"
"LA Mid-City Community of Schools","1.2499531267577466"
"Lincoln Heights/El Sereno Community of Schools","4.8389698370880154"
"MacArthur Park Community of Schools","9.0983531980711483"
"Manual Arts/Vermont Square Community of Schools","4.7733608278917021"
"Monroe Community of Schools","3.3738476201722349"
"North Hollywood/Valley Village Community of Schools","2.3260321767784453"
"Panorama City Community of Schools",0
"Reseda Community of Schools","5.9941257567583772"
"Rivera Community of Schools","7.2841700416654529"
"San Fernando Valley/Sylmar Community of Schools","8.2498040671534039"
"San Pedro Community of Schools",0
"SO Los Angeles Community of Schools","3.182382331413296"
"South Gate Community of Schools","4.04498017959712"
"South Mid-City Community of Schools","5.5489276697278251"
"Sun Valley Community of Schools","10.041168792047396"
"Sunland/Tujunga Community of Schools","2.3423043590284118"
"Taft Community of Schools","4.7001316036849028"
"Van Nuys/Valley Glen Community of Schools","3.984857541342897"
"Venice Community of Schools","1.9485390828226536"
"West LA Community of Schools","5.4536034684918064"
"Westchester Community of Schools","2.442419949686149"
"Wilmington Community of Schools","7.6034063260340634"
"District Wide","5.0217890974123813"
