"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","10.214295928581643"
"Bell/Cudahy/Maywood Community of Schools","11.752630630489458"
"Boyle Heights Community of Schools","16.064902204907828"
"Canoga Park/Chatsworth Community of Schools","19.592181212605308"
"Carson Community of Schools","11.704005695949437"
"Cleveland Community of Schools","18.782684342161193"
"Downtown Community of Schools","8.6962193186512167"
"Eagle Rock/Highland Park Community of Schools","9.8529717657620175"
"East Los Angeles Community of Schools","17.264199804339068"
"Fairfax Community of Schools","8.9094796863863159"
"Fremont Community of Schools","20.945613907887633"
"Gardena Community of Schools","8.4260195483653515"
"Glassell Park/Los Feliz Community of Schools","13.88621846226153"
"H.E.E.T. (C/D) Community of Schools","10.936431989063568"
"H.E.E.T. (W) Community of Schools","20.215633423180595"
"Hamilton Community of Schools","6.9173514844636284"
"Harbor City/Lomita Community of Schools","15.905147484094853"
"Historic Central Avenue Community of Schools","15.307215821538273"
"Hollywood Community of Schools","11.857824682062075"
"Huntington Park/Vernon Community of Schools","10.809911857641776"
"Jefferson/South Central (West) Community of Schools","9.5071719728570248"
"Kennedy/NAHS/VAAS Community of Schools","9.9867867129643866"
"Kreatwn/PcoUnion Community of Schools","13.686659718054811"
"LA Mid-City Community of Schools","15.072498718837609"
"Lincoln Heights/El Sereno Community of Schools","13.278137936421151"
"MacArthur Park Community of Schools","3.1609059156354213"
"Manual Arts/Vermont Square Community of Schools","14.624323625032343"
"Monroe Community of Schools","14.654832889108713"
"North Hollywood/Valley Village Community of Schools","13.84442329324219"
"Panorama City Community of Schools","4.6427410743302842"
"Reseda Community of Schools","19.093174692499396"
"Rivera Community of Schools","16.251310261889866"
"San Fernando Valley/Sylmar Community of Schools","10.535187526337968"
"San Pedro Community of Schools","12.044443998353927"
"South Gate Community of Schools","14.167416359115668"
"South Mid-City Community of Schools","15.477480266212661"
"Sun Valley Community of Schools","11.716644665411684"
"Sunland/Tujunga Community of Schools","15.438452037875669"
"Taft Community of Schools","9.5668603955896767"
"Van Nuys/Valley Glen Community of Schools","7.0322588894145328"
"Venice Community of Schools","16.202607373432709"
"West LA Community of Schools","4.3401835897658474"
"Westchester Community of Schools","22.152687397889956"
"Wilmington Community of Schools","14.609559521780417"
"District Wide","12.906729602338633"
