"School name","Cases among staff and students"
"Unassigned",33
"102ND ST EEC",0
"107TH ST EL",2
"109TH ST EL",2
"10TH ST EL",0
"112TH ST EEC",0
"112TH ST EL",1
"116TH ST EL",3
"118TH ST EL",4
"122ND ST EL",3
"135TH ST EL",0
"153RD ST EL",0
"156TH ST EL",0
"15TH ST EL",2
"186TH ST EL",0
"1ST ST EL",2
"20TH ST EL",1
"232ND PL EL",0
"24TH ST EEC",0
"24TH ST EL",2
"28TH ST EEC",1
"28TH ST EL",3
"2ND ST EL",3
"32ND ST USC PA MAG",1
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",0
"42ND ST EL",0
"49TH ST EL",3
"4TH ST EEC",0
"4TH ST EL",0
"4TH ST PC",2
"52ND ST EL",1
"54TH ST EL",0
"59TH ST EL",0
"61ST ST EL",1
"66TH ST EEC",0
"66TH ST EL",2
"6TH AVE EL",1
"74TH ST EL",4
"75TH ST EEC",0
"75TH ST EL",3
"7TH ST EL AI MAG",0
"92ND ST EL",0
"93RD ST EL",3
"95TH ST EEC",1
"95TH ST EL",2
"96TH ST EL",0
"97TH ST EEC",0
"99TH ST EL",3
"9TH ST EL",0
"ACAD ENRICH SCI MAG",2
"ADAMS MS",0
"ADDAMS HS",2
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",2
"ALEXANDER SCS",1
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",0
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",2
"ALTA LOMA EL",0
"AMANECER PC",0
"AMBLER AVE EL",0
"AMESTOY EL",1
"ANATOLA AVE EL",0
"ANDASOL AVE EL",0
"ANGELES MESA EL",1
"ANGELOU COMMUNITY SH",1
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",0
"ANNANDALE EL",0
"ANTON EEC",0
"ANTON EL",2
"APPERSON ST EL",3
"ARAGON AVE EL",3
"ARLETA SH",2
"ARLINGTON HTS EL",2
"ARMINTA ST EEC",0
"ARMINTA ST EL",2
"ARROYO SECO MUS/S MAG",0
"ASCOT AVE EL",1
"ATWATER AVE EL",0
"AUDUBON MS",2
"AURORA EL",1
"AVALON GARDENS EL",1
"BACA ARTS ACAD",3
"BAKEWELL PC",2
"BALA",0
"BALBOA EL G/HG/HA MAG",1
"BALDWIN HILLS EL",0
"BANCROFT MS",1
"BANDINI ST EL",2
"BANNEKER CTC",0
"BANNING SH",2
"BARRETT EL",1
"BARTON HILL EL",3
"BASSETT ST EL",3
"BEACHY AVE EL",0
"BECKFORD CES",1
"BEETHOVEN ST EL",1
"BELL SH",0
"BELLINGHAM EL",1
"BELMONT SH",2
"BELVEDERE EL",0
"BELVEDERE MS",0
"BERENDO MS",3
"BERNSTEIN SH",1
