"School name","Cases from school-based transmission"
"MAYWOOD ELEMENTARY SCHOOL",0
"MCKINLEY AVENUE ELEMENTARY",0
"MELROSE AVENUE ELEMENTARY MATH/SCIENCE/TECHNOLOGY MAGNET",0
"MELVIN AVENUE ELEMENTARY",0
"MENLO AVENUE ELEMENTARY",0
"MERIDIAN EARLY EDUCATION CENTER",0
"MERVYN M DYMALLY SENIOR HIGH",0
"METROPOLITAN CONTINUATION HIGH",0
"MEYLER STREET ELEMENTARY",0
"MICHELLE OBAMA ELEMENTARY SCHOOL",0
"MICHELTORENA STREET ELEMENTARY",0
"MID-CITY AC2T",0
"MID-CITY'S PRESCOTT SCHOOL OF ENRICHED SCIENCES",0
"MIDDLE COLLEGE HIGH SCHOOL",0
"MIDDLETON STREET ELEMENTARY",0
"MIDDLETON STREET PRIMARY CENTER",0
"MIGUEL CONTRERAS LEARNING COMPLEX - ACDEMIC LDRSHP COMMUNITY",0
"MIGUEL CONTRERAS LEARNING COMPLEX - BUSINESS AND TOURISM",0
"MIGUEL CONTRERAS LEARNING COMPLEX - LA SCH OF GLOBAL STUDIES",0
"MIGUEL CONTRERAS LEARNING COMPLEX - SCHOOL OF SOCIAL JUSTICE",0
"MIKES EARLY EDUCATION CENTER",0
"MILES AVE EARLY EDUCATION CENTER",0
"MILES AVENUE ELEMENTARY",0
"MIRAMONTE EARLY EDUCATION CENTER",0
"MIRAMONTE ELEMENTARY",0
"MISSION CONTINUATION HIGH",0
"MONETA CONTINUATION HIGH",0
"MONTARA AVENUE ELEMENTARY",0
"MONTE VISTA EARLY EDUCATION CENTER",0
"MONTE VISTA STREET ELEMENTARY",0
"MONTEREY CONTINUATION HIGH",0
"MORNINGSIDE ELEMENTARY",0
"MORRIS K HAMASAKI STATE PRESCHOOL",0
"MOUNT GLEASON MIDDLE SCHOOL",0
"MOUNT LUKENS CONTINUATION HIGH",0
"MOUNT WASHINGTON ELEMENTARY",0
"MOUNTAIN VIEW ELEMENTARY",0
"MULTNOMAH STREET ELEMENTARY",0
"MURCHISON EARLY EDUCATION CENTER",0
"MURCHISON STREET ELEMENTARY",0
"NAPA STREET ELEMENTARY",0
"NARBONNE SH-HUMANITIES & ARTS (HARTS) ACADEMY OF LOS ANGELES",0
"NATHANIEL NARBONNE SENIOR HIGH",0
"NAVA COLLEGE PREPARATORY ACADEMY",0
"NESTLE AVENUE CHARTER",0
"NEVADA AVENUE ELEMENTARY",0
"NEVIN AVENUE ELEMENTARY",0
"NEW ACADEMY CANOGA PARK",0
"NEWCASTLE ELEMENTARY SCHOOL",0
"NOBLE AVENUE EARLY EDUCATION CENTER",0
"NOBLE AVENUE ELEMENTARY",0
"NORA STERRY ELEMENTARY",0
"NORMANDIE AVENUE EARLY EDUCATION CENTER",0
"NORMANDIE AVENUE ELEMENTARY",0
"NORMONT EARLY EDUCATION CENTER",0
"NORMONT ELEMENTARY",0
"NORTH HOLLYWOOD SENIOR HIGH",0
"NORTH VALLEY OCCUPATIONAL CENTER",0
"NORTHRIDGE ACADEMY SENIOR HIGH",0
"NORTHRIDGE EARLY EDUCATION CENTER",0
"NORTHRIDGE MIDDLE SCHOOL",0
"NORWOOD STREET ELEMENTARY",0
"NUEVA VISTA ELEMENTARY",0
"ODYSSEY CONTINUATION HIGH",0
"OLIVE VISTA MIDDLE SCHOOL",0
"OLIVER WENDELL HOLMES MIDDLE SCHOOL",0
"OLYMPIC PRIMARY CENTER",0
"O'MELVENY ELEMENTARY",0
"OPEN CHARTER MAGNET",0
"ORCHARD ACADEMIES 2B",0
"ORCHARD ACADEMIES 2C",0
"ORTHOPAEDIC HOSPITAL SENIOR HIGH MEDICAL MAGNET",0
"ORVILLE WRIGHT GIFTED MAGNET",0
"OSCEOLA STREET ELEMENTARY",0
"OVERLAND AVENUE ELEMENTARY",0
"OWENSMOUTH CONTINUATION HIGH",0
"OXNARD STREET ELEMENTARY",0
"PACIFIC BOULEVARD SCHOOL",0
"PACOIMA EARLY EDUCATION CENTER",0
"PACOIMA MIDDLE SCHOOL",0
"PALISADES CHARTER ELEMENTARY",0
"PALMS ELEMENTARY",0
"PALMS MIDDLE SCHOOL",0
"PANORAMA CITY ELEMENTARY",0
"PANORAMA SENIOR HIGH",0
"PARK AVENUE ELEMENTARY",0
"PARK WESTERN EARLY EDUCATION CENTER",0
"PARK WESTERN STATE PRESCHOOL",0
"PARKS/HUERTA EARLY EDUCATION CENTER",0
"PARMELEE AVENUE ELEMENTARY",0
"PARTHENIA ACADEMY OF ARTS AND TECHNOLOGY",0
"PASEO DEL REY DL & STEAM ACADEMY",0
"PATRICK HENRY MIDDLE SCHOOL",0
"PAUL REVERE CHARTER MIDDLE SCHOOL",0
"PHINEAS BANNING SENIOR HIGH",0
"PHOENIX CONTINUATION HIGH",0
"PINEWOOD AVENUE EARLY EDUCATION CENTER",0
"PINEWOOD AVENUE ELEMENTARY",0
"PIO PICO MIDDLE SCHOOL",0
"PLAINVIEW ACADEMIC CHARTER ACADEMY",0
"PLAYA DEL REY ELEMENTARY",0
"PLAYA VISTA ELEMENTARY",0
"PLUMMER ELEMENTARY",0
"POINT FERMIN ELEMENTARY MARINE SCIENCE MAGNET",0
"POMELO COMMUNITY CHARTER SCHOOL",0
"PORTER RANCH COMMUNITY SCHOOL",0
"PRESIDENT AVENUE ELEMENTARY",0
"PRIMARY ACADEMY FOR SUCCESS SCHOOL",0
"PUEBLO DE LOS ANGELES CONTINUATION HIGH",0
"PURCHE AVENUE ELEMENTARY",0
"QUEEN ANNE PLACE ELEMENTARY",0
"QUINCY JONES ELEMENTARY",0
"RAMON C CORTINES SCHOOL OF VISUAL & PERFORMING ARTS",0
"RAMONA ELEMENTARY",0
"RAMONA INFANT",0
"RAMONA OPPORTUNITY HIGH SCHOOL",0
"RANCHITO AVENUE ELEMENTARY",0
"RANCHO DOMINGUEZ PREPARATORY SCHOOL",0
"RAYMOND AVENUE ELEMENTARY",0
"RESEDA CHARTER HIGH SCHOOL",0
"RESEDA ELEMENTARY",0
"RFK COMM SCHLS - AMBASSADOR SCHOOL - GLOBAL EDUCATION",0
"RFK COMM SCHLS - AMBASSADOR SCHOOL - GLOBAL LEADERSHIP",0
"RFK COMM SCHLS - LOS ANGELES HIGH SCHOOL OF THE ARTS",0
"RFK COMM SCHLS - NEW OPEN WORLD ACADEMY K-12",0
"RFK COMM SCHLS - SCHOOL FOR VISUAL ARTS AND HUMANITIES",0
"RFK COMM SCHLS - UCLA COMMUNITY SCHOOL K-12",0
"RICARDO LIZARRAGA ELEMENTARY",0
"RICHARD A ALONZO COMMUNITY DAY SCHOOL",0
"RICHARD E BYRD MIDDLE SCHOOL",0
"RICHARD HENRY DANA MIDDLE SCHOOL",0
"RICHARD N SLAWSON OCCUPATIONAL CENTER",0
"RICHARD RIORDAN PRIMARY CENTER",0
"RICHLAND AVENUE ELEMENTARY",0
"RIO VISTA ELEMENTARY",0
"RITTER ELEMENTARY",0
"RIVERSIDE DRIVE CHARTER SCHOOL",0
"ROBERT E PEARY MIDDLE SCHOOL",0
"ROBERT F KENNEDY ELEMENTARY",0
"ROBERT FROST MIDDLE SCHOOL",0
"ROBERT FULTON COLLEGE PREPARATORY SCHOOL",0
"ROBERT H LEWIS CONTINUATION HIGH",0
"ROBERT HILL LANE ELEMENTARY",0
"ROBERT LOUIS STEVENSON COLLEGE & CAREER PREP",0
"ROBERTI EARLY EDUCATION CENTER",0
"ROCKDALE VISUAL & PERFORMING ARTS MAGNET",0
"ROOSEVELT INFANT",0
"ROOSEVELT SENIOR HIGH SCIENCE/TECH/MATH MAGNET",0
"ROSA PARKS LEARNING CENTER",0
"ROSCOE ELEMENTARY",0
"ROSCOMARE ROAD ELEMENTARY",0
"ROSEMONT AVENUE EARLY EDUCATION CENTER",0
"ROSEMONT AVENUE ELEMENTARY",0
"ROSEWOOD AVENUE ELEMENTARY URBAN PLANNING/DESIGN MAGNET",0
"ROWAN AVENUE ELEMENTARY",0
"ROY ROMER MIDDLE SCHOOL",0
"RUDECINDA SEPULVEDA DODSON MIDDLE SCHOOL",0
"RUSSELL ELEMENTARY",0
"SAL CASTRO MIDDLE SCHOOL",0
"SALLY RIDE ELEMENTARY: A SMART ACADEMY",0
"SAMUEL GOMPERS MIDDLE SCHOOL",0
"SAMUEL GOMPERS MS UNIVERSITY PATHWAYS MEDICAL MAGNET ACADEMY",0
"SAN ANTONIO CONTINUATION HIGH",0
"SAN ANTONIO ELEMENTARY",0
"SAN FERNANDO EARLY EDUCATION CENTER",0
"SAN FERNANDO ELEMENTARY",0
"SAN FERNANDO MIDDLE SCHOOL",0
"SAN FERNANDO MS INSTITUTE OF APPLIED MEDIA (SFIAM)",0
"SAN FERNANDO SENIOR HIGH",0
"SAN GABRIEL AVENUE ELEMENTARY",0
"SAN JOSE STREET ELEMENTARY",0
"SAN MIGUEL ELEMENTARY",0
"SAN PASCUAL AVENUE ELEMENTARY STEAM MAGNET",0
"SAN PEDRO CAS EARLY EDUCATION CENTER",0
"SAN PEDRO SENIOR HIGH",0
"SAN PEDRO STATE PRESCHOOL",0
"SANTEE EDUCATION COMPLEX",0
"SARA COUGHLIN STATE PRESCHOOL",0
"SATICOY ELEMENTARY",0
"SATURN STREET ELEMENTARY",0
"SECONDARY COMMUNITY DAY SCHOOL",0
"SELMA AVE EL",0
"SERRANIA AVENUE CHARTER FOR ENRICHED STUDIES",0
"SHARP AVENUE ELEMENTARY",0
"SHENANDOAH STREET EARLY EDUCATION CENTER",0
"SHENANDOAH STREET ELEMENTARY",0
"SHERIDAN STREET ELEMENTARY",0
"SHERMAN OAKS CENTER FOR ENRICHED STUDIES (SOCES) MAGNET",0
"SHERMAN OAKS ELEMENTARY CHARTER SCHOOL",0
"SHIRLEY AVENUE ELEMENTARY",0
"SHORT AVENUE ELEMENTARY",0
"SIERRA PARK ELEMENTARY",0
"SIERRA VISTA ELEMENTARY",0
"SIMON RODIA CONTINUATION HIGH",0
"SOLANO AVENUE ELEMENTARY",0
"SONIA SOTOMAYOR ART/SCIENCES MAGNET",0
"SOPHIA T SALVIN SPECIAL EDUCATION CENTER",0
"SOTO STREET ELEMENTARY",0
"SOUTH EAST SENIOR HIGH",0
"SOUTH GATE MIDDLE SCHOOL",0
"SOUTH GATE SENIOR HIGH",0
"SOUTH PARK ELEMENTARY",0
"SOUTH SHORES ELEMENTARY PERFORMING ARTS MAGNET",0
"SOUTHEAST MIDDLE SCHOOL",0
"STAGG STREET ELEMENTARY",0
"STANFORD AVENUE ELEMENTARY",0
"STANFORD AVENUE PRIMARY CENTER",0
"STANLEY MOSK ELEMENTARY SCHOOL",0
"STATE STREET EARLY EDUCATION CENTER",0
"STATE STREET ELEMENTARY",0
"STEPHEN M WHITE MIDDLE SCHOOL",0
"STONEHURST AVENUE STATE PRESCHOOL",0
"STONER AVENUE ELEMENTARY",0
"STONEY POINT CONTINUATION HIGH",0
"STRATHERN STREET ELEMENTARY",0
"SUN VALLEY MAGNET: ENVIRONMENTAL STUDIES",0
"SUNLAND ELEMENTARY",0
"SUNNY BRAE AVENUE ELEMENTARY",0
"SUNRISE ELEMENTARY",0
"SUPERIOR STREET ELEMENTARY",0
"SUSAN MILLER DORSEY SENIOR HIGH",0
"SVEN LOKRANTZ SPECIAL EDUCATION CENTER",0
"SYLMAR ACADEMY BIOTECH HEALTH/ENG MAGNET",0
"SYLMAR CHARTER HIGH SCHOOL",0
"SYLMAR ELEMENTARY",0
"SYLMAR LEADERSHIP ACADEMY",0
"SYLVAN PARK EARLY EDUCATION CENTER",0
"SYLVAN PARK ELEMENTARY",0
"TAPER AVENUE ELEMENTARY",0
"TARZANA ELEMENTARY",0
"TELFAIR AVENUE EARLY EDUCATION CENTER",0
"TELFAIR AVENUE ELEMENTARY",0
"TERESA P HUGHES ELEMENTARY",0
"THE SCIENCE ACADEMY STEM MAGNET",0
"THEODORE ROOSEVELT SENIOR HIGH",0
"THOMAS A EDISON MIDDLE SCHOOL",0
"THOMAS BRADLEY GLOBAL AWARENESS MAGNET",0
"THOMAS JEFFERSON SENIOR HIGH",0
"THOMAS RILEY HIGH SCHOOL - CYESIS",0
"THOMAS STARR KING MIDDLE SCHOOL MAGNET: FILM AND MEDIA",0
"TOLAND WAY ELEMENTARY",0
"TOLUCA LAKE EARLY EDUCATION CENTER",0
"TOLUCA LAKE ELEMENTARY",0
"TOPANGA ELEMENTARY CHARTER SCHOOL",0
"TOPEKA DRIVE CHARTER FOR ADVANCED STUDIES",0
"TOWNE AVENUE ELEMENTARY",0
"TRI-C COMMUNITY DAY SCHOOL",0
"TRINITY EARLY EDUCATION CENTER",0
"TRINITY STREET ELEMENTARY",0
"TULSA STREET ELEMENTARY",0
"TWEEDY ELEMENTARY",0
"ULYSSES S GRANT SENIOR HIGH",0
"UNION AVENUE ELEMENTARY",0
"UNIVERSITY HIGH SCHOOL CHARTER",0
"UTAH STREET ELEMENTARY",0
"VALERIO STREET ELEMENTARY",0
"VALLEY ACADEMY OF ARTS AND SCIENCES",0
"VALLEY OAKS CENTER FOR ENRICHED STUDIES (VOCES) MAGNET",0
"VALLEY VIEW ELEMENTARY",0
"VAN DEENE AVENUE ELEMENTARY",0
"VAN GOGH CHARTER",0
"VAN NESS AVENUE ELEMENTARY",0
"VAN NUYS ELEMENTARY",0
"VAN NUYS MIDDLE SCHOOL",0
"VAN NUYS SENIOR HIGH",0
"VANALDEN AVENUE EARLY EDUCATION CENTER",0
"VANALDEN AVENUE ELEMENTARY",0
"VAUGHN EARLY EDUCATION CENTER",0
"VENA AVENUE ELEMENTARY",0
"VENICE SENIOR HIGH",0
"VENICE SKILLS CENTER",0
"VERDUGO HILLS SENIOR HIGH",0
"VERMONT AVENUE ELEMENTARY",0
"VERNON CITY ELEMENTARY",0
"VICTORIA AVENUE ELEMENTARY",0
"VICTORY BOULEVARD ELEMENTARY",0
"VIEW PARK CONTINUATION HIGH",0
"VINE STREET EARLY EDUCATION CENTER",0
"VINE STREET ELEMENTARY",0
"VINEDALE COLLEGE PREPARATORY ACADEMY",0
"VINTAGE ELEMENTARY MATH/SCIENCE/TECHNOLOGY MAGNET",0
"VIRGIL MIDDLE SCHOOL",0
"VIRGINIA ROAD ELEMENTARY",0
"VIRTUAL ACADEMY ARTS & ENTERTAINMENT",0
"VIRTUAL ACADEMY BUS & ENTREPRENEURSHIP",0
"VIRTUAL ACADEMY COMPUTER SCIENCE",0
"VIRTUAL ACADEMY INT STUDIES & WORLD LANG",0
"VIRTUAL ACADEMY LEADERSHIP & PUB SERVICE",0
"VIRTUAL ACADEMY STEAM",0
"VISTA DEL VALLE DUAL LANGUAGE ACADEMY",0
"VISTA MIDDLE SCHOOL",0
"WADSWORTH AVENUE EARLY EDUCATION CENTER",0
"WADSWORTH AVENUE ELEMENTARY",0
"WALGROVE AVENUE ELEMENTARY",0
"WALNUT PARK ELEMENTARY",0
"WALNUT PARK MIDDLE SCHOOL - SCI TECH ENG AND MATH ACADEMY",0
"WALNUT PARK MIDDLE SCHOOL - SOCIAL JUSTICE AND SRVICE LRNING",0
"WALTER REED MIDDLE SCHOOL",0
"WARNER AVENUE ELEMENTARY",0
"WASHINGTON IRVING MIDDLE SCHOOL MATH MUSIC ENGINEERING MAG",0
"WASHINGTON PRIMARY CENTER",0
"WEIGAND AVENUE ELEMENTARY",0
"WELBY WAY CHARTER ELEMENTARY GIFTED MAGNET",0
"WEST ADAMS PREPARATORY SENIOR HIGH",0
"WEST ATHENS ELEMENTARY",0
"WEST HOLLYWOOD ELEMENTARY",0
"WEST VALLEY OCCUPATIONAL CENTER",0
"WEST VERNON AVENUE ELEMENTARY",0
"WESTCHESTER ENRICHED SCIENCES MAGNETS- GIFTED STEAM MAGNET",0
"WESTERN AVENUE TECH/ENG/COMM/HUM MAGNET",0
"WESTMINSTER AVENUE EARLY EDUCATION CENTER",0
"WESTMINSTER AVENUE ELEMENTARY MATH/TECH/ENV STUDIES MAGNET",0
"WESTPORT HEIGHTS ELEMENTARY",0
"WESTSIDE GLOBAL AWARENESS MAGNET",0
"WESTWOOD CHARTER ELEMENTARY",0
"WHITE POINT ELEMENTARY",0
"WHITMAN CONTINUATION HIGH",0
"WHITNEY YOUNG CONTINUATION HIGH",0
"WILBUR CHARTER FOR ENRICHED ACADEMICS",0
"WILL ROGERS CONTINUATION HIGH",0
"WILLIAM HOWARD TAFT CHARTER HIGH SCHOOL",0
"WILLIAM J JOHNSTON COMMUNITY DAY SCHOOL",0
"WILLIAM JEFFERSON CLINTON MIDDLE SCHOOL",0
"WILLIAM MULHOLLAND MIDDLE SCHOOL",0
"WILLIAM R ANTON EARLY EDUCATION CENTER",0
"WILLIAM R ANTON ELEMENTARY",0
"WILLIAM TELL AGGELER OPPORTUNITY HIGH SCHOOL",0
"WILLOW ELEMENTARY",0
"WILMINGTON EARLY EDUCATION CENTER",0
"WILMINGTON MIDDLE SCHOOL STEAM MAGNET",0
"WILMINGTON PARK ELEMENTARY",0
"WILSHIRE CREST ELEMENTARY",0
"WILSHIRE PARK ELEMENTARY SCHOOL",0
"WILSON-LINCOLN COMMUNITY ADULT SCHOOL",0
"WILTON PLACE EARLY EDUCATION CENTER",0
"WILTON PLACE ELEMENTARY",0
"WINDSOR HILLS ELEMENTARY MATH/SCIENCE AEROSPACE MAGNET",0
"WINNETKA AVENUE ELEMENTARY",0
"WISDOM ELEMENTARY",0
"WONDERLAND AVENUE ELEMENTARY",0
"WOODCREST ELEMENTARY",0
"WOODLAKE ELEMENTARY COMMUNITY CHARTER",0
"WOODLAND HILLS ACADEMY",0
"WOODLAND HILLS CHARTER ELEMENTARY FOR ENRICHED STUDIES",0
"WOODLAWN AVENUE ELEMENTARY",0
"WOODROW WILSON SENIOR HIGH",0
"YORKDALE ELEMENTARY",0
"YOUNG EMPOWERED SCHOLARS ACADEMY",0
"YOUNG OAK KIM ACADEMY",0
"YOUTH OPPORTUNITIES UNLIMITED",0
"ZANE GREY CONTINUATION HIGH",0
"District Wide",0
