"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","1597.2109615696447"
"Bell/Cudahy/Maywood Community of Schools","1032.7022375215147"
"Boyle Heights Community of Schools","1102.0311281407887"
"Canoga Park/Chatsworth Community of Schools","1026.87708138714"
"Carson Community of Schools",1205.9549222367
"Cleveland Community of Schools","1162.7798114461723"
"Downtown Community of Schools","882.60857877617582"
"Eagle Rock/Highland Park Community of Schools","871.31239644237917"
"East Los Angeles Community of Schools","997.21824771395154"
"Fairfax Community of Schools","792.20881811923755"
"Fremont Community of Schools","1574.1125770233998"
"Gardena Community of Schools","1139.5487754445619"
"Glassell Park/Los Feliz Community of Schools","954.19079794079789"
"H.E.E.T. (C/D) Community of Schools","922.59740259740261"
"H.E.E.T. (W) Community of Schools","1145.3201970443349"
"Hamilton Community of Schools","796.0394580052332"
"Harbor City/Lomita Community of Schools","1247.6894639556376"
"Historic Central Avenue Community of Schools","1430.0507914591449"
"Hollywood Community of Schools","787.42677891232677"
"Huntington Park/Vernon Community of Schools","1259.3094109681788"
"Kennedy/NAHS/VAAS Community of Schools","928.05907019673111"
"Kreatwn/PcoUnion Community of Schools","1231.5772133990952"
"LA Mid-City Community of Schools","1070.4225352112676"
"Lincoln Heights/El Sereno Community of Schools",796.7718357164
"MacArthur Park Community of Schools","1229.7681087490005"
"Manual Arts/Vermont Square Community of Schools","1254.3155400298258"
"Monroe Community of Schools","1264.8490834870324"
"North Hollywood/Valley Village Community of Schools","980.60291369702179"
"Panorama City Community of Schools","1224.3222240143107"
"Reseda Community of Schools","1031.8749130051501"
"Rivera Community of Schools","1549.7812028037022"
"San Fernando Valley/Sylmar Community of Schools","1175.9330359126016"
"San Pedro Community of Schools","1051.9129364630214"
"South Gate Community of Schools","1091.35884750455"
"South Mid-City Community of Schools","1409.7256228761369"
"Sun Valley Community of Schools","1138.9486862394847"
"Sunland/Tujunga Community of Schools","1142.5544794188861"
"Taft Community of Schools","834.19163032600682"
"Van Nuys/Valley Glen Community of Schools","1120.6380133484204"
"Venice Community of Schools","697.97091427707073"
"West LA Community of Schools","709.52853296625437"
"Westchester Community of Schools","773.93808495320377"
"Wilmington Community of Schools","1609.6579476861168"
"District Wide","1093.4287886705195"
