"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","12.004801920768307"
"Bell/Cudahy/Maywood Community of Schools","14.042971492767871"
"Boyle Heights Community of Schools","7.295246741456455"
"Canoga Park/Chatsworth Community of Schools","8.5304822565969065"
"Carson Community of Schools","13.412976607768796"
"Cleveland Community of Schools","24.125236784731406"
"Downtown Community of Schools","10.759184619331773"
"Eagle Rock/Highland Park Community of Schools","10.755290258395847"
"East Los Angeles Community of Schools","15.81799675387197"
"Fairfax Community of Schools","15.039855617386072"
"Fremont Community of Schools","7.2797157998951718"
"Gardena Community of Schools","10.011012113324657"
"Glassell Park/Los Feliz Community of Schools","15.784229581619266"
"H.E.E.T. (C/D) Community of Schools","11.327380165757329"
"H.E.E.T. (W) Community of Schools","3.7757933885857766"
"Hamilton Community of Schools","8.549931600547195"
"Harbor City/Lomita Community of Schools","12.678127694102134"
"Historic Central Avenue Community of Schools","19.032393133112556"
"Hollywood Community of Schools","4.8103287378659454"
"Huntington Park/Vernon Community of Schools","15.622192887215578"
"Kennedy/NAHS/VAAS Community of Schools","12.51067086632716"
"Kreatwn/PcoUnion Community of Schools","5.5967538827480059"
"LA Mid-City Community of Schools","18.207639925712829"
"Lincoln Heights/El Sereno Community of Schools","13.1620078642997"
"MacArthur Park Community of Schools","10.413276928083306"
"Manual Arts/Vermont Square Community of Schools","17.581215448027972"
"Monroe Community of Schools","18.611104061450479"
"North Hollywood/Valley Village Community of Schools","18.673075049524243"
"Panorama City Community of Schools","11.599077873309072"
"Reseda Community of Schools","22.775515409913726"
"Rivera Community of Schools","12.970366527298808"
"San Fernando Valley/Sylmar Community of Schools","11.03806907378336"
"San Pedro Community of Schools","14.833688178423092"
"SO Los Angeles Community of Schools","15.43090810894221"
"South Gate Community of Schools","12.16944738539423"
"South Mid-City Community of Schools","7.37517516041006"
"Sun Valley Community of Schools","18.475136161753511"
"Sunland/Tujunga Community of Schools","22.438294689603591"
"Taft Community of Schools","7.39234891886897"
"Van Nuys/Valley Glen Community of Schools","17.218141984361178"
"Venice Community of Schools","14.58682809423091"
"West LA Community of Schools","11.731237352259729"
"Westchester Community of Schools","10.477238200010477"
"Wilmington Community of Schools","4.5754549718037589"
"District Wide","13.122522093805113"
