"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","48.3101511705147"
"Bell/Cudahy/Maywood Community of Schools","33.064097113976665"
"Boyle Heights Community of Schools","21.842407033255064"
"Canoga Park/Chatsworth Community of Schools","30.346711175176388"
"Carson Community of Schools","34.42340791738382"
"Cleveland Community of Schools","31.723875388617472"
"Downtown Community of Schools","15.58769720487977"
"Eagle Rock/Highland Park Community of Schools","33.042616279575313"
"East Los Angeles Community of Schools","33.317467872441696"
"Fairfax Community of Schools","31.069875077674688"
"Fremont Community of Schools","28.769124090821911"
"Gardena Community of Schools","29.179713365431017"
"Glassell Park/Los Feliz Community of Schools","42.111860854576967"
"H.E.E.T. (C/D) Community of Schools","11.434669919194999"
"H.E.E.T. (W) Community of Schools","31.861085666494088"
"Hamilton Community of Schools","18.862141324593875"
"Harbor City/Lomita Community of Schools","27.763755678950023"
"Historic Central Avenue Community of Schools","24.152489155532372"
"Hollywood Community of Schools","19.760242392306679"
"Huntington Park/Vernon Community of Schools","25.733000623830318"
"Kennedy/NAHS/VAAS Community of Schools","34.042311756654207"
"Kreatwn/PcoUnion Community of Schools","31.642624476500696"
"LA Mid-City Community of Schools","15.285650595503471"
"Lincoln Heights/El Sereno Community of Schools","13.992938947730991"
"MacArthur Park Community of Schools","26.116479498563592"
"Manual Arts/Vermont Square Community of Schools","25.522474502066338"
"Monroe Community of Schools","41.154380369360567"
"North Hollywood/Valley Village Community of Schools","24.251438918709177"
"Panorama City Community of Schools","42.818606111642382"
"Reseda Community of Schools","25.046963055729492"
"Rivera Community of Schools","28.134956542898205"
"San Fernando Valley/Sylmar Community of Schools","32.920685992558681"
"San Pedro Community of Schools","36.159826432833121"
"South Gate Community of Schools","26.271735278663687"
"South Mid-City Community of Schools","31.933114639881556"
"Sun Valley Community of Schools","24.804197170818238"
"Sunland/Tujunga Community of Schools","37.528146109582181"
"Taft Community of Schools","34.184868922393228"
"Van Nuys/Valley Glen Community of Schools","28.896961690885071"
"Venice Community of Schools","23.414197147539983"
"West LA Community of Schools","21.880097068066991"
"Westchester Community of Schools","22.861207071733389"
"Wilmington Community of Schools","14.7170366680629"
"District Wide","28.104520518872476"
