"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","5.6095736724008978"
"Bell/Cudahy/Maywood Community of Schools","6.35146464774777"
"Boyle Heights Community of Schools","6.0732125776232477"
"Canoga Park/Chatsworth Community of Schools","6.9360371267150924"
"Carson Community of Schools","14.034740109636088"
"Cleveland Community of Schools","9.1993242678174187"
"Downtown Community of Schools","6.1187340339283809"
"Eagle Rock/Highland Park Community of Schools","6.7492892154794948"
"East Los Angeles Community of Schools","10.2590407796871"
"Fairfax Community of Schools","9.9718793003729473"
"Fremont Community of Schools","8.11073861793014"
"Gardena Community of Schools","7.1103526734926055"
"Glassell Park/Los Feliz Community of Schools","9.990009990009991"
"H.E.E.T. (C/D) Community of Schools",0
"H.E.E.T. (W) Community of Schools","1.7897412034219851"
"Hamilton Community of Schools","6.5340970966828564"
"Harbor City/Lomita Community of Schools","5.8495267732840412"
"Historic Central Avenue Community of Schools","2.6827632461435278"
"Hollywood Community of Schools","6.3625373799071072"
"Huntington Park/Vernon Community of Schools","6.6072988628104516"
"Kennedy/NAHS/VAAS Community of Schools","12.210012210012209"
"Kreatwn/PcoUnion Community of Schools","7.0533675421659128"
"LA Mid-City Community of Schools","9.6248706658004277"
"Lincoln Heights/El Sereno Community of Schools","6.2661222102701748"
"MacArthur Park Community of Schools","7.5220961574625465"
"Manual Arts/Vermont Square Community of Schools",5.4249547920434
"Monroe Community of Schools","2.4361722861040733"
"North Hollywood/Valley Village Community of Schools","15.682174594877155"
"Panorama City Community of Schools","4.0222564858885841"
"Reseda Community of Schools","3.3182078359478049"
"Rivera Community of Schools","7.0203520004493019"
"San Fernando Valley/Sylmar Community of Schools","10.267233265835781"
"San Pedro Community of Schools","4.8563334682314849"
"SO Los Angeles Community of Schools","9.104335686972707"
"South Gate Community of Schools","6.70690811535882"
"South Mid-City Community of Schools",0
"Sun Valley Community of Schools","4.1714174476487109"
"Sunland/Tujunga Community of Schools","4.5258084225294741"
"Taft Community of Schools","6.4632467473710742"
"Van Nuys/Valley Glen Community of Schools","6.0530355973520722"
"Venice Community of Schools","6.5582371458551938"
"West LA Community of Schools","16.80568208956544"
"Westchester Community of Schools","2.2614713132363917"
"Wilmington Community of Schools","8.48005596836939"
"District Wide","7.2687312468687795"
