"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","26.167998550695465"
"Bell/Cudahy/Maywood Community of Schools","24.966767208512994"
"Boyle Heights Community of Schools","14.820824037816504"
"Canoga Park/Chatsworth Community of Schools","17.229140679379476"
"Carson Community of Schools","18.101513286510752"
"Cleveland Community of Schools","17.219347296109333"
"Downtown Community of Schools","18.013739570454192"
"Eagle Rock/Highland Park Community of Schools","32.149591178847309"
"East Los Angeles Community of Schools","19.703496351456018"
"Fairfax Community of Schools","20.353072242694317"
"Fremont Community of Schools","25.073006695967671"
"Gardena Community of Schools","22.410721289064689"
"Glassell Park/Los Feliz Community of Schools","31.336910964001724"
"H.E.E.T. (C/D) Community of Schools","9.5060648693866678"
"H.E.E.T. (W) Community of Schools","29.819887877221582"
"Hamilton Community of Schools","20.041025157380993"
"Harbor City/Lomita Community of Schools","12.62100387464819"
"Historic Central Avenue Community of Schools","14.468988135429729"
"Hollywood Community of Schools","17.860667988982787"
"Huntington Park/Vernon Community of Schools","22.580569808999524"
"Kennedy/NAHS/VAAS Community of Schools","14.172335600907029"
"Kreatwn/PcoUnion Community of Schools","27.890890835053273"
"LA Mid-City Community of Schools","15.278838808250573"
"Lincoln Heights/El Sereno Community of Schools","9.1478507931724753"
"MacArthur Park Community of Schools","16.958660004957146"
"Manual Arts/Vermont Square Community of Schools","19.604383540159578"
"Monroe Community of Schools","25.681413504999316"
"North Hollywood/Valley Village Community of Schools","27.463207379525368"
"Panorama City Community of Schools","24.242078544334483"
"Reseda Community of Schools","11.629675353139564"
"Rivera Community of Schools","20.533100117875204"
"San Fernando Valley/Sylmar Community of Schools","25.424937522866941"
"San Pedro Community of Schools","17.204449070529638"
"South Gate Community of Schools","17.719662715385557"
"South Mid-City Community of Schools","24.630541871921185"
"Sun Valley Community of Schools","23.271526161699573"
"Sunland/Tujunga Community of Schools","20.025532554006357"
"Taft Community of Schools","34.870977383680383"
"Van Nuys/Valley Glen Community of Schools","20.620257340811612"
"Venice Community of Schools","25.442961967860448"
"West LA Community of Schools","30.811740266968823"
"Westchester Community of Schools","12.626581479330286"
"Wilmington Community of Schools","15.84032947885316"
"District Wide","20.863844563929582"
