"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","5.9906545788569829"
"Bell/Cudahy/Maywood Community of Schools","27.925731177376072"
"Boyle Heights Community of Schools","22.497187851518561"
"Canoga Park/Chatsworth Community of Schools","119.17538993351268"
"Carson Community of Schools","39.899163931155805"
"Cleveland Community of Schools","43.598314198517656"
"Downtown Community of Schools","28.100334724575394"
"Eagle Rock/Highland Park Community of Schools","46.550767192451609"
"East Los Angeles Community of Schools","23.56235013652303"
"Fairfax Community of Schools","58.410583132321605"
"Fremont Community of Schools","27.27406752174554"
"Gardena Community of Schools","48.073698097175949"
"Glassell Park/Los Feliz Community of Schools","64.774467082793549"
"H.E.E.T. (C/D) Community of Schools","26.571011026969579"
"H.E.E.T. (W) Community of Schools","23.7074500661833"
"Hamilton Community of Schools","77.21365612601268"
"Harbor City/Lomita Community of Schools","30.49245311785333"
"Historic Central Avenue Community of Schools","16.377175996840169"
"Hollywood Community of Schools","30.527068924397806"
"Huntington Park/Vernon Community of Schools","27.613630087811345"
"Kennedy/NAHS/VAAS Community of Schools","72.824371889792445"
"Kreatwn/PcoUnion Community of Schools","31.741882480348039"
"LA Mid-City Community of Schools","71.781067743382678"
"Lincoln Heights/El Sereno Community of Schools","30.237224772533605"
"MacArthur Park Community of Schools","19.556969452013714"
"Manual Arts/Vermont Square Community of Schools","32.23663644889028"
"Monroe Community of Schools","48.08270224786633"
"North Hollywood/Valley Village Community of Schools","42.786101782485147"
"Panorama City Community of Schools","28.810556187787203"
"Reseda Community of Schools","43.355733795794492"
"Rivera Community of Schools","33.622435334122954"
"San Fernando Valley/Sylmar Community of Schools","42.120650887940485"
"San Pedro Community of Schools","47.970833733090281"
"South Gate Community of Schools","19.571985149756269"
"South Mid-City Community of Schools","20.263424518743669"
"Sun Valley Community of Schools","55.551385031153814"
"Sunland/Tujunga Community of Schools","67.35014592531617"
"Taft Community of Schools","67.592346245388981"
"Van Nuys/Valley Glen Community of Schools","52.749805892568205"
"Venice Community of Schools","72.620155673066108"
"West LA Community of Schools","136.86674336493832"
"Westchester Community of Schools","65.786144425889375"
"Wilmington Community of Schools","46.573973100690658"
"District Wide","45.269792000510719"
