"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","16.261484673550694"
"Bell/Cudahy/Maywood Community of Schools","22.127810231899449"
"Boyle Heights Community of Schools","15.58674942924991"
"Canoga Park/Chatsworth Community of Schools","16.84981684981685"
"Carson Community of Schools","17.918442793013693"
"Cleveland Community of Schools","15.295197308045275"
"Downtown Community of Schools","10.622066861082677"
"Eagle Rock/Highland Park Community of Schools","7.0801472670631549"
"East Los Angeles Community of Schools","10.795055864414097"
"Fairfax Community of Schools","13.075624658250719"
"Fremont Community of Schools","18.465941878447939"
"Gardena Community of Schools","22.124924309469467"
"Glassell Park/Los Feliz Community of Schools","11.322347225510276"
"H.E.E.T. (C/D) Community of Schools","8.8703596930855557"
"H.E.E.T. (W) Community of Schools","16.652442705189319"
"Hamilton Community of Schools","11.492931846914148"
"Harbor City/Lomita Community of Schools","30.310127715856332"
"Historic Central Avenue Community of Schools","18.96642941992673"
"Hollywood Community of Schools","12.279279943024141"
"Huntington Park/Vernon Community of Schools","9.7055183960013256"
"Kennedy/NAHS/VAAS Community of Schools","10.396091069757771"
"Kreatwn/PcoUnion Community of Schools","19.016925063306342"
"LA Mid-City Community of Schools","16.852985787315319"
"Lincoln Heights/El Sereno Community of Schools","12.173595471422486"
"MacArthur Park Community of Schools","21.71301188425517"
"Manual Arts/Vermont Square Community of Schools","12.667447825949267"
"Monroe Community of Schools","12.412337863836655"
"North Hollywood/Valley Village Community of Schools","16.715280273461985"
"Panorama City Community of Schools","9.0168615310630873"
"Reseda Community of Schools","23.005914437169888"
"Rivera Community of Schools","18.084177916859957"
"San Fernando Valley/Sylmar Community of Schools","16.115827676677817"
"San Pedro Community of Schools","13.065064018813692"
"South Gate Community of Schools","10.674423414347759"
"South Mid-City Community of Schools","15.117157974300833"
"Sun Valley Community of Schools","14.669435844380448"
"Sunland/Tujunga Community of Schools","12.669132924542643"
"Taft Community of Schools","35.098200283772684"
"Van Nuys/Valley Glen Community of Schools","11.69295530213981"
"Venice Community of Schools","12.622930126344055"
"West LA Community of Schools","12.361448761794881"
"Westchester Community of Schools","13.06062743254186"
"Wilmington Community of Schools","7.0932047098879272"
"District Wide","15.283965661097513"
