"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","38.880248833592532"
"Bell/Cudahy/Maywood Community of Schools","59.708391918180247"
"Boyle Heights Community of Schools","56.668070605352838"
"Canoga Park/Chatsworth Community of Schools","63.690210814597791"
"Carson Community of Schools","54.21048681017156"
"Cleveland Community of Schools","50.763568678878123"
"Downtown Community of Schools","39.628579198881077"
"Eagle Rock/Highland Park Community of Schools","72.081545428333982"
"East Los Angeles Community of Schools","60.62660530124252"
"Fairfax Community of Schools","55.3553815495481"
"Fremont Community of Schools","28.63848453521835"
"Gardena Community of Schools","45.998640949244681"
"Glassell Park/Los Feliz Community of Schools","56.85673935770226"
"H.E.E.T. (C/D) Community of Schools","17.839303553589268"
"H.E.E.T. (W) Community of Schools","22.286605749944282"
"Hamilton Community of Schools","51.807760141093475"
"Harbor City/Lomita Community of Schools","43.683589138134593"
"Historic Central Avenue Community of Schools","52.193475815523058"
"Hollywood Community of Schools","25.751625571364194"
"Huntington Park/Vernon Community of Schools","66.939880549502035"
"Kennedy/NAHS/VAAS Community of Schools","74.516131122472117"
"Kreatwn/PcoUnion Community of Schools","47.9684474212518"
"LA Mid-City Community of Schools","35.261359629390952"
"Lincoln Heights/El Sereno Community of Schools","50.0655112540878"
"MacArthur Park Community of Schools","25.478356136462075"
"Manual Arts/Vermont Square Community of Schools","61.6001323943144"
"Monroe Community of Schools","69.272066039369619"
"North Hollywood/Valley Village Community of Schools","75.830533922789343"
"Panorama City Community of Schools","56.705415367167568"
"Reseda Community of Schools","50.405342966354439"
"Rivera Community of Schools","47.08635351863478"
"San Fernando Valley/Sylmar Community of Schools","69.210937635177615"
"San Pedro Community of Schools","52.493868880158132"
"SO Los Angeles Community of Schools","40.154440154440159"
"South Gate Community of Schools","52.110769370196032"
"South Mid-City Community of Schools","26.595391018736454"
"Sun Valley Community of Schools","63.926042486231317"
"Sunland/Tujunga Community of Schools","52.655677655677657"
"Taft Community of Schools","69.832857991293736"
"Van Nuys/Valley Glen Community of Schools","53.893679438172285"
"Venice Community of Schools","63.47101174687382"
"West LA Community of Schools","57.84410568563063"
"Westchester Community of Schools","25.211432238545989"
"Wilmington Community of Schools","54.245508790963342"
"District Wide","53.524564885272547"
