"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","10.094484373738188"
"Bell/Cudahy/Maywood Community of Schools","11.581722679056838"
"Boyle Heights Community of Schools","6.360867940430472"
"Canoga Park/Chatsworth Community of Schools","8.36073797447188"
"Carson Community of Schools","11.835720203574386"
"Cleveland Community of Schools","10.083602229392783"
"Downtown Community of Schools","9.1166013310237943"
"Eagle Rock/Highland Park Community of Schools","16.852636994199145"
"East Los Angeles Community of Schools","9.6595025356194153"
"Fairfax Community of Schools","21.626999145733532"
"Fremont Community of Schools","4.452458870411184"
"Gardena Community of Schools","11.25479735737358"
"Glassell Park/Los Feliz Community of Schools","19.704433497536947"
"H.E.E.T. (C/D) Community of Schools","21.019643812581215"
"H.E.E.T. (W) Community of Schools","16.004161081881289"
"Hamilton Community of Schools","15.473611540933655"
"Harbor City/Lomita Community of Schools","10.204081632653061"
"Historic Central Avenue Community of Schools","8.7362525359399719"
"Hollywood Community of Schools","9.5041675774827272"
"Huntington Park/Vernon Community of Schools","3.1354105428179504"
"Kennedy/NAHS/VAAS Community of Schools","9.3155239623939448"
"Kreatwn/PcoUnion Community of Schools","6.566419331538512"
"LA Mid-City Community of Schools","7.71366862079605"
"Lincoln Heights/El Sereno Community of Schools","4.9215827810223773"
"MacArthur Park Community of Schools","5.2545155993431854"
"Manual Arts/Vermont Square Community of Schools","4.9291678578822324"
"Monroe Community of Schools","6.9293466492278109"
"North Hollywood/Valley Village Community of Schools","16.284655783088386"
"Panorama City Community of Schools","2.8947749312490956"
"Reseda Community of Schools","11.799624227351529"
"Rivera Community of Schools","2.3010546500479387"
"San Fernando Valley/Sylmar Community of Schools","8.7362949373170835"
"San Pedro Community of Schools","13.970504771800536"
"South Gate Community of Schools","8.6366973269421781"
"South Mid-City Community of Schools","7.29905696184053"
"Sun Valley Community of Schools","13.59321547512064"
"Sunland/Tujunga Community of Schools",0
"Taft Community of Schools","29.471384004945442"
"Van Nuys/Valley Glen Community of Schools","18.473163261049631"
"Venice Community of Schools","25.6568144499179"
"West LA Community of Schools","24.938402146697655"
"Westchester Community of Schools","2.5338265849085286"
"Wilmington Community of Schools","2.27515755466066"
"District Wide","11.05387324690113"
