"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","43.943751997443272"
"Bell/Cudahy/Maywood Community of Schools","46.313638685509957"
"Boyle Heights Community of Schools","39.44328618921508"
"Canoga Park/Chatsworth Community of Schools","94.090424382662263"
"Carson Community of Schools","89.636564474947036"
"Cleveland Community of Schools","78.054093301869671"
"Downtown Community of Schools","70.177756128169349"
"Eagle Rock/Highland Park Community of Schools","88.5589050899007"
"East Los Angeles Community of Schools","77.54943776657619"
"Fairfax Community of Schools","98.455013632232649"
"Fremont Community of Schools","37.50303333357845"
"Gardena Community of Schools","88.107692136109662"
"Glassell Park/Los Feliz Community of Schools","67.6908587909824"
"H.E.E.T. (C/D) Community of Schools","96.730141870874746"
"H.E.E.T. (W) Community of Schools","53.327013094744323"
"Hamilton Community of Schools","70.01056091512109"
"Harbor City/Lomita Community of Schools","105.39682539682541"
"Historic Central Avenue Community of Schools","38.474856681158862"
"Hollywood Community of Schools","76.287106525408376"
"Huntington Park/Vernon Community of Schools","47.327196573510967"
"Kennedy/NAHS/VAAS Community of Schools","84.919326639692287"
"Kreatwn/PcoUnion Community of Schools","79.318421470096951"
"LA Mid-City Community of Schools","78.169050181967307"
"Lincoln Heights/El Sereno Community of Schools","38.52080123266564"
"MacArthur Park Community of Schools","40.373520180248235"
"Manual Arts/Vermont Square Community of Schools","63.461688666718736"
"Monroe Community of Schools","79.722257940079729"
"North Hollywood/Valley Village Community of Schools","93.449662050575611"
"Panorama City Community of Schools","50.352467270896277"
"Reseda Community of Schools","97.4949221394719"
"Rivera Community of Schools","37.4091492090637"
"San Fernando Valley/Sylmar Community of Schools","74.875310949121925"
"San Pedro Community of Schools","75.01810029745549"
"South Gate Community of Schools","38.505968425105891"
"South Mid-City Community of Schools","64.981011104532783"
"Sun Valley Community of Schools","70.465295841797911"
"Sunland/Tujunga Community of Schools","77.247016022526239"
"Taft Community of Schools","153.97345037234234"
"Van Nuys/Valley Glen Community of Schools","77.575384323850585"
"Venice Community of Schools","100.2290950744559"
"West LA Community of Schools","131.834582292534"
"Westchester Community of Schools","164.1165479977781"
"Wilmington Community of Schools","76.132903049861369"
"District Wide","73.820573545982569"
