"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","7.4902159054734758"
"Bell/Cudahy/Maywood Community of Schools","10.807099628744341"
"Boyle Heights Community of Schools","5.3132139631262953"
"Canoga Park/Chatsworth Community of Schools","7.5749446082175522"
"Carson Community of Schools","9.08077764477649"
"Cleveland Community of Schools","5.0225176206659858"
"Downtown Community of Schools","5.359056806002144"
"Eagle Rock/Highland Park Community of Schools","13.50017297096619"
"East Los Angeles Community of Schools","4.4915558749550843"
"Fairfax Community of Schools","7.9752766424085335"
"Fremont Community of Schools","5.4122804643736639"
"Gardena Community of Schools","8.13421453990849"
"Glassell Park/Los Feliz Community of Schools","5.4529095816709532"
"H.E.E.T. (C/D) Community of Schools","1.7324417033366828"
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","5.441347713001556"
"Harbor City/Lomita Community of Schools","7.0223075302544418"
"Historic Central Avenue Community of Schools","3.5788098667788026"
"Hollywood Community of Schools","2.7283640729018876"
"Huntington Park/Vernon Community of Schools","3.6729866523665051"
"Kennedy/NAHS/VAAS Community of Schools","8.9944234574563762"
"Kreatwn/PcoUnion Community of Schools","7.0599032793250727"
"LA Mid-City Community of Schools","9.6281140931520035"
"Lincoln Heights/El Sereno Community of Schools","9.41191234372304"
"MacArthur Park Community of Schools","5.0094553469674006"
"Manual Arts/Vermont Square Community of Schools","1.8093489057962491"
"Monroe Community of Schools","12.207925385160047"
"North Hollywood/Valley Village Community of Schools","6.7332510380428676"
"Panorama City Community of Schools","4.02036987402841"
"Reseda Community of Schools","7.4755176795993128"
"Rivera Community of Schools","2.1088000224938672"
"San Fernando Valley/Sylmar Community of Schools","7.4232267053435814"
"San Pedro Community of Schools","3.2392073659575504"
"SO Los Angeles Community of Schools","2.0246193715581469"
"South Gate Community of Schools","6.7103210329420842"
"South Mid-City Community of Schools","1.3053467000835421"
"Sun Valley Community of Schools","2.7835187852724022"
"Sunland/Tujunga Community of Schools","15.873015873015873"
"Taft Community of Schools","7.1044286424728584"
"Van Nuys/Valley Glen Community of Schools","4.9521021673700485"
"Venice Community of Schools","13.113894170874042"
"West LA Community of Schools","3.53628672212743"
"Westchester Community of Schools","2.2611133722244832"
"Wilmington Community of Schools","3.1764855364025242"
"District Wide","6.2367664223444379"
