"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","20.129229654381128"
"Bell/Cudahy/Maywood Community of Schools","18.220713577130979"
"Boyle Heights Community of Schools","10.925976509150505"
"Canoga Park/Chatsworth Community of Schools","11.718076856798207"
"Carson Community of Schools","18.102660185914321"
"Cleveland Community of Schools","15.405807083046364"
"Downtown Community of Schools","12.284207422937072"
"Eagle Rock/Highland Park Community of Schools","25.213664067050956"
"East Los Angeles Community of Schools","16.312548427878145"
"Fairfax Community of Schools","18.213375045533436"
"Fremont Community of Schools","21.3857998289136"
"Gardena Community of Schools","17.928577031251752"
"Glassell Park/Los Feliz Community of Schools","24.483640031730797"
"H.E.E.T. (C/D) Community of Schools","11.410314924691921"
"H.E.E.T. (W) Community of Schools","27.831895352073477"
"Hamilton Community of Schools","16.504373659019642"
"Harbor City/Lomita Community of Schools","11.358903487183371"
"Historic Central Avenue Community of Schools","8.6813928812578371"
"Hollywood Community of Schools","14.104239734464182"
"Huntington Park/Vernon Community of Schools","21.801929470758161"
"Kennedy/NAHS/VAAS Community of Schools","13.463051010791698"
"Kreatwn/PcoUnion Community of Schools","17.664230862200405"
"LA Mid-City Community of Schools","10.187708529658966"
"Lincoln Heights/El Sereno Community of Schools","8.0755874989905525"
"MacArthur Park Community of Schools","15.655577299412915"
"Manual Arts/Vermont Square Community of Schools","15.6824307767704"
"Monroe Community of Schools","23.967883036730779"
"North Hollywood/Valley Village Community of Schools","25.038567470862375"
"Panorama City Community of Schools","19.962072063080146"
"Reseda Community of Schools","6.2637018477920448"
"Rivera Community of Schools","14.449987831589194"
"San Fernando Valley/Sylmar Community of Schools","19.842992323242346"
"San Pedro Community of Schools","13.765217017249539"
"South Gate Community of Schools","14.055930380365698"
"South Mid-City Community of Schools","14.4900236187385"
"Sun Valley Community of Schools","18.767359807822235"
"Sunland/Tujunga Community of Schools","7.5095747077523844"
"Taft Community of Schools","29.182117767639166"
"Van Nuys/Valley Glen Community of Schools","18.265163031310024"
"Venice Community of Schools","18.320237755974432"
"West LA Community of Schools","28.821880776799382"
"Westchester Community of Schools","10.10126518346423"
"Wilmington Community of Schools","13.578500707213578"
"District Wide","16.860003273454257"
