"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","28.165047176454021"
"Bell/Cudahy/Maywood Community of Schools","24.297728162416814"
"Boyle Heights Community of Schools","12.475244436820685"
"Canoga Park/Chatsworth Community of Schools","17.921764604514905"
"Carson Community of Schools","18.101513286510752"
"Cleveland Community of Schools","19.030702867292568"
"Downtown Community of Schools","14.74442988204456"
"Eagle Rock/Highland Park Community of Schools","28.661756531406336"
"East Los Angeles Community of Schools","22.414823670053796"
"Fairfax Community of Schools","19.289089876442663"
"Fremont Community of Schools","19.18139699589813"
"Gardena Community of Schools","21.295196252045461"
"Glassell Park/Los Feliz Community of Schools","28.4049169890788"
"H.E.E.T. (C/D) Community of Schools","3.8044512079132589"
"H.E.E.T. (W) Community of Schools","27.862914460852604"
"Hamilton Community of Schools","18.865254916757063"
"Harbor City/Lomita Community of Schools","12.623234325098776"
"Historic Central Avenue Community of Schools","14.481699958485793"
"Hollywood Community of Schools","18.803177737037561"
"Huntington Park/Vernon Community of Schools","17.908727779551349"
"Kennedy/NAHS/VAAS Community of Schools","16.300611627297148"
"Kreatwn/PcoUnion Community of Schools","27.892706057366002"
"LA Mid-City Community of Schools","14.010597106174853"
"Lincoln Heights/El Sereno Community of Schools","8.6039083253567927"
"MacArthur Park Community of Schools","14.353567513962107"
"Manual Arts/Vermont Square Community of Schools","15.68888932469137"
"Monroe Community of Schools","26.55178025404058"
"North Hollywood/Valley Village Community of Schools","28.278943498670888"
"Panorama City Community of Schools","24.24691921497033"
"Reseda Community of Schools","12.52112940587241"
"Rivera Community of Schools","14.447680386893671"
"San Fernando Valley/Sylmar Community of Schools","25.440398111205564"
"San Pedro Community of Schools","16.346195207983826"
"South Gate Community of Schools","17.110835436540189"
"South Mid-City Community of Schools","21.743857360295717"
"Sun Valley Community of Schools","20.278338978722765"
"Sunland/Tujunga Community of Schools","22.524777254980478"
"Taft Community of Schools","29.889409186011758"
"Van Nuys/Valley Glen Community of Schools","21.219908990168108"
"Venice Community of Schools","25.452028017592443"
"West LA Community of Schools","23.860891005438297"
"Westchester Community of Schools","10.151511306245718"
"Wilmington Community of Schools","12.449917377821038"
"District Wide","19.561077697543315"
