"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","16.259171188748653"
"Bell/Cudahy/Maywood Community of Schools","22.130095454478397"
"Boyle Heights Community of Schools","19.256691700365877"
"Canoga Park/Chatsworth Community of Schools","23.444425721465567"
"Carson Community of Schools","21.693610760030936"
"Cleveland Community of Schools","17.21170395869191"
"Downtown Community of Schools","17.380389127601024"
"Eagle Rock/Highland Park Community of Schools","11.125158027812896"
"East Los Angeles Community of Schools","13.879357539960983"
"Fairfax Community of Schools","16.645859342488556"
"Fremont Community of Schools","23.081184218624976"
"Gardena Community of Schools","25.620421805308087"
"Glassell Park/Los Feliz Community of Schools","11.323163074135836"
"H.E.E.T. (C/D) Community of Schools","13.311738734941096"
"H.E.E.T. (W) Community of Schools","20.815553381486644"
"Hamilton Community of Schools","17.879492222420883"
"Harbor City/Lomita Community of Schools","37.202380952380956"
"Historic Central Avenue Community of Schools","26.948528310926129"
"Hollywood Community of Schools","13.507207937326555"
"Huntington Park/Vernon Community of Schools","12.136707877532526"
"Kennedy/NAHS/VAAS Community of Schools","14.852330701995411"
"Kreatwn/PcoUnion Community of Schools","24.023062139654066"
"LA Mid-City Community of Schools","21.070375052675935"
"Lincoln Heights/El Sereno Community of Schools","12.843218104881775"
"MacArthur Park Community of Schools","26.058254676009032"
"Manual Arts/Vermont Square Community of Schools","12.665576019842735"
"Monroe Community of Schools","17.734112452007057"
"North Hollywood/Valley Village Community of Schools","20.064205457463885"
"Panorama City Community of Schools","13.528138528138529"
"Reseda Community of Schools","25.885127556156345"
"Rivera Community of Schools","25.161980247845502"
"San Fernando Valley/Sylmar Community of Schools","21.271932651772016"
"San Pedro Community of Schools","18.664377169733847"
"South Gate Community of Schools","14.680074468014121"
"South Mid-City Community of Schools","25.69644935532143"
"Sun Valley Community of Schools","21.61811598119224"
"Sunland/Tujunga Community of Schools","27.881983169421069"
"Taft Community of Schools","39.576752764772209"
"Van Nuys/Valley Glen Community of Schools","12.924349474409789"
"Venice Community of Schools","20.65736320235035"
"West LA Community of Schools","12.361448761794881"
"Westchester Community of Schools","20.889364702195994"
"Wilmington Community of Schools","13.004208634794534"
"District Wide","19.453234424443639"
