"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","4.008899757461565"
"Bell/Cudahy/Maywood Community of Schools","7.4082055979095385"
"Boyle Heights Community of Schools","8.6006708523264823"
"Canoga Park/Chatsworth Community of Schools","8.2683920044649319"
"Carson Community of Schools","7.2218460844053265"
"Cleveland Community of Schools","18.098073460080176"
"Downtown Community of Schools","6.56098021044344"
"Eagle Rock/Highland Park Community of Schools","10.459339318399723"
"East Los Angeles Community of Schools","7.4936984808229443"
"Fairfax Community of Schools","26.7082603307551"
"Fremont Community of Schools","5.8752680591051964"
"Gardena Community of Schools","8.9111668059036475"
"Glassell Park/Los Feliz Community of Schools","10.729404420514621"
"H.E.E.T. (C/D) Community of Schools","3.7928353340539722"
"H.E.E.T. (W) Community of Schools","7.9519701005924217"
"Hamilton Community of Schools","9.4287364314589777"
"Harbor City/Lomita Community of Schools","11.373976342129209"
"Historic Central Avenue Community of Schools","12.469067121947477"
"Hollywood Community of Schools","4.7026513548338551"
"Huntington Park/Vernon Community of Schools","17.095611090389159"
"Kennedy/NAHS/VAAS Community of Schools","6.37565350448421"
"Kreatwn/PcoUnion Community of Schools","12.053890161243961"
"LA Mid-City Community of Schools","12.668009475671088"
"Lincoln Heights/El Sereno Community of Schools","7.555723460521345"
"MacArthur Park Community of Schools","5.2004784440168494"
"Manual Arts/Vermont Square Community of Schools","7.8149421694279457"
"Monroe Community of Schools","11.097357975158991"
"North Hollywood/Valley Village Community of Schools","8.0746745906139985"
"Panorama City Community of Schools","12.821243375690923"
"Reseda Community of Schools","9.845426799251749"
"Rivera Community of Schools","7.5959559130718812"
"San Fernando Valley/Sylmar Community of Schools","4.3303165461395228"
"San Pedro Community of Schools","10.304055504512318"
"South Gate Community of Schools","9.1782976093594169"
"South Mid-City Community of Schools","8.68344501208446"
"Sun Valley Community of Schools","8.2286671803349822"
"Sunland/Tujunga Community of Schools","4.9828093078877869"
"Taft Community of Schools","14.955880153547037"
"Van Nuys/Valley Glen Community of Schools","12.918151764795686"
"Venice Community of Schools","26.466336855392008"
"West LA Community of Schools","24.817097987829694"
"Westchester Community of Schools","5.0134108740881862"
"Wilmington Community of Schools","6.7763685440972177"
"District Wide","10.183680651755562"
