"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools",0
"Bell/Cudahy/Maywood Community of Schools",9.1441111923921
"Boyle Heights Community of Schools","5.48185505975222"
"Canoga Park/Chatsworth Community of Schools","0.6511858093588424"
"Carson Community of Schools","9.537103668316874"
"Cleveland Community of Schools","6.1143381228981966"
"Downtown Community of Schools","6.2804700931864748"
"Eagle Rock/Highland Park Community of Schools","12.944648682234766"
"East Los Angeles Community of Schools","8.6664933367999311"
"Fairfax Community of Schools","4.1198887630033987"
"Fremont Community of Schools","3.5913606228855861"
"Gardena Community of Schools","1.0831537103430349"
"Glassell Park/Los Feliz Community of Schools","11.331123764199315"
"H.E.E.T. (C/D) Community of Schools","3.6639431356025356"
"H.E.E.T. (W) Community of Schools","1.9050159068828223"
"Hamilton Community of Schools","1.1351382030762245"
"Harbor City/Lomita Community of Schools","8.4231805929919137"
"Historic Central Avenue Community of Schools","10.155283517051645"
"Hollywood Community of Schools","4.7407295034559924"
"Huntington Park/Vernon Community of Schools","2.2934201775107219"
"Kennedy/NAHS/VAAS Community of Schools","5.29689072514434"
"Kreatwn/PcoUnion Community of Schools","3.6341170912526803"
"LA Mid-City Community of Schools","2.5097881738781247"
"Lincoln Heights/El Sereno Community of Schools","4.8433447062242365"
"MacArthur Park Community of Schools","10.419922892570595"
"Manual Arts/Vermont Square Community of Schools","4.789684934525007"
"Monroe Community of Schools","2.5380281213515845"
"North Hollywood/Valley Village Community of Schools","3.88790395322074"
"Panorama City Community of Schools","2.7613248836791895"
"Reseda Community of Schools","6.0125060125060132"
"Rivera Community of Schools","7.3132560078398106"
"San Fernando Valley/Sylmar Community of Schools",7.6862132983315
"San Pedro Community of Schools","0.84316321110277315"
"SO Los Angeles Community of Schools","3.1932898336295996"
"South Gate Community of Schools","4.63389345520473"
"South Mid-City Community of Schools","5.5732816875896942"
"Sun Valley Community of Schools","7.1993722147428745"
"Sunland/Tujunga Community of Schools","2.3546586922225621"
"Taft Community of Schools","4.7127574343748524"
"Van Nuys/Valley Glen Community of Schools","4.5650375189021082"
"Venice Community of Schools","1.9534683831142192"
"West LA Community of Schools","6.3914099450338737"
"Westchester Community of Schools","2.4545900834560626"
"Wilmington Community of Schools","5.4588132539985805"
"District Wide",5.3023669684885
