"School name","Cases among staff and students"
"Unassigned",347
"102ND ST EEC",0
"107TH ST EL",2
"109TH ST EL",0
"10TH ST EL",1
"112TH ST EEC",1
"112TH ST EL",0
"116TH ST EL",0
"118TH ST EL",1
"122ND ST EL",0
"135TH ST EL",0
"153RD ST EL",3
"156TH ST EL",1
"15TH ST EL",1
"186TH ST EL",2
"1ST ST EL",0
"20TH ST EL",1
"232ND PL EL",2
"24TH ST EEC",3
"24TH ST EL",3
"28TH ST EEC",0
"28TH ST EL",0
"2ND ST EL",1
"32ND ST USC PA MAG",1
"36TH ST EEC",3
"37TH ST EEC",2
"3RD ST EL",6
"42ND ST EL",0
"49TH ST EL",0
"4TH ST EEC",0
"4TH ST EL",0
"4TH ST PC",0
"52ND ST EL",3
"54TH ST EL",0
"59TH ST EL",0
"61ST ST EL",5
"66TH ST EEC",2
"66TH ST EL",0
"6TH AVE EL",1
"74TH ST EL",0
"75TH ST EEC",1
"75TH ST EL",1
"7TH ST EL AI MAG",1
"92ND ST EL",0
"93RD ST EL",2
"95TH ST EEC",2
"95TH ST EL",0
"96TH ST EL",0
"97TH ST EEC",5
"99TH ST EL",0
"9TH ST EL",1
"ACAD ENRICH SCI MAG",3
"ADAMS MS",1
"ADDAMS HS",0
"AGGELER HS",0
"ALBION ST EEC",4
"ALBION ST EL",1
"ALDAMA EL",1
"ALEXANDER SCS",6
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",0
"ALLESANDRO EL",2
"ALTA CALIFORNIA EL",0
"ALTA LOMA EL",1
"AMANECER PC",0
"AMBLER AVE EL",6
"AMESTOY EL",4
"ANATOLA AVE EL",2
"ANDASOL AVE EL",5
"ANGELES MESA EL",1
"ANGELOU COMMUNITY SH",6
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",1
"ANNANDALE EL",0
"ANTON EEC",4
"ANTON EL",5
"APPERSON ST EL",5
"ARAGON AVE EL",0
"ARLETA SH",5
"ARLINGTON HTS EL",1
"ARMINTA ST EEC",1
"ARMINTA ST EL",1
"ARROYO SECO MUS/S MAG",3
"ASCOT AVE EL",1
"ATWATER AVE EL",3
"AUDUBON MS",1
"AURORA EL",1
"AVALON GARDENS EL",1
"BACA ARTS ACAD",3
"BAKEWELL PC",1
"BALA",1
"BALBOA EL G/HG/HA MAG",9
"BALDWIN HILLS EL",2
"BANCROFT MS",1
"BANDINI ST EL",1
"BANNEKER CTC",1
"BANNING SH",19
"BARRETT EL",0
"BARTON HILL EL",0
"BASSETT ST EL",0
"BEACHY AVE EL",4
"BECKFORD CES",8
"BEETHOVEN ST EL",4
"BELL SH",51
"BELLINGHAM EL",3
"BELMONT SH",0
"BELVEDERE EL",0
"BELVEDERE MS",2
"BERENDO MS",2
"BERNSTEIN SH",1
"BERNSTEIN SH STEM",1
"BERTRAND AVE EL",0
"BETHUNE MS",4
