"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","9.8931539374752671"
"Bell/Cudahy/Maywood Community of Schools","13.280388849785522"
"Boyle Heights Community of Schools","11.268875366238449"
"Canoga Park/Chatsworth Community of Schools","6.9381808089918824"
"Carson Community of Schools","7.1450899834769794"
"Cleveland Community of Schools","9.8423435514754569"
"Downtown Community of Schools","10.58020200047204"
"Eagle Rock/Highland Park Community of Schools","7.1764969724153405"
"East Los Angeles Community of Schools","14.320492624946297"
"Fairfax Community of Schools","2.13140086321735"
"Fremont Community of Schools","10.247476558897372"
"Gardena Community of Schools","4.496958931522558"
"Glassell Park/Los Feliz Community of Schools","16.859225467347649"
"H.E.E.T. (C/D) Community of Schools","12.904890953671442"
"H.E.E.T. (W) Community of Schools","7.5069439231288939"
"Hamilton Community of Schools","4.8819185940074448"
"Harbor City/Lomita Community of Schools","14.996813177199844"
"Historic Central Avenue Community of Schools","12.236560961605436"
"Hollywood Community of Schools","4.8547931372644211"
"Huntington Park/Vernon Community of Schools","7.8467067371824042"
"Kennedy/NAHS/VAAS Community of Schools","7.1997350497501689"
"Kreatwn/PcoUnion Community of Schools","7.50546491664243"
"LA Mid-City Community of Schools","7.395538025391347"
"Lincoln Heights/El Sereno Community of Schools","13.102653833345162"
"MacArthur Park Community of Schools","5.2797613547867641"
"Manual Arts/Vermont Square Community of Schools","15.754854464531885"
"Monroe Community of Schools","8.6595831276682329"
"North Hollywood/Valley Village Community of Schools","3.2460155159541664"
"Panorama City Community of Schools","4.2656656571257949"
"Reseda Community of Schools","12.594458438287154"
"Rivera Community of Schools","11.272262718869769"
"San Fernando Valley/Sylmar Community of Schools","7.9074463814308826"
"San Pedro Community of Schools","15.69188119502393"
"SO Los Angeles Community of Schools","3.3271596038461966"
"South Gate Community of Schools","6.0077018738022145"
"South Mid-City Community of Schools","4.3951536106186913"
"Sun Valley Community of Schools","9.574875526618154"
"Sunland/Tujunga Community of Schools","14.906832298136646"
"Taft Community of Schools","8.85981556817259"
"Van Nuys/Valley Glen Community of Schools","8.88083693007229"
"Venice Community of Schools","10.411569335845993"
"West LA Community of Schools","5.7553404763503471"
"Westchester Community of Schools","16.120798516886534"
"Wilmington Community of Schools","11.29305477131564"
"District Wide","9.281480793964386"
