"School name","Cases among staff and students"
"Unassigned",218
"102ND ST EEC",1
"107TH ST EL",2
"109TH ST EL",3
"10TH ST EL",3
"112TH ST EEC",1
"112TH ST EL",0
"116TH ST EL",1
"118TH ST EL",1
"122ND ST EL",1
"135TH ST EL",1
"153RD ST EL",1
"156TH ST EL",2
"15TH ST EL",0
"186TH ST EL",5
"1ST ST EL",2
"20TH ST EL",0
"232ND PL EL",7
"24TH ST EEC",0
"24TH ST EL",2
"28TH ST EEC",1
"28TH ST EL",6
"2ND ST EL",1
"32ND ST USC PA MAG",13
"36TH ST EEC",1
"37TH ST EEC",0
"3RD ST EL",4
"42ND ST EL",1
"49TH ST EL",1
"4TH ST EEC",0
"4TH ST EL",0
"4TH ST PC",1
"52ND ST EL",0
"54TH ST EL",0
"59TH ST EL",1
"61ST ST EL",7
"66TH ST EEC",0
"66TH ST EL",0
"6TH AVE EL",2
"74TH ST EL",3
"75TH ST EEC",0
"75TH ST EL",0
"7TH ST EL AI MAG",1
"92ND ST EL",2
"93RD ST EL",12
"95TH ST EEC",2
"95TH ST EL",2
"96TH ST EL",3
"97TH ST EEC",0
"99TH ST EL",0
"9TH ST EL",2
"ACAD ENRICH SCI MAG",0
"ADAMS MS",4
"ADDAMS HS",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",1
"ALDAMA EL",4
"ALEXANDER SCS",1
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",3
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",4
"ALTA LOMA EL",1
"AMANECER PC",1
"AMBLER AVE EL",3
"AMESTOY EL",11
"ANATOLA AVE EL",2
"ANDASOL AVE EL",1
"ANGELES MESA EL",6
"ANGELOU COMMUNITY SH",1
"ANGEL'S GATE HS",0
"ANN ST EL",2
"ANNALEE AVE EL",1
"ANNANDALE EL",2
"ANTON EEC",0
"ANTON EL",6
"APPERSON ST EL",0
"ARAGON AVE EL",2
"ARLETA SH",2
"ARLINGTON HTS EL",5
"ARMINTA ST EEC",0
"ARMINTA ST EL",4
"ARMSTRONG MS",12
"ARROYO SECO MUS/S MAG",2
"ASCOT AVE EL",4
"ATWATER AVE EL",0
"AUDUBON MS",2
"AURORA EL",1
"AVALON GARDENS EL",1
"BACA ARTS ACAD",1
"BAKEWELL PC",0
"BALA",0
"BALBOA EL G/HG/HA MAG",3
"BALDWIN HILLS EL",11
"BANCROFT MS",4
"BANDINI ST EL",1
"BANNEKER CTC",0
"BANNING SH",4
"BARRETT EL",1
"BARTON HILL EL",5
"BASSETT ST EL",2
"BEACHY AVE EL",2
"BECKFORD CES",8
"BEETHOVEN ST EL",3
"BELL SH",10
"BELLINGHAM EL",0
"BELMONT SH",3
"BELVEDERE EL",2
"BELVEDERE MS",1
"BERENDO MS",3
"BERNSTEIN SH",5
"BERNSTEIN SH STEM",4
"BERTRAND AVE EL",4
"BETHUNE MS",4
"BLYTHE ST EL",1
"BONITA ST EL",3
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",0
"BRADDOCK DR EL",11
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",5
"BRAINARD EL",8
"BRAVO SH MEDICAL MAG",11
"BREED ST EL",0
"BRENTWOOD EL SCI MAG",1
"BRIDGE ST EL",0
"BRIDGES SCHOOL",8
"BRIGHT EL",2
"BROAD AVE EL",7
"BROADACRES AV EL",0
"BROADOUS EEC",1
"BROADOUS EL",0
"BROADWAY EL",7
"BROCKTON AVE EL",4
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",4
"BRYSON AVE EL",2
"BUCHANAN ST EL",1
"BUDLONG AVE EL",1
"BURBANK BLVD EL",0
"BURBANK MS A/T/C MAG",7
"BURKE HS",0
"BURROUGHS MS",11
"BURTON ST EL",0
"BUSHNELL WAY EL",0
"BYRD MS",8
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",1
"CAHUENGA EL",3
"CALABASH CA",17
"CALAHAN ST EL",9
"CALVERT CES",5
"CAMELLIA AVE EL",1
"CANFIELD AVE EL",7
"CANOGA PARK EEC",0
"CANOGA PARK EL",1
"CANOGA PRK SH",10
"CANTARA ST EL",1
"CANTERBURY AVE EL",2
"CANYON CEL",6
"CAPISTRANO AVE EL",2
"CARDENAS EL",1
"CARLSON HOSPITAL",0
"CARNEGIE MS",4
"CAROLDALE LC",1
"CARPENTER COMM CHTR",11
"CARSON ACAD ED & EMP",3
"CARSON ACAD MED ARTS",3
"CARSON SH",1
"CARSON ST EL",3
"CARSON-GORE ACADEMY",6
"CARTHAY EL ES MAG",1
"CARVER MS",1
"CASTELAR ST EEC",1
"CASTELAR ST EL",6
"CASTLE HTS EL",3
"CASTLEBAY LN CHTR",0
"CASTRO MS",1
"CATSKILL AVE EL",9
"CDS AGGELER",0
"CDS ALONZO",0
"CDS JOHNSON",0
"CDS JOHNSTON",0
"CDS LONDON",0
"CDS TRI-C",0
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",0
"CENTURY PARK EL",1
"CHANDLER EL",2
"CHAPMAN EL",2
"CHARNOCK ROAD EL",1
"CHASE ST EEC",1
"CHASE ST EL",2
"CHATSWORTH CHS",20
"CHATSWORTH UP/CD MAG",4
"CHAVEZ EL",3
"CHAVEZ LA ARTES MAG",8
"CHAVEZ LA ASE",2
"CHAVEZ LA SJ HUM AC",2
"CHAVEZ LA TECH PREP",2
"CHEREMOYA AVE EL",1
"CHEVIOT HILLS HS",0
"CIENEGA EL",3
"CIMARRON AVE EL",2
"CITY OF ANGELS",5
"CITY TERRACE EL",2
"CLEVELAND CHS",12
"CLEVELAND EEC",0
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",2
"CLINTON MS",3
"CLOVER AVE EL",4
