"School name","Cases among staff and students"
"Unassigned",44
"102ND ST EEC",0
"107TH ST EL",2
"109TH ST EL",0
"10TH ST EL",0
"112TH ST EEC",0
"112TH ST EL",0
"116TH ST EL",0
"118TH ST EL",0
"122ND ST EL",2
"135TH ST EL",0
"153RD ST EL",0
"156TH ST EL",0
"15TH ST EL",0
"186TH ST EL",0
"1ST ST EL",0
"20TH ST EL",0
"232ND PL EL",0
"24TH ST EEC",0
"24TH ST EL",0
"28TH ST EEC",0
"28TH ST EL",0
"2ND ST EL",0
"32ND ST USC PA MAG",3
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",0
"42ND ST EL",0
"49TH ST EL",2
"4TH ST EEC",0
"4TH ST EL",2
"4TH ST PC",0
"52ND ST EL",1
"54TH ST EL",1
"59TH ST EL",0
"61ST ST EL",0
"66TH ST EEC",1
"66TH ST EL",0
"6TH AVE EL",1
"74TH ST EL",0
"75TH ST EEC",0
"75TH ST EL",1
"7TH ST EL AI MAG",1
"92ND ST EL",0
"93RD ST EL",1
"95TH ST EEC",0
"95TH ST EL",0
"96TH ST EL",0
"97TH ST EEC",0
"99TH ST EL",0
"9TH ST EL",0
"ACAD ENRICH SCI MAG",0
"ADAMS MS",1
"ADDAMS HS",0
"AE VIRTUAL ACAD",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",1
"ALEXANDER SCS",1
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",1
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",2
"ALTA LOMA EL",0
"AMANECER PC",0
"AMBLER AVE EL",0
"AMESTOY EL",0
"ANATOLA AVE EL",0
"ANDASOL AVE EL",0
"ANGELES MESA EL",0
"ANGELOU COMMUNITY SH",2
"ANGEL'S GATE HS",0
"ANN ST EL",0
"ANNALEE AVE EL",0
"ANNANDALE EL",0
"ANTON EEC",1
"ANTON EL",0
"APPERSON ST EL",0
"ARAGON AVE EL",0
"ARLETA SH",1
"ARLINGTON HTS EL",0
"ARMINTA ST EEC",0
"ARMINTA ST EL",0
"ARMSTRONG MS",3
"ARROYO SECO MUS/S MAG",1
"ASCOT AVE EL",0
"ATWATER AVE EL",0
"AUDUBON MS",2
"AUGUSTUS F HAWKINS SH - COMMUNITY HEALTH ADVOCATES SCHOOL",0
"AUGUSTUS F HAWKINS SH - RESPONSIBLE INDIGENOUS SOC ENTRPRENR",0
"AURORA EL",1
"AVALON GARDENS EL",0
"BACA ARTS ACAD",1
"BAKEWELL PC",0
"BALA",0
"BALBOA EL G/HG/HA MAG",2
"BALDWIN HILLS EL",0
"BANCROFT MS",1
"BANDINI ST EL",0
"BANNEKER CTC",0
"BANNING SH",2
"BARRETT EL",1
"BARTON HILL EL",0
"BASSETT ST EL",0
"BEACHY AVE EL",1
"BECKFORD CES",2
"BEETHOVEN ST EL",0
"BELL SH",3
"BELLINGHAM EL",1
"BELMONT SH",1
"BELVEDERE EL",0
"BELVEDERE MS",0
"BERENDO MS",0
"BERNSTEIN SH",0
"BERNSTEIN SH STEM",1
"BERTRAND AVE EL",0
"BETHUNE MS",3
"BLYTHE ST EL",1
"BONITA ST EL",0
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",0
"BRADDOCK DR EL",4
"BRADLEY EEC",1
"BRADLEY GLBL AWR MAG",0
"BRAINARD EL",0
"BRAVO SH MEDICAL MAG",1
"BREED ST EL",0
"BRENTWOOD EL SCI MAG",2
"BRIDGE ST EL",0
"BRIDGES SCHOOL",1
"BRIGHT EL",0
"BROAD AVE EL",1
"BROADACRES AV EL",0
"BROADOUS EEC",1
"BROADOUS EL",0
"BROADWAY EL",0
"BROCKTON AVE EL",0
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",2
"BRYSON AVE EL",0
"BUCHANAN ST EL",0
"BUDLONG AVE EL",0
"BURBANK BLVD EL",0
"BURBANK MS A/T/C MAG",1
"BURKE HS",0
"BURROUGHS MS",0
"BURTON ST EL",0
"BUSHNELL WAY EL",1
"BYRD MS",1
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",0
"CAHUENGA EL",0
"CALABASH CA",0
"CALAHAN ST EL",0
"CALVERT CES",0
"CAMELLIA AVE EL",0
"CANFIELD AVE EL",0
"CANOGA PARK EEC",0
"CANOGA PARK EL",0
"CANOGA PRK SH",0
"CANTARA ST EL",0
"CANTERBURY AVE EL",0
"CANYON CEL",0
"CAPISTRANO AVE EL",0
"CARDENAS EL",0
"CARLSON HOSPITAL",1
"CARNEGIE MS",0
"CAROLDALE LC",0
"CARPENTER COMM CHTR",5
"CARSON ACAD ED & EMP",0
"CARSON ACAD MED ARTS",1
"CARSON SH",0
"CARSON ST EL",1
"CARSON-GORE ACADEMY",0
"CARTHAY EL ES MAG",0
"CARVER MS",0
"CASTELAR ST EEC",0
"CASTELAR ST EL",1
"CASTLE HTS EL",1
"CASTLEBAY LN CHTR",0
"CASTRO MS",0
"CATSKILL AVE EL",0
"CDS AGGELER",0
