"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","12.013214535989588"
"Bell/Cudahy/Maywood Community of Schools","23.150197117119571"
"Boyle Heights Community of Schools","9.6006144393241168"
"Canoga Park/Chatsworth Community of Schools","68.965997673268362"
"Carson Community of Schools","40.8085534728079"
"Cleveland Community of Schools","33.679841249613141"
"Downtown Community of Schools","16.564107236030246"
"Eagle Rock/Highland Park Community of Schools","60.630918201758291"
"East Los Angeles Community of Schools","20.053522159141984"
"Fairfax Community of Schools","55.1948051948052"
"Fremont Community of Schools","13.300721933629399"
"Gardena Community of Schools","39.20646122480985"
"Glassell Park/Los Feliz Community of Schools","48.15630159603743"
"H.E.E.T. (C/D) Community of Schools","39.861812383736378"
"H.E.E.T. (W) Community of Schools","11.88001188001188"
"Hamilton Community of Schools","83.139341536415031"
"Harbor City/Lomita Community of Schools","43.22455154527772"
"Historic Central Avenue Community of Schools","20.263424518743669"
"Hollywood Community of Schools","14.298105977561505"
"Huntington Park/Vernon Community of Schools","17.190051648291544"
"Kennedy/NAHS/VAAS Community of Schools","53.558039061663159"
"Kreatwn/PcoUnion Community of Schools","21.511812791110945"
"LA Mid-City Community of Schools","57.686391139370322"
"Lincoln Heights/El Sereno Community of Schools","15.37042729787888"
"MacArthur Park Community of Schools","13.061821601640563"
"Manual Arts/Vermont Square Community of Schools","31.36916607032575"
"Monroe Community of Schools","52.435680331462265"
"North Hollywood/Valley Village Community of Schools","44.539101281916317"
"Panorama City Community of Schools","40.375492076309683"
"Reseda Community of Schools","44.275774826059454"
"Rivera Community of Schools","26.782366489903048"
"San Fernando Valley/Sylmar Community of Schools","44.666120747413082"
"San Pedro Community of Schools","23.546443178944248"
"South Gate Community of Schools","24.04690997206859"
"South Mid-City Community of Schools","29.033054132129429"
"Sun Valley Community of Schools","39.073066634606718"
"Sunland/Tujunga Community of Schools","77.490313710786154"
"Taft Community of Schools","71.885041441726386"
"Van Nuys/Valley Glen Community of Schools","38.012876862037011"
"Venice Community of Schools","82.955255369048473"
"West LA Community of Schools","72.486073737203228"
"Westchester Community of Schools","60.650476358949739"
"Wilmington Community of Schools","27.258478522590462"
"District Wide","37.548554164868371"
