"Community of Schools","Staff and Student Case Rate"
"- Community of Schools",0
"Achievement Network Community of Schools","1.8710824211806529"
"Bell/Cudahy/Maywood Community of Schools","6.3557032903475932"
"Boyle Heights Community of Schools","6.0725671777744044"
"Canoga Park/Chatsworth Community of Schools","6.30771559771913"
"Carson Community of Schools","11.56737998843262"
"Cleveland Community of Schools","5.023989550101736"
"Downtown Community of Schools","4.5873313200045871"
"Eagle Rock/Highland Park Community of Schools","7.5920536505124634"
"East Los Angeles Community of Schools","6.4093114476711772"
"Fairfax Community of Schools","7.9719387755102042"
"Fremont Community of Schools","9.4522425445436937"
"Gardena Community of Schools","5.0777402025002791"
"Glassell Park/Los Feliz Community of Schools","8.17312494891797"
"H.E.E.T. (C/D) Community of Schools",0
"H.E.E.T. (W) Community of Schools","5.3725890506635148"
"Hamilton Community of Schools","7.6196281621456876"
"Harbor City/Lomita Community of Schools","3.5111537651272209"
"Historic Central Avenue Community of Schools","5.3618344622973675"
"Hollywood Community of Schools","9.0922315973232468"
"Huntington Park/Vernon Community of Schools","6.6103562247521115"
"Kennedy/NAHS/VAAS Community of Schools","9.6407843742166879"
"Kreatwn/PcoUnion Community of Schools","6.1716965993951742"
"LA Mid-City Community of Schools","3.6096304941584143"
"Lincoln Heights/El Sereno Community of Schools","7.315556530963093"
"MacArthur Park Community of Schools","1.2534626906830117"
"Manual Arts/Vermont Square Community of Schools","6.3311174422285532"
"Monroe Community of Schools","3.2508167677128879"
"North Hollywood/Valley Village Community of Schools","8.9631167744730433"
"Panorama City Community of Schools",0
"Reseda Community of Schools","2.4899571727366285"
"Rivera Community of Schools","1.4042774290488829"
"San Fernando Valley/Sylmar Community of Schools","8.5570527228541771"
"San Pedro Community of Schools","2.4291301285009839"
"SO Los Angeles Community of Schools","5.05545837841117"
"South Gate Community of Schools","5.5895274613484176"
"South Mid-City Community of Schools","1.3034410844629822"
"Sun Valley Community of Schools","2.0865210738628459"
"Sunland/Tujunga Community of Schools","4.5279601539506453"
"Taft Community of Schools","7.1098930930620368"
"Van Nuys/Valley Glen Community of Schools","8.25000825000825"
"Venice Community of Schools","9.3682958133086025"
"West LA Community of Schools","11.502897845418749"
"Westchester Community of Schools","4.5229426264727834"
"Wilmington Community of Schools","7.4117995849392235"
"District Wide","6.1165557576819936"
