"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","1007.377979568672"
"Bell/Cudahy/Maywood Community of Schools","721.32301196340609"
"Boyle Heights Community of Schools","742.8166255866563"
"Canoga Park/Chatsworth Community of Schools","625.9168007747412"
"Carson Community of Schools","837.349286360531"
"Cleveland Community of Schools","725.55234542275582"
"Downtown Community of Schools","601.40983314000175"
"Eagle Rock/Highland Park Community of Schools","576.47270762024857"
"East Los Angeles Community of Schools","725.97514457979571"
"Fairfax Community of Schools","603.16209981432507"
"Fremont Community of Schools","1155.0955654604518"
"Gardena Community of Schools","724.38811590209855"
"Glassell Park/Los Feliz Community of Schools","624.78654800409822"
"H.E.E.T. (C/D) Community of Schools","604.642494771499"
"H.E.E.T. (W) Community of Schools","865.42799721094286"
"Hamilton Community of Schools","535.86756591048436"
"Harbor City/Lomita Community of Schools","828.48186296462154"
"Historic Central Avenue Community of Schools","991.54329870488277"
"Hollywood Community of Schools","538.00451161263675"
"Huntington Park/Vernon Community of Schools","832.4247753805995"
"Kennedy/NAHS/VAAS Community of Schools","643.77526654618566"
"Kreatwn/PcoUnion Community of Schools","850.23649923101482"
"LA Mid-City Community of Schools","688.93556111460407"
"Lincoln Heights/El Sereno Community of Schools","587.65974560755853"
"MacArthur Park Community of Schools","730.23818691897236"
"Manual Arts/Vermont Square Community of Schools","889.28775393652609"
"Monroe Community of Schools","831.49914404499873"
"North Hollywood/Valley Village Community of Schools","746.09600925390407"
"Panorama City Community of Schools","938.71274804129746"
"Reseda Community of Schools","729.15605051281818"
"Rivera Community of Schools","1075.6266105380455"
"San Fernando Valley/Sylmar Community of Schools","841.56720488070926"
"San Pedro Community of Schools","748.6707731482727"
"South Gate Community of Schools","748.1105413251147"
"South Mid-City Community of Schools","914.91443993000973"
"Sun Valley Community of Schools","723.97430615950327"
"Sunland/Tujunga Community of Schools","731.565803082667"
"Taft Community of Schools","604.0532850868874"
"Van Nuys/Valley Glen Community of Schools","805.63765041490649"
"Venice Community of Schools","504.20168067226894"
"West LA Community of Schools","509.590204543846"
"Westchester Community of Schools","501.11787834399814"
"Wilmington Community of Schools","1071.7172883704816"
"District Wide","751.43122587437779"
