"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","14.009526478005043"
"Bell/Cudahy/Maywood Community of Schools","23.145784403825864"
"Boyle Heights Community of Schools","12.000768049155145"
"Canoga Park/Chatsworth Community of Schools","77.3142021313645"
"Carson Community of Schools","44.444444444444443"
"Cleveland Community of Schools","37.332799140435064"
"Downtown Community of Schools","18.221574344023324"
"Eagle Rock/Highland Park Community of Schools","65.997181741968859"
"East Los Angeles Community of Schools","22.124811593401272"
"Fairfax Community of Schools","65.987321780143219"
"Fremont Community of Schools","19.939737681673165"
"Gardena Community of Schools","45.862836560510978"
"Glassell Park/Los Feliz Community of Schools","53.077512827065604"
"H.E.E.T. (C/D) Community of Schools","41.776646854408391"
"H.E.E.T. (W) Community of Schools","13.867702121758425"
"Hamilton Community of Schools","96.220094557031189"
"Harbor City/Lomita Community of Schools","47.0552326690491"
"Historic Central Avenue Community of Schools","25.088049404158827"
"Hollywood Community of Schools","17.153149032276509"
"Huntington Park/Vernon Community of Schools","19.53094482898705"
"Kennedy/NAHS/VAAS Community of Schools","70.703680162261378"
"Kreatwn/PcoUnion Community of Schools","24.3161094224924"
"LA Mid-City Community of Schools","58.889045357366896"
"Lincoln Heights/El Sereno Community of Schools","18.661938975459549"
"MacArthur Park Community of Schools","13.057046235000717"
"Manual Arts/Vermont Square Community of Schools","32.296264398751212"
"Monroe Community of Schools","57.579429533950375"
"North Hollywood/Valley Village Community of Schools","54.265951759998707"
"Panorama City Community of Schools","38.906020346407679"
"Reseda Community of Schools","46.094611449539961"
"Rivera Community of Schools","26.801029159519725"
"San Fernando Valley/Sylmar Community of Schools","47.765860436840505"
"San Pedro Community of Schools","27.033154856375464"
"South Gate Community of Schools","27.129847147974822"
"South Mid-City Community of Schools","28.99769468327268"
"Sun Valley Community of Schools","38.319645956525981"
"Sunland/Tujunga Community of Schools","72.554415811858888"
"Taft Community of Schools","81.965445093936722"
"Van Nuys/Valley Glen Community of Schools","46.310864647592133"
"Venice Community of Schools","81.9017588402711"
"West LA Community of Schools","82.4328619100588"
"Westchester Community of Schools","70.834071188241552"
"Wilmington Community of Schools","29.527670834610973"
"District Wide","41.859737513553171"
