"School name","Cases among staff and students"
"Unassigned",378
"102ND ST EEC",0
"107TH ST EL",19
"109TH ST EL",5
"10TH ST EL",10
"112TH ST EEC",1
"112TH ST EL",3
"116TH ST EL",2
"118TH ST EL",3
"122ND ST EL",5
"135TH ST EL",7
"153RD ST EL",2
"156TH ST EL",5
"15TH ST EL",7
"186TH ST EL",10
"1ST ST EL",6
"20TH ST EL",5
"232ND PL EL",5
"24TH ST EEC",1
"24TH ST EL",3
"28TH ST EEC",0
"28TH ST EL",2
"2ND ST EL",0
"32ND ST USC PA MAG",4
"36TH ST EEC",2
"37TH ST EEC",0
"3RD ST EL",12
"42ND ST EL",3
"49TH ST EL",5
"4TH ST EEC",1
"4TH ST EL",3
"4TH ST PC",3
"52ND ST EL",6
"54TH ST EL",11
"59TH ST EL",0
"61ST ST EL",7
"66TH ST EEC",1
"66TH ST EL",6
"6TH AVE EL",6
"74TH ST EL",2
"75TH ST EEC",0
"75TH ST EL",12
"7TH ST EL AI MAG",5
"92ND ST EL",3
"93RD ST EL",3
"95TH ST EEC",2
"95TH ST EL",9
"96TH ST EL",1
"97TH ST EEC",0
"99TH ST EL",2
"9TH ST EL",5
"ACAD ENRICH SCI MAG",3
"ADAMS MS",12
"ADDAMS HS",1
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",2
"ALDAMA EL",1
"ALEXANDER SCS",11
"ALEXANDRIA AVE EEC",1
"ALEXANDRIA AVE EL",0
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",4
"ALTA LOMA EL",5
"AMANECER PC",2
"AMBLER AVE EL",6
"AMESTOY EL",18
"ANATOLA AVE EL",2
"ANDASOL AVE EL",4
"ANGELES MESA EL",1
"ANGELOU COMMUNITY SH",8
"ANGEL'S GATE HS",0
"ANN ST EL",1
"ANNALEE AVE EL",0
"ANNANDALE EL",1
"ANTON EEC",0
"ANTON EL",2
"APPERSON ST EL",4
"ARAGON AVE EL",3
"ARLETA SH",14
"ARLINGTON HTS EL",1
"ARMINTA ST EEC",1
"ARMINTA ST EL",2
"ARMSTRONG MS",3
"ARROYO SECO MUS/S MAG",6
"ASCOT AVE EL",6
"ATWATER AVE EL",1
"AUDUBON MS",8
"AURORA EL",6
"AVALON GARDENS EL",2
"BACA ARTS ACAD",1
"BAKEWELL PC",4
"BALA",3
"BALBOA EL G/HG/HA MAG",22
"BALDWIN HILLS EL",4
"BANCROFT MS",6
"BANDINI ST EL",2
"BANNEKER CTC",7
"BANNING SH",33
"BARRETT EL",4
"BARTON HILL EL",7
"BASSETT ST EL",9
"BEACHY AVE EL",2
"BECKFORD CES",6
"BEETHOVEN ST EL",7
"BELL SH",8
"BELLINGHAM EL",3
"BELMONT SH",8
"BELVEDERE EL",8
"BELVEDERE MS",7
"BERENDO MS",3
"BERNSTEIN SH",15
"BERNSTEIN SH STEM",12
"BERTRAND AVE EL",0
"BETHUNE MS",16
"BLYTHE ST EL",2
"BONITA ST EL",5
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",8
"BRADDOCK DR EL",5
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",3
"BRAINARD EL",3
"BRAVO SH MEDICAL MAG",20
"BREED ST EL",2
"BRENTWOOD EL SCI MAG",7
"BRIDGE ST EL",6
"BRIDGES SCHOOL",16
"BRIGHT EL",4
"BROAD AVE EL",1
"BROADACRES AV EL",8
"BROADOUS EEC",0
"BROADOUS EL",5
"BROADWAY EL",10
"BROCKTON AVE EL",3
"BROOKLYN AVE EEC",1
"BROOKLYN AVE EL",4
"BRYSON AVE EL",6
"BUCHANAN ST EL",1
"BUDLONG AVE EL",5
"BURBANK BLVD EL",5
"BURBANK MS A/T/C MAG",5
"BURKE HS",0
"BURROUGHS MS",20
"BURTON ST EL",10
"BUSHNELL WAY EL",2
"BYRD MS",10
"CABRILLO AVE EEC",2
"CABRILLO AVE EL",5
"CAHUENGA EL",4
"CALABASH CA",5
"CALAHAN ST EL",10
"CALVERT CES",2
"CAMELLIA AVE EL",5
"CANFIELD AVE EL",2
"CANOGA PARK EEC",4
"CANOGA PARK EL",3
"CANOGA PRK SH",9
"CANTARA ST EL",4
"CANTERBURY AVE EL",11
"CANYON CEL",4
"CAPISTRANO AVE EL",4
"CARDENAS EL",8
"CARLSON HOSPITAL",3
"CARNEGIE MS",12
"CAROLDALE LC",18
"CARPENTER COMM CHTR",7
"CARSON ACAD ED & EMP",7
"CARSON ACAD MED ARTS",8
"CARSON SH",23
"CARSON ST EL",2
"CARSON-GORE ACADEMY",4
"CARTHAY EL ES MAG",4
"CARVER MS",6
"CASTELAR ST EEC",2
"CASTELAR ST EL",13
"CASTLE HTS EL",2
"CASTLEBAY LN CHTR",6
"CASTRO MS",4
"CATSKILL AVE EL",6
"CDS AGGELER",1
"CDS ALONZO",0
"CDS JOHNSON",0
"CDS JOHNSTON",1
"CDS LONDON",0
"CDS TRI-C",3
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",4
"CENTURY PARK EL",4
"CHANDLER EL",4
"CHAPMAN EL",4
"CHARNOCK ROAD EL",2
"CHASE ST EEC",2
"CHASE ST EL",8
"CHATSWORTH CHS",16
"CHATSWORTH UP/CD MAG",5
"CHAVEZ EL",5
"CHAVEZ LA ARTES MAG",4
"CHAVEZ LA ASE",6
"CHAVEZ LA SJ HUM AC",5
"CHAVEZ LA TECH PREP",5
"CHEREMOYA AVE EL",3
"CHEVIOT HILLS HS",0
"CIENEGA EL",12
"CIMARRON AVE EL",8
"CITY OF ANGELS",12
"CITY TERRACE EL",5
"CLEVELAND CHS",25
"CLEVELAND EEC",0
"CLEVELAND INFANT CTR",1
"CLIFFORD ST M/T MAG",0
"CLINTON MS",12
"CLOVER AVE EL",3
"COCHRAN MS",6
"COEUR D ALENE AVE EL",3
"COHASSET ST EL",9
"COLDWATER CYN EL",3
"COLFAX CEL",10
"COLISEUM ST EL",2
"COLLINS EEC",0
"COLUMBUS AVE EL",6
"COLUMBUS MS",4
"COMMONWLTH AVE EL",9
"COMMUNITY EL MAG CS",0
"COMPTON AVE EL",2
"CONTRERAS LC ALC",5
"CONTRERAS LC BUS TR",6
"CONTRERAS LC GLBL ST",3
"CONTRERAS LC SOC JUS",3
"CORONA AVE EL",10
"CORTINES SCH OF VAPA",13
"COUGHLIN EL",3
"COWAN AVE EL",15
"CRENSHAW ARTS TECH",2
"CRENSHAW MAG STEMM",5
"CRESCENT HTS BL EEC",4
