"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","2.014910336490026"
"Bell/Cudahy/Maywood Community of Schools","7.4904836809598709"
"Boyle Heights Community of Schools","5.5750682945866084"
"Canoga Park/Chatsworth Community of Schools","8.3644094378419815"
"Carson Community of Schools","13.639215472326031"
"Cleveland Community of Schools","11.894849530153442"
"Downtown Community of Schools","8.287338604080686"
"Eagle Rock/Highland Park Community of Schools","25.757629587522647"
"East Los Angeles Community of Schools","3.4521565622044088"
"Fairfax Community of Schools","16.227619408232812"
"Fremont Community of Schools","11.867059268544136"
"Gardena Community of Schools","12.372479107381873"
"Glassell Park/Los Feliz Community of Schools","20.676821283341376"
"H.E.E.T. (C/D) Community of Schools","21.008403361344538"
"H.E.E.T. (W) Community of Schools","7.990890384961145"
"Hamilton Community of Schools","20.238095238095237"
"Harbor City/Lomita Community of Schools","17.855548611731095"
"Historic Central Avenue Community of Schools","7.7608117809122836"
"Hollywood Community of Schools","10.469211002189017"
"Huntington Park/Vernon Community of Schools","3.1342067322760605"
"Kennedy/NAHS/VAAS Community of Schools","5.0125313283208026"
"Kreatwn/PcoUnion Community of Schools","7.5030012004801918"
"LA Mid-City Community of Schools","10.276568140069624"
"Lincoln Heights/El Sereno Community of Schools","3.2860867088746248"
"MacArthur Park Community of Schools","9.1835797593902111"
"Manual Arts/Vermont Square Community of Schools","6.8932239608464885"
"Monroe Community of Schools","8.6464800179846772"
"North Hollywood/Valley Village Community of Schools","22.781637999772183"
"Panorama City Community of Schools","13.01461975619279"
"Reseda Community of Schools","18.155575123230967"
"Rivera Community of Schools","3.8346793057696584"
"San Fernando Valley/Sylmar Community of Schools","13.718875301659361"
"San Pedro Community of Schools","7.8603306579096763"
"South Gate Community of Schools","4.9363214532530355"
"South Mid-City Community of Schools","7.2938396230543683"
"Sun Valley Community of Schools","19.621160667119462"
"Sunland/Tujunga Community of Schools","5.0292956471446173"
"Taft Community of Schools","17.256751704104229"
"Van Nuys/Valley Glen Community of Schools","19.066685733352397"
"Venice Community of Schools","14.369880729989941"
"West LA Community of Schools","31.901106569634134"
"Westchester Community of Schools","12.680378382490932"
"Wilmington Community of Schools","3.4130081115826121"
"District Wide","11.506016435436109"
