"School name","Cases among staff and students"
"Unassigned",166
"102ND ST EEC",0
"107TH ST EL",5
"109TH ST EL",0
"10TH ST EL",0
"112TH ST EEC",0
"112TH ST EL",0
"116TH ST EL",0
"118TH ST EL",0
"122ND ST EL",5
"135TH ST EL",0
"153RD ST EL",0
"156TH ST EL",5
"15TH ST EL",0
"186TH ST EL",2
"1ST ST EL",0
"20TH ST EL",1
"232ND PL EL",3
"24TH ST EEC",0
"24TH ST EL",2
"28TH ST EEC",0
"28TH ST EL",5
"2ND ST EL",1
"32ND ST USC PA MAG",4
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",3
"42ND ST EL",1
"49TH ST EL",0
"4TH ST EEC",0
"4TH ST EL",0
"4TH ST PC",1
"52ND ST EL",0
"54TH ST EL",1
"59TH ST EL",1
"61ST ST EL",1
"66TH ST EEC",0
"66TH ST EL",0
"6TH AVE EL",2
"74TH ST EL",3
"75TH ST EEC",0
"75TH ST EL",1
"7TH ST EL AI MAG",0
"92ND ST EL",1
"93RD ST EL",7
"95TH ST EEC",0
"95TH ST EL",0
"96TH ST EL",0
"97TH ST EEC",0
"99TH ST EL",1
"9TH ST EL",0
"ACAD ENRICH SCI MAG",1
"ADAMS MS",0
"ADDAMS HS",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",1
"ALEXANDER SCS",1
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",1
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",3
"ALTA LOMA EL",3
"AMANECER PC",1
"AMBLER AVE EL",3
"AMESTOY EL",6
"ANATOLA AVE EL",3
"ANDASOL AVE EL",2
"ANGELES MESA EL",5
"ANGELOU COMMUNITY SH",2
"ANGEL'S GATE HS",0
"ANN ST EL",1
"ANNALEE AVE EL",0
"ANNANDALE EL",1
"ANTON EEC",0
"ANTON EL",2
"APPERSON ST EL",0
"ARAGON AVE EL",3
"ARLETA SH",4
"ARLINGTON HTS EL",2
"ARMINTA ST EEC",0
"ARMINTA ST EL",1
"ARMSTRONG MS",13
"ARROYO SECO MUS/S MAG",2
"ASCOT AVE EL",1
"ATWATER AVE EL",1
"AUDUBON MS",1
"AURORA EL",1
"AVALON GARDENS EL",3
"BACA ARTS ACAD",1
"BAKEWELL PC",1
"BALA",0
"BALBOA EL G/HG/HA MAG",8
"BALDWIN HILLS EL",4
"BANCROFT MS",1
"BANDINI ST EL",0
"BANNEKER CTC",1
"BANNING SH",7
"BARRETT EL",3
"BARTON HILL EL",0
"BASSETT ST EL",2
"BEACHY AVE EL",4
"BECKFORD CES",11
"BEETHOVEN ST EL",0
"BELL SH",5
"BELLINGHAM EL",0
"BELMONT SH",1
"BELVEDERE EL",0
"BELVEDERE MS",3
"BERENDO MS",1
"BERNSTEIN SH",6
"BERNSTEIN SH STEM",2
"BERTRAND AVE EL",3
"BETHUNE MS",1
"BLYTHE ST EL",2
"BONITA ST EL",2
"BOYLE HEIGHTS HS",1
"BOYLE HTS STEM MAG",0
"BRADDOCK DR EL",6
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",5
"BRAINARD EL",4
"BRAVO SH MEDICAL MAG",15
"BREED ST EL",0
"BRENTWOOD EL SCI MAG",2
"BRIDGE ST EL",1
"BRIDGES SCHOOL",6
"BRIGHT EL",0
"BROAD AVE EL",3
"BROADACRES AV EL",0
"BROADOUS EEC",1
"BROADOUS EL",0
"BROADWAY EL",11
"BROCKTON AVE EL",1
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",1
"BRYSON AVE EL",1
"BUCHANAN ST EL",1
"BUDLONG AVE EL",4
"BURBANK BLVD EL",1
"BURBANK MS A/T/C MAG",4
"BURKE HS",0
"BURROUGHS MS",4
"BURTON ST EL",2
"BUSHNELL WAY EL",0
"BYRD MS",9
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",0
"CAHUENGA EL",0
"CALABASH CA",1
"CALAHAN ST EL",1
"CALVERT CES",2
"CAMELLIA AVE EL",2
"CANFIELD AVE EL",2
"CANOGA PARK EEC",0
"CANOGA PARK EL",1
"CANOGA PRK SH",8
"CANTARA ST EL",1
"CANTERBURY AVE EL",3
