"School name","Cases among staff and students"
"Unassigned",209
"102ND ST EEC",0
"107TH ST EL",1
"109TH ST EL",0
"10TH ST EL",0
"112TH ST EEC",0
"112TH ST EL",4
"116TH ST EL",1
"118TH ST EL",1
"122ND ST EL",5
"135TH ST EL",2
"153RD ST EL",4
"156TH ST EL",0
"15TH ST EL",1
"186TH ST EL",4
"1ST ST EL",2
"20TH ST EL",4
"232ND PL EL",1
"24TH ST EEC",0
"24TH ST EL",2
"28TH ST EEC",0
"28TH ST EL",4
"2ND ST EL",2
"32ND ST USC PA MAG",16
"36TH ST EEC",0
"37TH ST EEC",0
"3RD ST EL",1
"42ND ST EL",0
"49TH ST EL",1
"4TH ST EEC",0
"4TH ST EL",2
"4TH ST PC",1
"52ND ST EL",4
"54TH ST EL",0
"59TH ST EL",0
"61ST ST EL",0
"66TH ST EEC",0
"66TH ST EL",5
"6TH AVE EL",2
"74TH ST EL",2
"75TH ST EEC",3
"75TH ST EL",8
"7TH ST EL AI MAG",7
"92ND ST EL",3
"93RD ST EL",2
"95TH ST EEC",0
"95TH ST EL",0
"96TH ST EL",3
"97TH ST EEC",0
"99TH ST EL",1
"9TH ST EL",1
"ACAD ENRICH SCI MAG",0
"ADAMS MS",4
"ADDAMS HS",4
"AE VIRTUAL ACAD",0
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",5
"ALDAMA EL",2
"ALEXANDER SCS",3
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",4
"ALLESANDRO EL",1
"ALTA CALIFORNIA EL",2
"ALTA LOMA EL",0
"AMANECER PC",2
"AMBLER AVE EL",4
"AMESTOY EL",5
"ANATOLA AVE EL",6
"ANDASOL AVE EL",2
"ANGELES MESA EL",2
"ANGELOU COMMUNITY SH",10
"ANGEL'S GATE HS",1
"ANN ST EL",0
"ANNALEE AVE EL",0
"ANNANDALE EL",1
"ANTON EEC",0
"ANTON EL",8
"APPERSON ST EL",2
"ARAGON AVE EL",1
"ARLETA SH",9
"ARLINGTON HTS EL",5
"ARMINTA ST EEC",1
"ARMINTA ST EL",1
"ARMSTRONG MS",11
"ARROYO SECO MUS/S MAG",8
"ASCOT AVE EL",4
"ATWATER AVE EL",1
"AUDUBON MS",3
"AUGUSTUS F HAWKINS SH - COMMUNITY HEALTH ADVOCATES SCHOOL",0
"AUGUSTUS F HAWKINS SH - RESPONSIBLE INDIGENOUS SOC ENTRPRENR",0
"AURORA EL",1
"AVALON GARDENS EL",1
"BACA ARTS ACAD",6
"BAKEWELL PC",3
"BALA",0
"BALBOA EL G/HG/HA MAG",8
"BALDWIN HILLS EL",4
"BANCROFT MS",3
"BANDINI ST EL",0
"BANNEKER CTC",6
"BANNING SH",27
"BARRETT EL",0
"BARTON HILL EL",0
"BASSETT ST EL",5
"BEACHY AVE EL",3
"BECKFORD CES",3
"BEETHOVEN ST EL",0
"BELL SH",26
"BELLINGHAM EL",9
"BELMONT SH",0
"BELVEDERE EL",16
"BELVEDERE MS",5
"BERENDO MS",0
"BERNSTEIN SH",7
"BERNSTEIN SH STEM",2
"BERTRAND AVE EL",0
"BETHUNE MS",10
"BLYTHE ST EL",3
"BONITA ST EL",2
"BOYLE HEIGHTS HS",1
"BOYLE HTS STEM MAG",2
"BRADDOCK DR EL",5
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",1
"BRAINARD EL",6
"BRAVO SH MEDICAL MAG",10
"BREED ST EL",4
"BRENTWOOD EL SCI MAG",5
"BRIDGE ST EL",1
"BRIDGES SCHOOL",4
"BRIGHT EL",2
"BROAD AVE EL",5
"BROADACRES AV EL",0
"BROADOUS EEC",2
"BROADOUS EL",5
"BROADWAY EL",3
"BROCKTON AVE EL",0
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",2
"BRYSON AVE EL",8
"BUCHANAN ST EL",5
"BUDLONG AVE EL",4
"BURBANK BLVD EL",3
"BURBANK MS A/T/C MAG",7
"BURKE HS",0
"BURROUGHS MS",22
"BURTON ST EL",2
"BUSHNELL WAY EL",1
"BYRD MS",7
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",4
"CAHUENGA EL",3
"CALABASH CA",0
"CALAHAN ST EL",4
"CALVERT CES",2
"CAMELLIA AVE EL",4
"CANFIELD AVE EL",1
"CANOGA PARK EEC",0
"CANOGA PARK EL",3
"CANOGA PRK SH",11
"CANTARA ST EL",8
"CANTERBURY AVE EL",2
"CANYON CEL",0
"CAPISTRANO AVE EL",0
"CARDENAS EL",2
"CARLSON HOSPITAL",2
"CARNEGIE MS",4
"CAROLDALE LC",6
"CARPENTER COMM CHTR",2
"CARSON ACAD ED & EMP",3
