"School name","Cases among staff and students"
"Unassigned",361
"102ND ST EEC",0
"107TH ST EL",18
"109TH ST EL",5
"10TH ST EL",9
"112TH ST EEC",1
"112TH ST EL",4
"116TH ST EL",2
"118TH ST EL",3
"122ND ST EL",22
"135TH ST EL",7
"153RD ST EL",1
"156TH ST EL",5
"15TH ST EL",4
"186TH ST EL",14
"1ST ST EL",5
"20TH ST EL",6
"232ND PL EL",5
"24TH ST EEC",1
"24TH ST EL",3
"28TH ST EEC",0
"28TH ST EL",2
"2ND ST EL",0
"32ND ST USC PA MAG",3
"36TH ST EEC",2
"37TH ST EEC",0
"3RD ST EL",16
"42ND ST EL",3
"49TH ST EL",4
"4TH ST EEC",1
"4TH ST EL",3
"4TH ST PC",3
"52ND ST EL",3
"54TH ST EL",11
"59TH ST EL",0
"61ST ST EL",4
"66TH ST EEC",1
"66TH ST EL",6
"6TH AVE EL",4
"74TH ST EL",1
"75TH ST EEC",0
"75TH ST EL",9
"7TH ST EL AI MAG",8
"92ND ST EL",3
"93RD ST EL",3
"95TH ST EEC",2
"95TH ST EL",8
"96TH ST EL",2
"97TH ST EEC",0
"99TH ST EL",2
"9TH ST EL",5
"ACAD ENRICH SCI MAG",4
"ADAMS MS",12
"ADDAMS HS",1
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",2
"ALDAMA EL",2
"ALEXANDER SCS",10
"ALEXANDRIA AVE EEC",1
"ALEXANDRIA AVE EL",0
"ALLESANDRO EL",0
"ALTA CALIFORNIA EL",3
"ALTA LOMA EL",5
"AMANECER PC",2
"AMBLER AVE EL",12
"AMESTOY EL",17
"ANATOLA AVE EL",2
"ANDASOL AVE EL",6
"ANGELES MESA EL",1
"ANGELOU COMMUNITY SH",8
"ANGEL'S GATE HS",0
"ANN ST EL",1
"ANNALEE AVE EL",9
"ANNANDALE EL",2
"ANTON EEC",0
"ANTON EL",2
"APPERSON ST EL",4
"ARAGON AVE EL",3
"ARLETA SH",14
"ARLINGTON HTS EL",1
"ARMINTA ST EEC",1
"ARMINTA ST EL",2
"ARMSTRONG MS",3
"ARROYO SECO MUS/S MAG",6
"ASCOT AVE EL",7
"ATWATER AVE EL",1
"AUDUBON MS",7
"AURORA EL",6
"AVALON GARDENS EL",2
"BACA ARTS ACAD",1
"BAKEWELL PC",4
"BALA",3
"BALBOA EL G/HG/HA MAG",21
"BALDWIN HILLS EL",4
"BANCROFT MS",8
"BANDINI ST EL",2
"BANNEKER CTC",8
"BANNING SH",25
"BARRETT EL",4
"BARTON HILL EL",12
"BASSETT ST EL",9
"BEACHY AVE EL",2
"BECKFORD CES",6
"BEETHOVEN ST EL",6
"BELL SH",4
"BELLINGHAM EL",3
"BELMONT SH",8
"BELVEDERE EL",8
"BELVEDERE MS",3
"BERENDO MS",3
"BERNSTEIN SH",9
"BERNSTEIN SH STEM",7
"BERTRAND AVE EL",0
"BETHUNE MS",16
"BLYTHE ST EL",2
"BONITA ST EL",5
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",8
"BRADDOCK DR EL",5
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",3
"BRAINARD EL",3
"BRAVO SH MEDICAL MAG",18
"BREED ST EL",0
"BRENTWOOD EL SCI MAG",6
"BRIDGE ST EL",4
"BRIDGES SCHOOL",16
"BRIGHT EL",4
"BROAD AVE EL",7
"BROADACRES AV EL",8
"BROADOUS EEC",0
"BROADOUS EL",3
"BROADWAY EL",12
"BROCKTON AVE EL",3
"BROOKLYN AVE EEC",1
"BROOKLYN AVE EL",4
"BRYSON AVE EL",6
"BUCHANAN ST EL",1
"BUDLONG AVE EL",5
"BURBANK BLVD EL",5
"BURBANK MS A/T/C MAG",4
"BURKE HS",0
"BURROUGHS MS",20
"BURTON ST EL",8
"BUSHNELL WAY EL",1
"BYRD MS",14
"CABRILLO AVE EEC",2
"CABRILLO AVE EL",4
"CAHUENGA EL",3
"CALABASH CA",4
"CALAHAN ST EL",9
"CALVERT CES",2
"CAMELLIA AVE EL",5
"CANFIELD AVE EL",2
"CANOGA PARK EEC",3
"CANOGA PARK EL",3
"CANOGA PRK SH",9
"CANTARA ST EL",6
"CANTERBURY AVE EL",10
"CANYON CEL",3
"CAPISTRANO AVE EL",5
"CARDENAS EL",8
"CARLSON HOSPITAL",2
"CARNEGIE MS",11
"CAROLDALE LC",17
"CARPENTER COMM CHTR",7
"CARSON ACAD ED & EMP",5
"CARSON ACAD MED ARTS",5
"CARSON SH",17
"CARSON ST EL",6
"CARSON-GORE ACADEMY",4
"CARTHAY EL ES MAG",3
"CARVER MS",6
"CASTELAR ST EEC",2
"CASTELAR ST EL",12
"CASTLE HTS EL",2
"CASTLEBAY LN CHTR",6
"CASTRO MS",4
"CATSKILL AVE EL",3
"CDS AGGELER",1
"CDS ALONZO",0
"CDS JOHNSON",0
"CDS JOHNSTON",1
"CDS LONDON",0
"CDS TRI-C",3
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",4
"CENTURY PARK EL",4
"CHANDLER EL",3
"CHAPMAN EL",4
