"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","6.1887570912841667"
"Bell/Cudahy/Maywood Community of Schools","9.33147740616033"
"Boyle Heights Community of Schools","6.9974109579455606"
"Canoga Park/Chatsworth Community of Schools","11.387878741867157"
"Carson Community of Schools","7.7445086593287442"
"Cleveland Community of Schools","14.730577733258698"
"Downtown Community of Schools","5.3304904051172715"
"Eagle Rock/Highland Park Community of Schools","10.785741250067412"
"East Los Angeles Community of Schools","9.8166736201438152"
"Fairfax Community of Schools","3.7852979029449618"
"Fremont Community of Schools","8.7452199422815475"
"Gardena Community of Schools","9.5269851855380363"
"Glassell Park/Los Feliz Community of Schools","8.4537106506187065"
"H.E.E.T. (C/D) Community of Schools","12.090144114517845"
"H.E.E.T. (W) Community of Schools","10.665756522110113"
"Hamilton Community of Schools","8.1469713633956573"
"Harbor City/Lomita Community of Schools","7.238404076669176"
"Historic Central Avenue Community of Schools","4.08513419665836"
"Hollywood Community of Schools","11.636871427116819"
"Huntington Park/Vernon Community of Schools","5.8065265358262694"
"Jefferson/South Central (West) Community of Schools","8.2583202576595927"
"Kennedy/NAHS/VAAS Community of Schools","7.5822484399523828"
"Kreatwn/PcoUnion Community of Schools","7.3174301185423678"
"LA Mid-City Community of Schools","8.919280511372083"
"Lincoln Heights/El Sereno Community of Schools","6.9400533612991779"
"MacArthur Park Community of Schools","4.6741348955330855"
"Manual Arts/Vermont Square Community of Schools","6.5974665728360309"
"Monroe Community of Schools","5.4563807826268844"
"North Hollywood/Valley Village Community of Schools","18.009364869732259"
"Panorama City Community of Schools","9.3127211771279566"
"Reseda Community of Schools","13.936311058462824"
"Rivera Community of Schools","8.9204619177371232"
"San Fernando Valley/Sylmar Community of Schools","18.470631695603991"
"San Pedro Community of Schools","12.849531980508248"
"South Gate Community of Schools","13.364940244648748"
"South Mid-City Community of Schools","12.510751427007586"
"Sun Valley Community of Schools","7.0426943783648426"
"Sunland/Tujunga Community of Schools","7.6832454028581676"
"Taft Community of Schools","9.941346058256288"
"Van Nuys/Valley Glen Community of Schools","7.5813095448687173"
"Venice Community of Schools","12.355746657770528"
"West LA Community of Schools","1.0535964514871514"
"Westchester Community of Schools","5.3665342921541273"
"Wilmington Community of Schools","10.974940552405341"
"District Wide","9.2558179935949738"
