"School name","Cases among staff and students"
"Unassigned",378
"102ND ST EEC",2
"107TH ST EL",13
"109TH ST EL",5
"10TH ST EL",7
"112TH ST EEC",2
"112TH ST EL",5
"116TH ST EL",4
"118TH ST EL",1
"122ND ST EL",5
"135TH ST EL",10
"153RD ST EL",5
"156TH ST EL",3
"15TH ST EL",5
"186TH ST EL",21
"1ST ST EL",9
"20TH ST EL",8
"232ND PL EL",5
"24TH ST EEC",0
"24TH ST EL",3
"28TH ST EEC",1
"28TH ST EL",5
"2ND ST EL",0
"32ND ST USC PA MAG",3
"36TH ST EEC",2
"37TH ST EEC",1
"3RD ST EL",24
"42ND ST EL",1
"49TH ST EL",8
"4TH ST EEC",2
"4TH ST EL",4
"4TH ST PC",1
"52ND ST EL",9
"54TH ST EL",2
"59TH ST EL",2
"61ST ST EL",4
"66TH ST EEC",1
"66TH ST EL",3
"6TH AVE EL",13
"74TH ST EL",2
"75TH ST EEC",0
"75TH ST EL",9
"7TH ST EL AI MAG",12
"92ND ST EL",4
"93RD ST EL",11
"95TH ST EEC",1
"95TH ST EL",9
"96TH ST EL",3
"97TH ST EEC",0
"99TH ST EL",12
"9TH ST EL",4
"ACAD ENRICH SCI MAG",13
"ADAMS MS",19
"ADDAMS HS",1
"AGGELER HS",0
"ALBION ST EEC",0
"ALBION ST EL",0
"ALDAMA EL",2
"ALEXANDER SCS",6
"ALEXANDRIA AVE EEC",0
"ALEXANDRIA AVE EL",4
"ALLESANDRO EL",2
"ALTA CALIFORNIA EL",3
"ALTA LOMA EL",4
"AMANECER PC",0
"AMBLER AVE EL",11
"AMESTOY EL",13
"ANATOLA AVE EL",1
"ANDASOL AVE EL",8
"ANGELES MESA EL",3
"ANGELOU COMMUNITY SH",8
"ANGEL'S GATE HS",0
"ANN ST EL",1
"ANNALEE AVE EL",2
"ANNANDALE EL",1
"ANTON EEC",1
"ANTON EL",5
"APPERSON ST EL",2
"ARAGON AVE EL",1
"ARLETA SH",14
"ARLINGTON HTS EL",0
"ARMINTA ST EEC",1
"ARMINTA ST EL",6
"ARMSTRONG MS",12
"ARROYO SECO MUS/S MAG",4
"ASCOT AVE EL",6
"ATWATER AVE EL",5
"AUDUBON MS",8
"AURORA EL",1
"AVALON GARDENS EL",1
"BACA ARTS ACAD",5
"BAKEWELL PC",3
"BALA",4
"BALBOA EL G/HG/HA MAG",9
"BALDWIN HILLS EL",4
"BANCROFT MS",9
"BANDINI ST EL",2
"BANNEKER CTC",12
"BANNING SH",39
"BARRETT EL",4
"BARTON HILL EL",9
"BASSETT ST EL",5
"BEACHY AVE EL",0
"BECKFORD CES",18
"BEETHOVEN ST EL",3
"BELL SH",19
"BELLINGHAM EL",9
"BELMONT SH",2
"BELVEDERE EL",2
"BELVEDERE MS",9
"BERENDO MS",11
"BERNSTEIN SH",13
"BERNSTEIN SH STEM",9
"BERTRAND AVE EL",5
"BETHUNE MS",14
"BLYTHE ST EL",1
"BONITA ST EL",4
"BOYLE HEIGHTS HS",0
"BOYLE HTS STEM MAG",4
"BRADDOCK DR EL",10
"BRADLEY EEC",0
"BRADLEY GLBL AWR MAG",3
"BRAINARD EL",3
"BRAVO SH MEDICAL MAG",19
"BREED ST EL",2
"BRENTWOOD EL SCI MAG",6
"BRIDGE ST EL",6
"BRIDGES SCHOOL",13
"BRIGHT EL",4
"BROAD AVE EL",6
"BROADACRES AV EL",11
"BROADOUS EEC",0
"BROADOUS EL",2
"BROADWAY EL",7
"BROCKTON AVE EL",1
"BROOKLYN AVE EEC",0
"BROOKLYN AVE EL",2
"BRYSON AVE EL",17
"BUCHANAN ST EL",3
"BUDLONG AVE EL",4
"BURBANK BLVD EL",4
"BURBANK MS A/T/C MAG",10
"BURKE HS",0
"BURROUGHS MS",24
"BURTON ST EL",3
"BUSHNELL WAY EL",1
"BYRD MS",10
"CABRILLO AVE EEC",0
"CABRILLO AVE EL",2
"CAHUENGA EL",5
"CALABASH CA",5
"CALAHAN ST EL",10
"CALVERT CES",3
"CAMELLIA AVE EL",4
"CANFIELD AVE EL",4
"CANOGA PARK EEC",3
"CANOGA PARK EL",5
"CANOGA PRK SH",13
"CANTARA ST EL",3
"CANTERBURY AVE EL",8
"CANYON CEL",4
"CAPISTRANO AVE EL",3
"CARDENAS EL",2
"CARLSON HOSPITAL",1
"CARNEGIE MS",11
"CAROLDALE LC",18
"CARPENTER COMM CHTR",11
"CARSON ACAD ED & EMP",7
"CARSON ACAD MED ARTS",6
"CARSON SH",16
"CARSON ST EL",10
"CARSON-GORE ACADEMY",2
"CARTHAY EL ES MAG",3
"CARVER MS",5
"CASTELAR ST EEC",0
"CASTELAR ST EL",10
"CASTLE HTS EL",3
"CASTLEBAY LN CHTR",20
"CASTRO MS",2
"CATSKILL AVE EL",9
"CDS AGGELER",1
"CDS ALONZO",1
"CDS JOHNSON",1
"CDS JOHNSTON",1
"CDS LONDON",0
"CDS TRI-C",1
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",2
"CENTURY PARK EL",6
"CHANDLER EL",2
"CHAPMAN EL",3
"CHARNOCK ROAD EL",8
"CHASE ST EEC",0
"CHASE ST EL",15
"CHATSWORTH CHS",20
"CHATSWORTH UP/CD MAG",17
