"School name","Cases among staff and students"
"Unassigned",2970
"102ND ST EEC",13
"107TH ST EL",200
"109TH ST EL",104
"10TH ST EL",123
"112TH ST EEC",9
"112TH ST EL",70
"116TH ST EL",112
"118TH ST EL",126
"122ND ST EL",99
"135TH ST EL",85
"153RD ST EL",89
"156TH ST EL",74
"15TH ST EL",93
"186TH ST EL",97
"1ST ST EL",86
"20TH ST EL",121
"232ND PL EL",75
"24TH ST EEC",9
"24TH ST EL",79
"28TH ST EEC",7
"28TH ST EL",147
"2ND ST EL",55
"32ND ST USC PA MAG",104
"36TH ST EEC",6
"37TH ST EEC",11
"3RD ST EL",56
"42ND ST EL",28
"49TH ST EL",113
"4TH ST EEC",6
"4TH ST EL",51
"4TH ST PC",23
"52ND ST EL",140
"54TH ST EL",54
"59TH ST EL",46
"61ST ST EL",157
"66TH ST EEC",11
"66TH ST EL",168
"6TH AVE EL",80
"74TH ST EL",73
"75TH ST EEC",12
"75TH ST EL",213
"7TH ST EL AI MAG",44
"92ND ST EL",169
"93RD ST EL",180
"95TH ST EEC",6
"95TH ST EL",194
"96TH ST EL",110
"97TH ST EEC",8
"99TH ST EL",128
"9TH ST EL",63
"ACAD ENRICH SCI MAG",22
"ADAMS MS",126
"ADDAMS HS",13
"AGGELER HS",10
"ALBION ST EEC",7
"ALBION ST EL",35
"ALDAMA EL",59
"ALEXANDER SCS",117
"ALEXANDRIA AVE EEC",7
"ALEXANDRIA AVE EL",97
"ALLESANDRO EL",52
"ALTA CALIFORNIA EL",110
"ALTA LOMA EL",71
"AMANECER PC",23
"AMBLER AVE EL",71
"AMESTOY EL",146
"ANATOLA AVE EL",60
"ANDASOL AVE EL",67
"ANGELES MESA EL",55
"ANGELOU COMMUNITY SH",225
"ANGEL'S GATE HS",9
"ANN ST EL",18
"ANNALEE AVE EL",40
"ANNANDALE EL",27
"ANTON EEC",17
"ANTON EL",86
"APPERSON ST EL",63
"ARAGON AVE EL",40
"ARLETA SH",166
"ARLINGTON HTS EL",76
"ARMINTA ST EEC",5
"ARMINTA ST EL",86
"ARROYO SECO MUS/S MAG",48
"ASCOT AVE EL",188
"ATWATER AVE EL",41
"AUDUBON MS",67
"AURORA EL",89
"AVALON GARDENS EL",43
"BACA ARTS ACAD",121
"BAKEWELL PC",36
"BALA",14
"BALBOA EL G/HG/HA MAG",56
"BALDWIN HILLS EL",64
"BANCROFT MS",57
"BANDINI ST EL",63
"BANNEKER CTC",25
"BANNING SH",331
"BARRETT EL",131
"BARTON HILL EL",84
"BASSETT ST EL",98
"BEACHY AVE EL",92
"BECKFORD CES",44
"BEETHOVEN ST EL",43
"BELL SH",309
"BELLINGHAM EL",71
"BELMONT SH",98
"BELVEDERE EL",96
"BELVEDERE MS",81
