"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","10.100193923723335"
"Bell/Cudahy/Maywood Community of Schools","11.580618132523144"
"Boyle Heights Community of Schools","7.1535875241433571"
"Canoga Park/Chatsworth Community of Schools","8.3603302330442055"
"Carson Community of Schools","13.656600234893522"
"Cleveland Community of Schools","9.16867613485289"
"Downtown Community of Schools","9.1139576118116885"
"Eagle Rock/Highland Park Community of Schools","16.849498505715527"
"East Los Angeles Community of Schools","8.968671739715349"
"Fairfax Community of Schools","23.793301104225474"
"Fremont Community of Schools","4.453152832205201"
"Gardena Community of Schools","11.255684120480842"
"Glassell Park/Los Feliz Community of Schools","19.703074664801441"
"H.E.E.T. (C/D) Community of Schools","21.014022083826841"
"H.E.E.T. (W) Community of Schools","16.013130767229129"
"Hamilton Community of Schools","15.472322395591577"
"Harbor City/Lomita Community of Schools","10.203170635274912"
"Historic Central Avenue Community of Schools","8.7362525359399719"
"Hollywood Community of Schools","10.455279916357762"
"Huntington Park/Vernon Community of Schools","3.135238513269897"
"Kennedy/NAHS/VAAS Community of Schools","10.032102728731942"
"Kreatwn/PcoUnion Community of Schools","6.566419331538512"
"LA Mid-City Community of Schools","6.426900434458469"
"Lincoln Heights/El Sereno Community of Schools","4.9196995703462374"
"MacArthur Park Community of Schools","5.2569325798396633"
"Manual Arts/Vermont Square Community of Schools","4.9308692136249785"
"Monroe Community of Schools","6.9310276114812472"
"North Hollywood/Valley Village Community of Schools","15.472186708577292"
"Panorama City Community of Schools","4.34172250604223"
"Reseda Community of Schools","10.892652905615163"
"Rivera Community of Schools","2.3014253494330821"
"San Fernando Valley/Sylmar Community of Schools","8.1144005642629313"
"San Pedro Community of Schools","13.96879719925616"
"South Gate Community of Schools","8.63818943549432"
"South Mid-City Community of Schools","7.2998029053215561"
"Sun Valley Community of Schools","12.840073112886902"
"Sunland/Tujunga Community of Schools",0
"Taft Community of Schools","29.472866991107821"
"Van Nuys/Valley Glen Community of Schools","20.259198569938924"
"Venice Community of Schools","23.60257370673289"
"West LA Community of Schools","26.937236239561823"
"Westchester Community of Schools","2.535175560907593"
"Wilmington Community of Schools","2.2755199563100166"
"District Wide","11.140687412861977"
