"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","322.50867122370744"
"Bell/Cudahy/Maywood Community of Schools","241.85046613059924"
"Boyle Heights Community of Schools","230.88680042925435"
"Canoga Park/Chatsworth Community of Schools","172.6327904055467"
"Carson Community of Schools","179.22294053638868"
"Cleveland Community of Schools","210.978238838422"
"Downtown Community of Schools","200.63964605108595"
"Eagle Rock/Highland Park Community of Schools","167.10039720586221"
"East Los Angeles Community of Schools","231.899538309101"
"Fairfax Community of Schools","162.33766233766232"
"Fremont Community of Schools","270.38735602993683"
"Gardena Community of Schools","183.99473002748564"
"Glassell Park/Los Feliz Community of Schools","191.68123311616083"
"H.E.E.T. (C/D) Community of Schools","131.39034878165313"
"H.E.E.T. (W) Community of Schools","210.29218481447782"
"Hamilton Community of Schools","189.07917238721487"
"Harbor City/Lomita Community of Schools","194.38973210262748"
"Historic Central Avenue Community of Schools","243.33991360944432"
"Hollywood Community of Schools","165.46389697380488"
"Huntington Park/Vernon Community of Schools","260.81475061066897"
"Kennedy/NAHS/VAAS Community of Schools","180.04189022465786"
"Kreatwn/PcoUnion Community of Schools","249.51141301254196"
"LA Mid-City Community of Schools","233.44375179321318"
"Lincoln Heights/El Sereno Community of Schools","165.98076442099998"
"MacArthur Park Community of Schools","256.99026917053715"
"Manual Arts/Vermont Square Community of Schools","247.3281521771915"
"Monroe Community of Schools","248.18401937046005"
"North Hollywood/Valley Village Community of Schools","200.87371902176133"
"Panorama City Community of Schools","238.28779388827914"
"Reseda Community of Schools","196.95629576270412"
"Rivera Community of Schools","261.12267389618069"
"San Fernando Valley/Sylmar Community of Schools","282.916486315248"
"San Pedro Community of Schools","173.17615619258595"
"South Gate Community of Schools","211.08807446335396"
"South Mid-City Community of Schools","296.6705341538281"
"Sun Valley Community of Schools","247.59784658019672"
"Sunland/Tujunga Community of Schools","304.37954368223785"
"Taft Community of Schools","153.56331783281067"
"Van Nuys/Valley Glen Community of Schools","238.1250783306179"
"Venice Community of Schools","172.06647641430251"
"West LA Community of Schools","121.32028555386219"
"Westchester Community of Schools","140.63259096371681"
"Wilmington Community of Schools","242.46028569141211"
"District Wide","213.96532435541221"
