"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","6.0007200864103689"
"Bell/Cudahy/Maywood Community of Schools","3.3676837071462247"
"Boyle Heights Community of Schools","5.4875706524721508"
"Canoga Park/Chatsworth Community of Schools","10.335988533943388"
"Carson Community of Schools","6.3203134875489821"
"Cleveland Community of Schools","6.3259109311740884"
"Downtown Community of Schools","2.4576868251601591"
"Eagle Rock/Highland Park Community of Schools","6.1188276326255888"
"East Los Angeles Community of Schools","2.0459799903156948"
"Fairfax Community of Schools","24.560579202528675"
"Fremont Community of Schools","2.9361246091284117"
"Gardena Community of Schools","12.241400416207615"
"Glassell Park/Los Feliz Community of Schools","7.7989432431905481"
"H.E.E.T. (C/D) Community of Schools","3.78931413414172"
"H.E.E.T. (W) Community of Schools",0
"Hamilton Community of Schools","4.7167030245858141"
"Harbor City/Lomita Community of Schools","6.30771559771913"
"Historic Central Avenue Community of Schools","9.5819399595642132"
"Hollywood Community of Schools","5.6431816258006267"
"Huntington Park/Vernon Community of Schools","7.7631313366559533"
"Kennedy/NAHS/VAAS Community of Schools","9.2060816791892979"
"Kreatwn/PcoUnion Community of Schools","3.7069644594782445"
"LA Mid-City Community of Schools","7.5994579053360862"
"Lincoln Heights/El Sereno Community of Schools","7.0237239784533756"
"MacArthur Park Community of Schools","5.1919732094182391"
"Manual Arts/Vermont Square Community of Schools","3.9050678017397078"
"Monroe Community of Schools","10.23943205283547"
"North Hollywood/Valley Village Community of Schools","4.8379683758133831"
"Panorama City Community of Schools","4.2660902704701229"
"Reseda Community of Schools","8.9526316260664824"
"Rivera Community of Schools","3.0348322875807079"
"San Fernando Valley/Sylmar Community of Schools","8.0350575742779267"
"San Pedro Community of Schools","9.45049658063851"
"South Gate Community of Schools","6.1193892849493619"
"South Mid-City Community of Schools","2.8865860346967644"
"Sun Valley Community of Schools","2.9903635534490105"
"Sunland/Tujunga Community of Schools","4.9767337696269944"
"Taft Community of Schools","8.5470694235713918"
"Van Nuys/Valley Glen Community of Schools","7.630317010324406"
"Venice Community of Schools","7.1225071225071224"
"West LA Community of Schools","9.9247702415689076"
"Westchester Community of Schools","15.037593984962404"
"Wilmington Community of Schools","6.7720854637185521"
"District Wide","6.7371724237052657"
