"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","6.1312078479460448"
"Bell/Cudahy/Maywood Community of Schools","9.9541344114426611"
"Boyle Heights Community of Schools","10.755106231117455"
"Canoga Park/Chatsworth Community of Schools","10.491528091066465"
"Carson Community of Schools","17.271820066016733"
"Cleveland Community of Schools","16.522018018718473"
"Downtown Community of Schools","5.1651291798807888"
"Eagle Rock/Highland Park Community of Schools","5.2863063520257123"
"East Los Angeles Community of Schools","2.413127413127413"
"Fairfax Community of Schools","4.9534376857539133"
"Fremont Community of Schools","17.298861420393784"
"Gardena Community of Schools","11.777175833235191"
"Glassell Park/Los Feliz Community of Schools","13.62440655229152"
"H.E.E.T. (C/D) Community of Schools","23.442261709409724"
"H.E.E.T. (W) Community of Schools","2.1157752200406228"
"Hamilton Community of Schools","12.007044132557768"
"Harbor City/Lomita Community of Schools","17.132577596299363"
"Historic Central Avenue Community of Schools","4.0489518275956309"
"Hollywood Community of Schools","6.9079856313898862"
"Huntington Park/Vernon Community of Schools","3.2948657754054742"
"Kennedy/NAHS/VAAS Community of Schools","6.7930167787514435"
"Kreatwn/PcoUnion Community of Schools","3.0912538125463689"
"LA Mid-City Community of Schools","10.21763563911311"
"Lincoln Heights/El Sereno Community of Schools","7.4346678562135233"
"MacArthur Park Community of Schools","7.5722009359240356"
"Manual Arts/Vermont Square Community of Schools","5.424405485158827"
"Monroe Community of Schools","9.8987626546681664"
"North Hollywood/Valley Village Community of Schools","5.9414176222446669"
"Panorama City Community of Schools","15.356029545000846"
"Reseda Community of Schools","9.8440699322727987"
"Rivera Community of Schools","4.8156798536033332"
"San Fernando Valley/Sylmar Community of Schools","7.1823601235365944"
"San Pedro Community of Schools","11.653879770807032"
"South Gate Community of Schools","4.8435532306500049"
"South Mid-City Community of Schools","9.2364532019704448"
"Sun Valley Community of Schools","4.6761748889408468"
"Sunland/Tujunga Community of Schools","5.0911312493636078"
"Taft Community of Schools","22.762451060730221"
"Van Nuys/Valley Glen Community of Schools","5.6274972018833358"
"Venice Community of Schools","12.134302459623109"
"West LA Community of Schools","5.2278834391108413"
"Westchester Community of Schools","13.318771476519006"
"Wilmington Community of Schools","13.28117453878103"
"District Wide","9.0732206518918019"
