"School name","Cases among staff and students"
"Unassigned",2508
"102ND ST EEC",9
"107TH ST EL",71
"109TH ST EL",43
"10TH ST EL",50
"112TH ST EEC",2
"112TH ST EL",35
"116TH ST EL",48
"118TH ST EL",34
"122ND ST EL",68
"135TH ST EL",50
"153RD ST EL",41
"156TH ST EL",34
"15TH ST EL",48
"186TH ST EL",66
"1ST ST EL",26
"20TH ST EL",50
"232ND PL EL",44
"24TH ST EEC",6
"24TH ST EL",61
"28TH ST EEC",10
"28TH ST EL",64
"2ND ST EL",11
"32ND ST USC PA MAG",72
"36TH ST EEC",4
"37TH ST EEC",10
"3RD ST EL",28
"42ND ST EL",17
"49TH ST EL",54
"4TH ST EEC",4
"4TH ST EL",21
"4TH ST PC",9
"52ND ST EL",54
"54TH ST EL",29
"59TH ST EL",23
"61ST ST EL",61
"66TH ST EEC",8
"66TH ST EL",98
"6TH AVE EL",44
"74TH ST EL",35
"75TH ST EEC",15
"75TH ST EL",91
"7TH ST EL AI MAG",31
"92ND ST EL",68
"93RD ST EL",87
"95TH ST EEC",10
"95TH ST EL",62
"96TH ST EL",63
"97TH ST EEC",7
"99TH ST EL",35
"9TH ST EL",27
"ACAD ENRICH SCI MAG",16
"ADAMS MS",80
"ADDAMS HS",6
"AGGELER HS",2
"ALBION ST EEC",7
"ALBION ST EL",14
"ALDAMA EL",35
"ALEXANDER SCS",57
"ALEXANDRIA AVE EEC",5
"ALEXANDRIA AVE EL",52
"ALLESANDRO EL",27
"ALTA CALIFORNIA EL",47
"ALTA LOMA EL",31
"AMANECER PC",8
"AMBLER AVE EL",55
"AMESTOY EL",65
"ANATOLA AVE EL",38
"ANDASOL AVE EL",59
"ANGELES MESA EL",19
"ANGELOU COMMUNITY SH",128
"ANGEL'S GATE HS",4
"ANN ST EL",4
"ANNALEE AVE EL",24
"ANNANDALE EL",17
"ANTON EEC",8
"ANTON EL",31
"APPERSON ST EL",44
"ARAGON AVE EL",20
"ARLETA SH",130
"ARLINGTON HTS EL",28
"ARMINTA ST EEC",4
"ARMINTA ST EL",36
"ARROYO SECO MUS/S MAG",32
"ASCOT AVE EL",83
"ATWATER AVE EL",40
"AUDUBON MS",42
"AURORA EL",51
"AVALON GARDENS EL",13
"BACA ARTS ACAD",51
"BAKEWELL PC",20
"BALA",10
"BALBOA EL G/HG/HA MAG",45
"BALDWIN HILLS EL",21
"BANCROFT MS",27
"BANDINI ST EL",28
"BANNEKER CTC",14
"BANNING SH",263
"BARRETT EL",65
"BARTON HILL EL",51
"BASSETT ST EL",56
"BEACHY AVE EL",64
"BECKFORD CES",40
"BEETHOVEN ST EL",28
"BELL SH",274
"BELLINGHAM EL",49
"BELMONT SH",59
"BELVEDERE EL",35
"BELVEDERE MS",47
"BERENDO MS",45
"BERNSTEIN SH",50
"BERNSTEIN SH STEM",56
"BERTRAND AVE EL",52
"BETHUNE MS",81
"BLYTHE ST EL",30
"BONITA ST EL",31
"BOYLE HEIGHTS HS",2
"BOYLE HTS STEM MAG",10
"BRADDOCK DR EL",44
"BRADLEY EEC",9
"BRADLEY GLBL AWR MAG",14
"BRAINARD EL",16
"BRAVO SH MEDICAL MAG",138
"BREED ST EL",22
"BRENTWOOD EL SCI MAG",26
"BRIDGE ST EL",15
"BRIDGES SCHOOL",127
"BRIGHT EL",47
"BROAD AVE EL",65
"BROADACRES AV EL",25
"BROADOUS EEC",6
"BROADOUS EL",32
"BROADWAY EL",27
"BROCKTON AVE EL",20
"BROOKLYN AVE EEC",7
"BROOKLYN AVE EL",37
"BRYSON AVE EL",62
"BUCHANAN ST EL",23
"BUDLONG AVE EL",53
"BURBANK BLVD EL",24
"BURBANK MS A/T/C MAG",74
"BURKE HS",4
"BURROUGHS MS",129
"BURTON ST EL",29
"BUSHNELL WAY EL",21
"BYRD MS",119
"CABRILLO AVE EEC",17
"CABRILLO AVE EL",33
"CAHUENGA EL",30
"CALABASH CA",17
"CALAHAN ST EL",33
"CALVERT CES",27
"CAMELLIA AVE EL",58
"CANFIELD AVE EL",15
"CANOGA PARK EEC",14
"CANOGA PARK EL",49
"CANOGA PRK SH",126
"CANTARA ST EL",47
"CANTERBURY AVE EL",74
"CANYON CEL",15
"CAPISTRANO AVE EL",37
"CARDENAS EL",48
"CARLSON HOSPITAL",11
"CARNEGIE MS",76
"CAROLDALE LC",74
"CARPENTER COMM CHTR",30
"CARSON ACAD ED & EMP",70
"CARSON ACAD MED ARTS",60
"CARSON SH",166
"CARSON ST EL",67
"CARSON-GORE ACADEMY",37
"CARTHAY EL ES MAG",23
"CARVER MS",61
"CASTELAR ST EEC",5
"CASTELAR ST EL",36
"CASTLE HTS EL",32
"CASTLEBAY LN CHTR",41
"CASTRO MS",21
"CATSKILL AVE EL",55
"CDS AGGELER",1
"CDS ALONZO",6
"CDS JOHNSON",3
"CDS JOHNSTON",6
"CDS LONDON",0
"CDS TRI-C",15
"CDS WEST HOLLYWOOD",0
"CENTRAL HS",12
"CENTURY PARK EL",20
"CHANDLER EL",25
"CHAPMAN EL",39
"CHARNOCK ROAD EL",30
"CHASE ST EEC",11
"CHASE ST EL",47
"CHATSWORTH CHS",159
"CHATSWORTH UP/CD MAG",36
"CHAVEZ EL",15
"CHAVEZ LA ARTES MAG",25
"CHAVEZ LA ASE",35
"CHAVEZ LA SJ HUM AC",42
"CHAVEZ LA TECH PREP",35
"CHEREMOYA AVE EL",25
"CHEVIOT HILLS HS",0
"CIENEGA EL",33
"CIMARRON AVE EL",20
"CITY OF ANGELS",197
"CITY TERRACE EL",27
"CLEVELAND CHS",308
"CLEVELAND EEC",12
