"Community of Schools","Staff and Student Case Rate"
"Achievement Network Community of Schools","2.0041686708353375"
"Bell/Cudahy/Maywood Community of Schools","7.4103016666442105"
"Boyle Heights Community of Schools","16.414072331345405"
"Canoga Park/Chatsworth Community of Schools","8.9591531532773274"
"Carson Community of Schools","9.0255965919347272"
"Cleveland Community of Schools","15.384336935078098"
"Downtown Community of Schools","8.2040511604630364"
"Eagle Rock/Highland Park Community of Schools","13.066998858815433"
"East Los Angeles Community of Schools","8.1729950621488161"
"Fairfax Community of Schools","23.510301786782936"
"Fremont Community of Schools","5.8770808539398489"
"Gardena Community of Schools","10.026626263076393"
"Glassell Park/Los Feliz Community of Schools","9.7586681369726644"
"H.E.E.T. (C/D) Community of Schools","7.5856706681079444"
"H.E.E.T. (W) Community of Schools","5.9697928481881686"
"Hamilton Community of Schools","10.605578534309046"
"Harbor City/Lomita Community of Schools","12.642225031605562"
"Historic Central Avenue Community of Schools","17.276461780627326"
"Hollywood Community of Schools","2.8202910540367765"
"Huntington Park/Vernon Community of Schools","16.324753768297327"
"Kennedy/NAHS/VAAS Community of Schools","8.50087133931228"
"Kreatwn/PcoUnion Community of Schools","11.128834810995288"
"LA Mid-City Community of Schools","12.666886226027918"
"Lincoln Heights/El Sereno Community of Schools","5.3973531380211144"
"MacArthur Park Community of Schools","6.5023733662786913"
"Manual Arts/Vermont Square Community of Schools","10.755106231117455"
"Monroe Community of Schools","10.246164092317938"
"North Hollywood/Valley Village Community of Schools","12.11475092072107"
"Panorama City Community of Schools","12.821243375690923"
"Reseda Community of Schools","9.845426799251749"
"Rivera Community of Schools","7.59635982437216"
"San Fernando Valley/Sylmar Community of Schools","5.5692380044801419"
"San Pedro Community of Schools","11.16272679655501"
"South Gate Community of Schools","12.238254335401598"
"South Mid-City Community of Schools","10.134792743488395"
"Sun Valley Community of Schools","8.230391093220403"
"Sunland/Tujunga Community of Schools","4.9854176533639105"
"Taft Community of Schools","14.9514079242462"
"Van Nuys/Valley Glen Community of Schools","12.335526315789474"
"Venice Community of Schools","20.361622414073956"
"West LA Community of Schools","38.722745144763493"
"Westchester Community of Schools","5.0142907285764426"
"Wilmington Community of Schools","7.907638779060572"
"District Wide","11.040956814452869"
